"team_name","age","wins","losses","wins_pyth","losses_pyth","mov","sos","srs","off_rtg","def_rtg","pace","fta_per_fga_pct","fg3a_per_fga_pct","ts_pct","efg_pct","tov_pct","orb_pct","ft_rate","opp_efg_pct","opp_tov_pct","drb_pct","opp_ft_rate","opp_mp","opp_fg_pct","opp_avg_dist","opp_fg2a_pct_fga","opp_pct_fga_00_03","opp_pct_fga_03_10","opp_pct_fga_10_16","opp_pct_fga_16_xx","opp_fg3a_pct_fga","opp_fg2_pct","opp_fg_pct_00_03","opp_fg_pct_03_10","opp_fg_pct_10_16","opp_fg_pct_16_xx","opp_fg3_pct","opp_fg2_pct_ast","opp_pct_fg2_dunk","opp_fg2_dunk","opp_pct_fg2_layup","opp_fg2_layup","opp_fg3_pct_ast","opp_pct_fg3a_corner","opp_fg3_pct_corner","opp_fg","opp_fga","opp_fg3","opp_fg3a","opp_fg2","opp_fg2a","opp_ft","opp_fta","opp_ft_pct","opp_orb","opp_drb","opp_trb","opp_ast","opp_stl","opp_blk","opp_tov","opp_pf","opp_pts","fg_pct","avg_dist","fg2a_pct_fga","pct_fga_00_03","pct_fga_03_10","pct_fga_10_16","pct_fga_16_xx","fg3a_pct_fga","fg2_pct","fg_pct_00_03","fg_pct_03_10","fg_pct_10_16","fg_pct_16_xx","fg3_pct","fg2_pct_ast","pct_fg2_dunk","fg2_dunk","pct_fg2_layup","fg2_layup","fg3_pct_ast","pct_fg3a_corner","fg3_pct_corner","fg3a_heave","fg3_heave","fg","fga","fg3","fg3a","fg2","fg2a","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","W_PCT","HOME_RECORD","ROAD_RECORD","L10","CurrentStreak"
"Memphis Grizzlies",29.5,43,39,42,40,0.49,0.47,0.96,107.6,107.1,92.3,0.28,0.317,0.535,0.491,12.1,24.7,0.219,0.506,13.6,77.5,0.256,19905,0.443,13.9,0.644,0.276,0.144,0.089,0.136,0.356,0.492,0.62,0.421,0.381,0.381,0.354,0.476,0.043,248,0.246,897,0.82,0.243,0.398,34.9,78.8,9.9,28,25,50.8,20.2,26.9,0.753,9.3,32.9,42.1,20.1,7,5,14.3,20.8,100,0.435,13.3,0.683,0.288,0.159,0.092,0.144,0.317,0.473,0.579,0.416,0.385,0.381,0.354,0.504,0.033,203,0.267,979,0.811,0.192,0.408,28,0,36.4,83.6,9.4,26.5,27,57.1,18.3,23.4,0.784,10.8,32,42.8,21.3,8,4.2,12.9,22.4,100.5,0.524,0.585365853658537,0.463414634146341,0.3,-2
"Miami Heat",26.5,41,41,44,38,1.06,-0.29,0.77,107.8,106.7,95.2,0.251,0.314,0.541,0.512,12.4,24.2,0.177,0.496,12.6,76.4,0.22,19780,0.45,12.4,0.73,0.305,0.163,0.119,0.144,0.27,0.49,0.586,0.427,0.463,0.382,0.343,0.437,0.043,273,0.267,968,0.831,0.234,0.362,37.9,84.2,7.8,22.7,30.1,61.5,18.5,23.7,0.782,10.2,33.4,43.6,19.6,6.8,4.9,13.6,18.7,102.1,0.455,12.9,0.686,0.291,0.169,0.094,0.131,0.314,0.496,0.629,0.412,0.386,0.39,0.365,0.427,0.054,350,0.238,927,0.89,0.301,0.4,14,0,39,85.8,9.9,27,29.2,58.8,15.2,21.6,0.706,10.6,33,43.6,21.2,7.1,5.8,13.4,20.5,103.2,0.5,0.560975609756098,0.439024390243902,0.6,3
"Denver Nuggets",25.2,40,42,42,40,0.51,0.19,0.7,113.2,112.7,98.3,0.276,0.329,0.568,0.53,13.2,27.3,0.214,0.532,10.9,78.6,0.194,19755,0.477,13,0.703,0.29,0.15,0.103,0.161,0.297,0.519,0.64,0.465,0.446,0.399,0.375,0.494,0.052,350,0.245,1032,0.822,0.222,0.404,42.1,88.4,9.9,26.2,32.3,62.1,17.1,21.9,0.782,9.4,31.4,40.9,24,8.3,4.9,12,20.2,111.2,0.469,12.6,0.671,0.33,0.155,0.078,0.108,0.329,0.519,0.627,0.439,0.386,0.397,0.368,0.526,0.053,347,0.283,1156,0.87,0.192,0.387,19,0,41.2,87.7,10.6,28.8,30.6,58.9,18.7,24.2,0.774,11.8,34.5,46.3,25.3,7,3.9,14.9,19.1,111.7,0.488,0.536585365853659,0.439024390243902,0.5,2
"Chicago Bulls",26.9,41,41,42,40,0.43,-0.39,0.03,107.4,107,95.3,0.259,0.256,0.53,0.487,12.2,27,0.206,0.507,12.4,76.8,0.169,19780,0.456,12.7,0.701,0.313,0.149,0.094,0.145,0.299,0.503,0.607,0.418,0.415,0.424,0.344,0.525,0.05,332,0.281,1086,0.851,0.225,0.397,39.5,86.6,8.9,25.9,30.5,60.7,14.6,19,0.77,10.3,32.9,43.2,23.6,7.3,4.6,13.4,18.8,102.4,0.444,12.7,0.744,0.279,0.167,0.118,0.179,0.256,0.479,0.597,0.451,0.393,0.378,0.34,0.513,0.038,248,0.255,1004,0.875,0.29,0.414,9,0,38.6,87.1,7.6,22.3,31,64.8,18,22.5,0.798,12.2,34.1,46.3,22.6,7.9,4.8,13.5,17.7,102.9,0.5,0.609756097560976,0.390243902439024,0.7,2
"Charlotte Hornets",26.5,36,46,42,40,0.2,-0.26,-0.07,108.8,108.6,95.7,0.279,0.335,0.547,0.501,10.7,19.9,0.227,0.524,12.1,79.6,0.164,19830,0.457,14,0.637,0.289,0.116,0.088,0.144,0.363,0.507,0.607,0.427,0.427,0.417,0.369,0.521,0.04,252,0.253,1011,0.864,0.228,0.389,39.5,86.5,11.6,31.4,27.9,55,14.2,18.2,0.776,8.9,35.5,44.4,24.5,6.6,5.5,13,19.9,104.7,0.442,13.7,0.665,0.281,0.133,0.099,0.152,0.335,0.488,0.611,0.4,0.419,0.379,0.351,0.544,0.034,218,0.253,1005,0.796,0.133,0.377,15,1,37.7,85.4,10,28.6,27.7,56.8,19.4,23.8,0.815,8.8,34.8,43.6,23.1,7,4.8,11.5,16.6,104.9,0.439,0.536585365853659,0.341463414634146,0.4,-5
"Portland Trail Blazers",24.8,41,41,40,42,-0.52,0.3,-0.23,110.3,110.8,96.7,0.275,0.322,0.559,0.52,12.5,23,0.214,0.508,11.6,76.8,0.241,19930,0.455,13,0.709,0.281,0.165,0.109,0.155,0.291,0.489,0.583,0.431,0.443,0.412,0.37,0.44,0.039,241,0.24,909,0.801,0.199,0.369,39.2,86.2,9.3,25.1,29.9,61.1,20.8,26.5,0.785,10.1,33.9,44,20.6,7.7,5.3,12.8,19.8,108.5,0.459,13.3,0.678,0.299,0.141,0.091,0.148,0.322,0.499,0.596,0.42,0.441,0.417,0.375,0.444,0.048,306,0.247,935,0.789,0.199,0.375,18,0,39.5,86.1,10.4,27.7,29.2,58.4,18.5,23.7,0.78,10.1,33.5,43.7,21.1,7,5,13.7,21.2,107.9,0.5,0.609756097560976,0.390243902439024,0.7,-1
"Milwaukee Bucks",25.6,42,40,40,42,-0.18,-0.26,-0.45,109.1,109.3,94.5,0.274,0.29,0.565,0.528,13.2,21.5,0.21,0.518,13.6,75.4,0.215,19780,0.458,13,0.661,0.322,0.137,0.091,0.11,0.339,0.512,0.622,0.427,0.394,0.392,0.354,0.551,0.054,335,0.273,1039,0.863,0.289,0.39,38,83,10,28.1,28,54.8,17.9,23.2,0.771,10.3,32.1,42.5,24.1,7.4,4.6,14.7,19.3,103.8,0.474,11.7,0.71,0.351,0.174,0.078,0.108,0.29,0.517,0.643,0.403,0.378,0.388,0.37,0.535,0.073,448,0.282,1073,0.926,0.276,0.387,12,0,38.8,81.9,8.8,23.8,30,58.1,17.2,22.4,0.768,8.8,31.6,40.4,24.2,8.1,5.3,14,20.2,103.6,0.512,0.560975609756098,0.463414634146341,0.5,-1
"Indiana Pacers",27,42,40,40,42,-0.22,-0.42,-0.64,108.6,108.8,95.9,0.261,0.272,0.558,0.516,12.7,21.2,0.211,0.512,13.6,75.4,0.225,19855,0.451,14,0.654,0.261,0.147,0.095,0.151,0.346,0.501,0.625,0.434,0.432,0.397,0.355,0.477,0.046,293,0.247,943,0.883,0.25,0.398,38,84.3,10.4,29.1,27.6,55.1,19,24.1,0.789,10.7,33.5,44.3,22.3,8,5,14.9,19.5,105.3,0.465,13.3,0.728,0.241,0.185,0.106,0.195,0.272,0.498,0.622,0.466,0.416,0.419,0.376,0.498,0.035,223,0.234,937,0.836,0.258,0.402,19,1,39.3,84.5,8.6,23,30.6,61.5,17.9,22.1,0.81,9,33,42,22.5,8.2,5,13.8,19.5,105.1,0.512,0.707317073170732,0.317073170731707,0.6,5
"Minnesota Timberwolves",24,31,51,38,44,-1.11,0.47,-0.64,110.8,112,94.6,0.287,0.249,0.555,0.511,12.9,27.2,0.229,0.535,13.2,75.9,0.212,19805,0.475,12.9,0.676,0.316,0.14,0.088,0.132,0.324,0.528,0.661,0.435,0.397,0.394,0.366,0.494,0.063,407,0.264,1048,0.855,0.22,0.413,39.6,83.3,9.9,27,29.7,56.3,17.6,22.9,0.768,9.8,30.6,40.4,23.1,7.7,5,14.3,20.5,106.7,0.467,12.3,0.751,0.304,0.164,0.096,0.186,0.249,0.507,0.645,0.438,0.392,0.402,0.349,0.535,0.059,382,0.25,991,0.884,0.267,0.393,11,0,39.5,84.4,7.3,21,32.1,63.4,19.3,24.2,0.799,11.4,31,42.4,23.7,8,4.5,14,20.1,105.6,0.378,0.48780487804878,0.268292682926829,0.3,-6
"Atlanta Hawks",27.9,43,39,39,43,-0.85,-0.38,-1.23,104.9,105.8,97.4,0.295,0.309,0.541,0.504,14.2,23.7,0.214,0.507,13.8,76.1,0.179,19880,0.444,14,0.65,0.264,0.127,0.104,0.155,0.35,0.491,0.591,0.42,0.423,0.424,0.357,0.51,0.043,278,0.226,851,0.843,0.255,0.399,38.8,87.3,10.9,30.5,27.9,56.7,15.6,20.2,0.772,10.7,33.2,43.9,23.4,9,5.2,15.4,21.6,104,0.451,12.8,0.691,0.331,0.117,0.093,0.151,0.309,0.501,0.617,0.348,0.393,0.429,0.341,0.542,0.054,341,0.287,1093,0.879,0.235,0.388,11,0,38.1,84.4,8.9,26.1,29.2,58.3,18.1,24.9,0.728,10.3,34.1,44.4,23.6,8.2,4.8,15.8,18.2,103.2,0.524,0.560975609756098,0.48780487804878,0.6,-1
"Detroit Pistons",25.4,37,45,38,44,-1.12,-0.17,-1.29,106,107.2,95,0.218,0.263,0.521,0.492,10.9,24.1,0.157,0.516,12.1,81.2,0.197,19805,0.46,13.3,0.693,0.262,0.17,0.113,0.147,0.307,0.502,0.66,0.373,0.44,0.421,0.366,0.533,0.038,237,0.227,958,0.864,0.229,0.401,38.3,83.3,9.4,25.6,29,57.7,16.4,21,0.78,8,34.9,42.9,23.5,6.7,4.2,12.8,17.5,102.5,0.449,12.9,0.737,0.25,0.189,0.14,0.157,0.263,0.491,0.645,0.386,0.445,0.416,0.33,0.455,0.043,283,0.212,905,0.845,0.203,0.384,30,1,39.9,88.8,7.7,23.3,32.2,65.5,13.9,19.3,0.719,11.1,34.6,45.7,21.1,7,3.8,11.9,17.9,101.3,0.451,0.585365853658537,0.317073170731707,0.3,-2
"New Orleans Pelicans",25.7,34,48,35,47,-2.1,0.41,-1.69,105.3,107.4,98,0.256,0.308,0.539,0.504,11.7,18.6,0.192,0.509,12.4,76.7,0.177,19905,0.45,13.5,0.665,0.289,0.146,0.1,0.13,0.335,0.499,0.645,0.378,0.396,0.39,0.353,0.5,0.056,381,0.243,1021,0.823,0.215,0.371,40.1,89,10.5,29.8,29.5,59.2,15.8,20.7,0.762,10.6,37.7,48.3,23.4,7.4,4.2,14,19.3,106.4,0.45,13.2,0.692,0.279,0.169,0.094,0.149,0.308,0.495,0.626,0.417,0.427,0.38,0.35,0.502,0.048,313,0.242,985,0.837,0.22,0.373,11,0,39.1,87,9.4,26.8,29.8,60.2,16.7,22.3,0.75,8.6,35.1,43.7,22.8,7.8,5.5,12.9,18.2,104.3,0.415,0.51219512195122,0.317073170731707,0.4,1
"Dallas Mavericks",27.6,33,49,33,49,-2.93,0.4,-2.53,105.6,108.8,92.2,0.225,0.366,0.541,0.505,11.6,18.2,0.18,0.53,14.4,77.6,0.218,19780,0.469,13.5,0.68,0.26,0.156,0.105,0.159,0.32,0.511,0.67,0.435,0.417,0.386,0.38,0.491,0.048,277,0.216,865,0.807,0.257,0.417,37,79,9.6,25.3,27.4,53.7,17.2,22.3,0.772,8.9,35.6,44.5,21.3,6.5,3.4,15,19.4,100.8,0.44,15.2,0.634,0.201,0.127,0.117,0.189,0.366,0.489,0.637,0.445,0.441,0.391,0.355,0.475,0.04,237,0.167,650,0.811,0.196,0.371,17,0,36.2,82.3,10.7,30.2,25.5,52.2,14.8,18.5,0.801,7.9,30.7,38.6,20.8,7.5,3.8,11.9,19.1,97.9,0.402,0.51219512195122,0.292682926829268,0.2,1
"Sacramento Kings",27.8,32,50,31,51,-3.88,0.58,-3.29,107.3,111.3,94.9,0.284,0.291,0.556,0.516,13.7,21,0.22,0.528,12.9,76.3,0.227,19880,0.462,14.1,0.64,0.24,0.172,0.087,0.14,0.36,0.517,0.677,0.449,0.413,0.391,0.364,0.527,0.055,337,0.221,907,0.838,0.231,0.415,38.5,83.2,10.9,30,27.5,53.2,18.9,24.2,0.778,10.1,32.8,42.9,23.7,8.5,5.1,14,20.1,106.7,0.461,12.9,0.709,0.258,0.195,0.1,0.155,0.291,0.496,0.643,0.421,0.412,0.402,0.376,0.506,0.051,309,0.25,973,0.875,0.236,0.415,18,0,37.9,82.1,9,23.9,28.9,58.2,18.1,23.3,0.775,8.7,32.5,41.2,22.5,7.6,4,14.6,20.3,102.8,0.39,0.414634146341463,0.365853658536585,0.5,-1
"New York Knicks",27.3,31,51,31,51,-3.67,-0.2,-3.87,107.8,111.5,96,0.239,0.279,0.534,0.496,12.5,26.5,0.188,0.511,11.7,74.1,0.214,19855,0.455,12.7,0.677,0.328,0.143,0.084,0.122,0.323,0.506,0.613,0.419,0.395,0.401,0.348,0.459,0.055,352,0.28,1109,0.82,0.23,0.395,39.7,87.3,9.8,28.2,29.9,59.1,18.7,24.2,0.771,11.6,33.1,44.7,21.8,7.5,4.6,12.9,18.5,108,0.447,13.1,0.721,0.291,0.126,0.132,0.171,0.279,0.486,0.592,0.379,0.439,0.42,0.348,0.469,0.04,267,0.256,992,0.845,0.229,0.425,23,0,39.6,88.4,8.6,24.6,31,63.8,16.6,21.1,0.788,12,33.2,45.2,21.8,7.1,5.5,13.9,20.3,104.3,0.378,0.463414634146341,0.292682926829268,0.4,1
"Phoenix Suns",25,24,58,27,55,-5.63,0.49,-5.14,106.6,112.2,100.3,0.297,0.256,0.538,0.493,13.4,26.1,0.231,0.525,13.1,76.4,0.264,19830,0.467,13,0.695,0.304,0.136,0.105,0.149,0.305,0.504,0.629,0.392,0.428,0.408,0.382,0.465,0.052,326,0.259,1047,0.807,0.211,0.458,40.2,86.2,10.1,26.3,30.2,59.9,22.8,29.1,0.783,10.2,33.8,44,22.2,8.1,5.3,14.9,22.2,113.3,0.45,12.4,0.744,0.306,0.154,0.12,0.165,0.256,0.491,0.629,0.413,0.402,0.374,0.332,0.421,0.057,358,0.258,1065,0.79,0.27,0.329,20,0,39.9,88.5,7.5,22.6,32.4,65.9,20.4,26.3,0.776,11.9,33.1,45,19.6,8.2,4.9,15.4,24.8,107.7,0.293,0.365853658536585,0.219512195121951,0.2,-1
"Philadelphia 76ers",24.6,28,54,26,56,-5.7,-0.14,-5.83,103.2,108.9,98.5,0.258,0.349,0.54,0.501,14.9,22.4,0.199,0.513,13.5,75.3,0.234,19830,0.461,12.7,0.71,0.304,0.155,0.106,0.145,0.29,0.503,0.636,0.393,0.427,0.399,0.357,0.494,0.05,331,0.261,1054,0.845,0.217,0.411,39.6,85.9,8.9,24.9,30.7,60.9,20.1,26,0.773,10.8,34.2,45,22.7,8.6,5.4,15.1,19.6,108.1,0.442,13.1,0.651,0.309,0.149,0.092,0.1,0.349,0.496,0.638,0.377,0.384,0.344,0.34,0.542,0.047,301,0.269,1087,0.871,0.154,0.406,8,0,37.7,85.2,10.1,29.8,27.5,55.5,17,22,0.771,9.8,33,42.8,23.8,8.4,5.1,16.7,21.9,102.4,0.341,0.414634146341463,0.268292682926829,0.1,-8
"Los Angeles Lakers",25.1,26,56,24,58,-6.88,0.58,-6.29,106,113,98.5,0.259,0.294,0.537,0.501,13.5,25,0.195,0.542,13,75.8,0.213,19705,0.483,13.1,0.682,0.301,0.145,0.087,0.148,0.318,0.536,0.679,0.436,0.402,0.419,0.37,0.544,0.07,454,0.241,1033,0.853,0.215,0.382,41.5,86,10.1,27.4,31.4,58.6,18.3,24,0.762,10.3,34.2,44.4,25.7,8.5,5.4,14.5,18.5,111.5,0.45,12.4,0.706,0.299,0.187,0.103,0.117,0.294,0.493,0.633,0.399,0.378,0.39,0.346,0.462,0.056,358,0.25,1006,0.77,0.217,0.367,16,1,39.3,87.4,8.9,25.7,30.4,61.7,17,22.6,0.754,11.4,32.1,43.5,20.9,8.2,3.9,15.2,20.7,104.6,0.317,0.414634146341463,0.219512195121951,0.5,-1
