team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
Boston Celtics,.642,0.725,0.5609756097560976,0.7,2
Cleveland Cavaliers,.630,0.775,0.4878048780487805,0.4,-3
Toronto Raptors,.617,0.6829268292682927,0.55,0.8,3
Washington Wizards,.605,0.7317073170731707,0.475,0.6,1
Atlanta Hawks,.531,0.5609756097560976,0.5,0.6,4
Milwaukee Bucks,.519,0.5609756097560976,0.475,0.6,2
Indiana Pacers,.506,0.7,0.3170731707317073,0.5,4
Chicago Bulls,.494,0.6,0.3902439024390244,0.7,1
Miami Heat,.494,0.55,0.43902439024390244,0.5,2
Detroit Pistons,.457,0.5853658536585366,0.325,0.3,-1
Charlotte Hornets,.439,0.5365853658536586,0.34146341463414637,0.4,-5
New York Knicks,.370,0.45,0.2926829268292683,0.3,-3
Orlando Magic,.346,0.375,0.3170731707317073,0.2,-2
Philadelphia 76ers,.346,0.4146341463414634,0.275,0.2,-7
Brooklyn Nets,.247,0.3170731707317073,0.175,0.5,-1
Golden State Warriors,.815,0.875,0.7560975609756098,0.9,-1
San Antonio Spurs,.753,0.7560975609756098,0.75,0.6,-2
Houston Rockets,.667,0.725,0.6097560975609756,0.5,-1
Los Angeles Clippers,.617,0.7,0.5365853658536586,0.8,6
Utah Jazz,.617,0.7,0.5365853658536586,0.7,1
Oklahoma City Thunder,.580,0.7,0.4634146341463415,0.6,2
Memphis Grizzlies,.531,0.6,0.4634146341463415,0.3,-1
Portland Trail Blazers,.506,0.625,0.3902439024390244,0.8,3
Denver Nuggets,.481,0.5365853658536586,0.425,0.5,1
New Orleans Pelicans,.407,0.5121951219512195,0.3,0.3,-5
Sacramento Kings,.395,0.4146341463414634,0.375,0.5,1
Dallas Mavericks,.395,0.5121951219512195,0.275,0.1,-5
Minnesota Timberwolves,.383,0.4878048780487805,0.275,0.3,-5
Los Angeles Lakers,.321,0.4146341463414634,0.225,0.6,5
Phoenix Suns,.293,0.36585365853658536,0.21951219512195122,0.2,-1
