"team_name","age","wins","losses","wins_pyth","losses_pyth","mov","sos","srs","off_rtg","def_rtg","pace","fta_per_fga_pct","fg3a_per_fga_pct","ts_pct","efg_pct","tov_pct","orb_pct","ft_rate","opp_efg_pct","opp_tov_pct","drb_pct","opp_ft_rate","opp_mp","opp_fg_pct","opp_avg_dist","opp_fg2a_pct_fga","opp_pct_fga_00_03","opp_pct_fga_03_10","opp_pct_fga_10_16","opp_pct_fga_16_xx","opp_fg3a_pct_fga","opp_fg2_pct","opp_fg_pct_00_03","opp_fg_pct_03_10","opp_fg_pct_10_16","opp_fg_pct_16_xx","opp_fg3_pct","opp_fg2_pct_ast","opp_pct_fg2_dunk","opp_fg2_dunk","opp_pct_fg2_layup","opp_fg2_layup","opp_fg3_pct_ast","opp_pct_fg3a_corner","opp_fg3_pct_corner","opp_fg","opp_fga","opp_fg3","opp_fg3a","opp_fg2","opp_fg2a","opp_ft","opp_fta","opp_ft_pct","opp_orb","opp_drb","opp_trb","opp_ast","opp_stl","opp_blk","opp_tov","opp_pf","opp_pts","fg_pct","avg_dist","fg2a_pct_fga","pct_fga_00_03","pct_fga_03_10","pct_fga_10_16","pct_fga_16_xx","fg3a_pct_fga","fg2_pct","fg_pct_00_03","fg_pct_03_10","fg_pct_10_16","fg_pct_16_xx","fg3_pct","fg2_pct_ast","pct_fg2_dunk","fg2_dunk","pct_fg2_layup","fg2_layup","fg3_pct_ast","pct_fg3a_corner","fg3_pct_corner","fg3a_heave","fg3_heave","fg","fga","fg3","fg3a","fg2","fg2a","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","W_PCT","HOME_RECORD","ROAD_RECORD","L10","CurrentStreak"
"Memphis Grizzlies",29.5,43,38,42,39,0.58,0.5,1.08,107.7,107.1,92.3,0.28,0.317,0.536,0.492,12.1,24.6,0.219,0.506,13.6,77.5,0.256,19665,0.443,13.9,0.646,0.276,0.144,0.09,0.136,0.354,0.491,0.619,0.421,0.383,0.378,0.355,0.476,0.042,243,0.246,888,0.82,0.244,0.4,35,78.9,9.9,28,25,50.9,20.2,26.8,0.752,9.3,32.9,42.2,20,7,5,14.3,20.9,100,0.436,13.3,0.683,0.289,0.159,0.092,0.144,0.317,0.474,0.578,0.417,0.387,0.383,0.354,0.505,0.033,201,0.267,966,0.81,0.191,0.407,27,0,36.4,83.6,9.4,26.5,27.1,57.1,18.3,23.4,0.783,10.7,32,42.7,21.3,8,4.2,12.9,22.4,100.6,0.531,0.6,0.463414634146341,0.3,-1
"Miami Heat",26.5,40,41,43,38,0.98,-0.31,0.67,107.7,106.7,95.2,0.253,0.315,0.541,0.512,12.3,24.1,0.178,0.496,12.6,76.3,0.221,19540,0.45,12.3,0.73,0.305,0.163,0.119,0.143,0.27,0.489,0.586,0.424,0.462,0.38,0.344,0.438,0.043,270,0.268,957,0.834,0.233,0.369,37.9,84.2,7.8,22.7,30,61.5,18.6,23.8,0.782,10.2,33.4,43.7,19.7,6.8,5,13.7,18.7,102.1,0.454,12.9,0.685,0.29,0.168,0.095,0.132,0.315,0.495,0.628,0.411,0.385,0.389,0.366,0.429,0.053,339,0.239,919,0.89,0.302,0.401,13,0,39,85.8,9.9,27,29.1,58.8,15.3,21.7,0.705,10.6,33,43.6,21.3,7.2,5.8,13.4,20.6,103.1,0.494,0.55,0.439024390243902,0.5,2
"Denver Nuggets",25.3,38,42,41,39,0.23,0.22,0.44,113.4,113.1,98.2,0.276,0.327,0.567,0.529,13.1,27.5,0.214,0.534,10.9,78.6,0.196,19275,0.478,13,0.704,0.29,0.151,0.103,0.161,0.296,0.521,0.641,0.467,0.447,0.401,0.378,0.494,0.052,340,0.246,1011,0.824,0.221,0.398,42.2,88.2,9.9,26.1,32.4,62.2,17.3,22.1,0.783,9.4,31.3,40.7,24.1,8.3,4.9,12,20.2,111.5,0.469,12.6,0.673,0.33,0.156,0.078,0.11,0.327,0.519,0.627,0.438,0.385,0.398,0.368,0.525,0.052,333,0.285,1135,0.87,0.192,0.378,19,0,41.2,87.8,10.6,28.7,30.7,59.1,18.8,24.3,0.774,11.9,34.4,46.3,25.3,7,4,14.9,19.2,111.8,0.481,0.536585365853659,0.425,0.5,1
"Charlotte Hornets",26.6,36,45,42,39,0.53,-0.26,0.27,109.1,108.6,95.7,0.28,0.336,0.549,0.503,10.7,19.7,0.228,0.523,12.1,79.7,0.164,19590,0.456,14,0.636,0.288,0.116,0.088,0.144,0.364,0.505,0.607,0.424,0.425,0.415,0.37,0.518,0.04,247,0.252,995,0.864,0.229,0.392,39.5,86.6,11.6,31.5,27.8,55.1,14.2,18.2,0.776,8.9,35.4,44.3,24.5,6.6,5.5,13,19.9,104.7,0.443,13.7,0.664,0.282,0.132,0.099,0.151,0.336,0.489,0.613,0.401,0.416,0.381,0.353,0.544,0.034,216,0.253,999,0.797,0.133,0.381,15,1,37.8,85.3,10.1,28.7,27.7,56.7,19.5,23.9,0.815,8.7,34.9,43.6,23.1,6.9,4.8,11.4,16.6,105.2,0.439,0.536585365853659,0.341463414634146,0.4,-5
"Portland Trail Blazers",24.8,41,40,39,42,-0.49,0.32,-0.18,110.4,110.9,96.6,0.276,0.322,0.559,0.519,12.3,22.9,0.216,0.509,11.6,76.8,0.242,19690,0.455,13,0.709,0.282,0.164,0.109,0.154,0.291,0.489,0.582,0.432,0.443,0.412,0.371,0.44,0.039,240,0.242,898,0.801,0.199,0.368,39.2,86.1,9.3,25.1,29.9,61,20.9,26.6,0.786,10.1,33.9,44,20.6,7.7,5.3,12.9,19.8,108.5,0.459,13.2,0.678,0.299,0.142,0.09,0.148,0.322,0.499,0.595,0.419,0.443,0.417,0.374,0.444,0.048,302,0.248,923,0.788,0.202,0.376,17,0,39.5,86.1,10.4,27.7,29.2,58.4,18.6,23.8,0.783,10.1,33.5,43.5,21.1,7,5,13.6,21.2,108,0.506,0.625,0.390243902439024,0.8,3
"Milwaukee Bucks",25.6,42,39,41,40,0.04,-0.31,-0.27,109.2,109.2,94.5,0.275,0.29,0.565,0.528,13.2,21.5,0.211,0.518,13.7,75.4,0.215,19540,0.458,13,0.662,0.322,0.138,0.092,0.11,0.338,0.511,0.623,0.427,0.394,0.391,0.354,0.549,0.054,328,0.273,1027,0.864,0.289,0.392,38,82.9,9.9,28,28,54.8,17.9,23.1,0.772,10.3,32.1,42.4,24,7.4,4.6,14.8,19.3,103.7,0.474,11.7,0.71,0.352,0.173,0.077,0.107,0.29,0.517,0.643,0.401,0.378,0.39,0.371,0.533,0.073,444,0.283,1062,0.926,0.278,0.389,12,0,38.8,81.8,8.8,23.8,30,58.1,17.3,22.5,0.768,8.8,31.5,40.3,24.2,8.1,5.3,13.9,20.2,103.7,0.519,0.560975609756098,0.475,0.6,2
"Chicago Bulls",26.9,40,41,40,41,-0.05,-0.31,-0.36,107.4,107.4,95.2,0.259,0.255,0.53,0.487,12.3,27,0.207,0.509,12.3,76.7,0.169,19540,0.457,12.7,0.702,0.313,0.149,0.094,0.146,0.298,0.504,0.609,0.417,0.416,0.423,0.348,0.525,0.05,327,0.28,1075,0.85,0.226,0.4,39.6,86.6,9,25.8,30.6,60.8,14.6,19,0.77,10.3,32.9,43.2,23.7,7.3,4.7,13.4,18.8,102.8,0.444,12.6,0.745,0.279,0.168,0.118,0.179,0.255,0.48,0.597,0.451,0.393,0.382,0.338,0.513,0.038,244,0.254,989,0.874,0.289,0.413,9,0,38.6,87,7.5,22.2,31.1,64.8,18,22.6,0.798,12.2,33.9,46.1,22.5,7.8,4.8,13.5,17.7,102.8,0.494,0.6,0.390243902439024,0.7,1
"Minnesota Timberwolves",24,31,49,37,43,-1.05,0.39,-0.66,110.8,111.9,94.6,0.288,0.249,0.555,0.51,12.9,27.3,0.231,0.535,13.3,76.2,0.212,19325,0.476,12.9,0.679,0.315,0.142,0.088,0.133,0.321,0.527,0.661,0.434,0.404,0.393,0.368,0.491,0.062,391,0.264,1021,0.851,0.221,0.414,39.6,83.1,9.8,26.7,29.7,56.4,17.7,22.9,0.77,9.7,30.5,40.2,23,7.6,5,14.3,20.6,106.6,0.467,12.3,0.751,0.304,0.163,0.097,0.186,0.249,0.506,0.644,0.437,0.388,0.405,0.348,0.532,0.059,371,0.25,965,0.88,0.267,0.386,11,0,39.4,84.3,7.3,21,32.1,63.3,19.5,24.3,0.801,11.5,31,42.4,23.5,7.9,4.6,14.1,20.2,105.5,0.383,0.48780487804878,0.275,0.3,-5
"Indiana Pacers",27,41,40,39,42,-0.44,-0.4,-0.84,108.5,109,96,0.261,0.272,0.557,0.516,12.8,21.2,0.212,0.512,13.5,75.4,0.225,19615,0.451,14,0.655,0.261,0.148,0.095,0.151,0.345,0.502,0.625,0.435,0.433,0.398,0.355,0.478,0.047,291,0.247,933,0.883,0.251,0.399,38.1,84.4,10.3,29.1,27.7,55.3,19,24.1,0.789,10.8,33.6,44.4,22.4,8.1,5,14.9,19.6,105.6,0.465,13.3,0.728,0.24,0.186,0.107,0.195,0.272,0.498,0.622,0.465,0.418,0.419,0.376,0.499,0.036,222,0.233,921,0.837,0.261,0.402,19,1,39.3,84.6,8.6,23,30.7,61.6,17.9,22.1,0.81,9.1,33,42,22.5,8.2,5,13.8,19.5,105.1,0.506,0.7,0.317073170731707,0.5,4
"Detroit Pistons",25.4,37,44,37,44,-1.09,-0.1,-1.19,106,107.1,94.9,0.217,0.262,0.522,0.493,10.9,24,0.157,0.516,12.1,81.2,0.197,19565,0.46,13.3,0.693,0.261,0.171,0.113,0.147,0.307,0.503,0.661,0.372,0.441,0.42,0.364,0.532,0.038,233,0.227,948,0.865,0.23,0.401,38.3,83.2,9.3,25.6,29,57.7,16.4,21.1,0.778,8,34.8,42.8,23.5,6.7,4.1,12.8,17.4,102.3,0.45,12.9,0.738,0.25,0.189,0.142,0.157,0.262,0.492,0.645,0.389,0.444,0.417,0.33,0.456,0.043,279,0.212,893,0.842,0.202,0.383,30,1,39.9,88.6,7.7,23.2,32.2,65.4,13.9,19.2,0.721,11,34.6,45.6,21.1,7,3.8,11.9,17.9,101.2,0.457,0.585365853658537,0.325,0.3,-1
"Atlanta Hawks",27.9,42,38,37,43,-0.99,-0.37,-1.36,104.9,105.9,97.5,0.296,0.307,0.541,0.503,14.1,23.7,0.215,0.508,13.8,76.1,0.179,19400,0.445,14.1,0.649,0.264,0.126,0.104,0.154,0.351,0.492,0.592,0.42,0.422,0.427,0.358,0.51,0.043,275,0.226,829,0.844,0.258,0.401,38.9,87.3,11,30.7,27.9,56.6,15.6,20.3,0.771,10.7,33.3,44,23.5,9,5.2,15.5,21.7,104.4,0.451,12.8,0.693,0.331,0.117,0.093,0.151,0.307,0.499,0.617,0.345,0.392,0.427,0.342,0.54,0.054,334,0.287,1067,0.879,0.237,0.391,11,0,38.2,84.6,8.9,26,29.3,58.6,18.2,25,0.727,10.3,34.1,44.4,23.6,8.3,4.9,15.7,18.2,103.4,0.531,0.560975609756098,0.5,0.6,4
"New Orleans Pelicans",25.7,33,47,35,45,-2.04,0.5,-1.54,105.4,107.5,98,0.256,0.309,0.539,0.504,11.7,18.6,0.192,0.509,12.4,76.8,0.179,19425,0.45,13.5,0.664,0.288,0.146,0.1,0.13,0.336,0.499,0.644,0.377,0.399,0.39,0.352,0.501,0.056,370,0.243,995,0.822,0.217,0.373,40,89.1,10.5,29.9,29.5,59.1,15.9,20.8,0.766,10.7,37.7,48.3,23.4,7.3,4.3,13.8,19.3,106.5,0.45,13.2,0.691,0.28,0.169,0.093,0.148,0.309,0.495,0.625,0.417,0.429,0.378,0.35,0.5,0.048,308,0.244,963,0.837,0.219,0.374,11,0,39.2,87,9.4,26.9,29.8,60.1,16.7,22.3,0.75,8.6,35.2,43.8,22.8,7.8,5.5,12.8,18.2,104.5,0.407,0.51219512195122,0.3,0.3,-5
"Dallas Mavericks",27.7,32,48,32,48,-2.86,0.39,-2.48,105.7,108.8,92.2,0.224,0.364,0.542,0.505,11.6,18.2,0.179,0.53,14.4,77.8,0.219,19300,0.47,13.5,0.682,0.259,0.156,0.107,0.16,0.318,0.512,0.671,0.437,0.418,0.389,0.38,0.49,0.048,268,0.216,844,0.804,0.258,0.412,37,78.8,9.5,25.1,27.5,53.7,17.3,22.4,0.772,8.8,35.6,44.4,21.2,6.6,3.4,14.9,19.4,100.8,0.44,15.2,0.636,0.201,0.128,0.118,0.189,0.364,0.488,0.635,0.444,0.445,0.389,0.357,0.472,0.039,229,0.168,634,0.812,0.196,0.372,17,0,36.3,82.4,10.7,30,25.5,52.4,14.8,18.4,0.801,7.9,30.7,38.6,20.8,7.5,3.8,11.8,19.2,98,0.395,0.51219512195122,0.275,0.1,-5
"Sacramento Kings",27.9,31,49,29,51,-4.04,0.6,-3.43,107.1,111.3,94.8,0.282,0.294,0.555,0.515,13.7,21,0.219,0.529,13.1,76.4,0.228,19400,0.463,14.1,0.638,0.24,0.174,0.085,0.139,0.362,0.518,0.677,0.448,0.415,0.394,0.366,0.527,0.054,324,0.221,881,0.839,0.234,0.414,38.4,82.9,11,30,27.4,52.9,18.9,24.2,0.78,10,32.8,42.8,23.7,8.5,5.1,14.1,20.1,106.6,0.46,13,0.706,0.26,0.194,0.098,0.153,0.294,0.495,0.641,0.421,0.407,0.401,0.374,0.503,0.051,303,0.252,950,0.874,0.237,0.409,18,0,37.8,82.1,9,24.1,28.7,58,18,23.2,0.775,8.8,32.3,41.1,22.4,7.7,4,14.7,20.3,102.6,0.395,0.414634146341463,0.375,0.5,1
"New York Knicks",27.3,30,51,31,50,-3.73,-0.14,-3.87,107.6,111.4,96,0.237,0.278,0.533,0.495,12.4,26.4,0.187,0.511,11.7,74.3,0.215,19615,0.455,12.7,0.676,0.326,0.143,0.084,0.123,0.324,0.505,0.611,0.419,0.395,0.401,0.349,0.46,0.055,346,0.278,1083,0.82,0.23,0.395,39.7,87.3,9.9,28.3,29.8,59,18.8,24.3,0.772,11.5,33.3,44.8,21.8,7.5,4.6,12.9,18.4,108,0.447,13.1,0.722,0.29,0.127,0.132,0.172,0.278,0.485,0.59,0.38,0.439,0.42,0.348,0.47,0.04,262,0.256,979,0.847,0.231,0.425,23,0,39.5,88.5,8.6,24.7,31,63.9,16.6,21,0.789,11.9,33.3,45.2,21.8,7.1,5.5,13.8,20.4,104.2,0.37,0.45,0.292682926829268,0.3,-3
"Phoenix Suns",25.1,24,57,27,54,-5.4,0.52,-4.87,106.7,112,100.2,0.299,0.255,0.539,0.494,13.4,26,0.232,0.525,13.1,76.3,0.262,19590,0.466,13.1,0.694,0.305,0.134,0.104,0.15,0.306,0.504,0.628,0.39,0.424,0.41,0.381,0.463,0.052,322,0.259,1032,0.806,0.211,0.455,40.2,86.3,10.1,26.4,30.1,59.8,22.6,28.9,0.782,10.3,33.6,43.9,22.1,8.1,5.4,14.9,22.2,113.1,0.452,12.4,0.745,0.308,0.153,0.118,0.165,0.255,0.492,0.628,0.412,0.405,0.376,0.333,0.42,0.057,352,0.258,1052,0.794,0.273,0.329,20,0,39.9,88.3,7.5,22.5,32.4,65.8,20.5,26.4,0.778,11.8,33.1,45,19.6,8.2,4.9,15.5,24.8,107.7,0.293,0.365853658536585,0.219512195121951,0.2,-1
"Philadelphia 76ers",24.6,28,53,26,55,-5.75,-0.1,-5.86,103,108.8,98.6,0.259,0.351,0.539,0.501,15,22.2,0.2,0.512,13.4,75.5,0.234,19590,0.46,12.7,0.71,0.304,0.156,0.105,0.145,0.29,0.503,0.635,0.393,0.426,0.398,0.356,0.496,0.05,326,0.262,1041,0.847,0.218,0.41,39.5,85.9,8.9,25,30.7,61,20.1,26,0.774,10.7,34.3,45,22.7,8.6,5.4,15.1,19.7,108.1,0.441,13.2,0.649,0.306,0.15,0.093,0.1,0.351,0.495,0.638,0.378,0.383,0.345,0.34,0.545,0.047,295,0.267,1061,0.871,0.153,0.407,8,0,37.6,85.2,10.2,29.9,27.4,55.3,17,22,0.772,9.8,33.1,42.9,23.8,8.4,5.1,16.7,21.8,102.3,0.346,0.414634146341463,0.275,0.2,-7
"Brooklyn Nets",26,20,61,25,56,-6.33,-0.03,-6.36,104.4,110.7,101.3,0.29,0.371,0.553,0.509,14.7,19.5,0.229,0.513,11.6,76.2,0.213,19515,0.459,13.1,0.701,0.282,0.153,0.108,0.158,0.299,0.499,0.62,0.418,0.402,0.429,0.365,0.477,0.05,334,0.249,1000,0.791,0.217,0.385,41.6,90.8,9.9,27.1,31.7,63.6,19.3,25,0.772,11,36,47,23,9.4,5.6,13.3,20.4,112.5,0.445,13,0.629,0.309,0.174,0.077,0.07,0.371,0.506,0.614,0.419,0.392,0.371,0.342,0.453,0.035,220,0.3,1162,0.849,0.215,0.376,21,0,38,85.2,10.8,31.6,27.2,53.6,19.5,24.7,0.788,8.8,35.1,43.8,21.5,7.2,4.8,16.5,21.1,106.2,0.247,0.317073170731707,0.175,0.5,-1
