"team_name","age","wins","losses","wins_pyth","losses_pyth","mov","sos","srs","off_rtg","def_rtg","pace","fta_per_fga_pct","fg3a_per_fga_pct","ts_pct","efg_pct","tov_pct","orb_pct","ft_rate","opp_efg_pct","opp_tov_pct","drb_pct","opp_ft_rate","opp_mp","opp_fg_pct","opp_avg_dist","opp_fg2a_pct_fga","opp_pct_fga_00_03","opp_pct_fga_03_10","opp_pct_fga_10_16","opp_pct_fga_16_xx","opp_fg3a_pct_fga","opp_fg2_pct","opp_fg_pct_00_03","opp_fg_pct_03_10","opp_fg_pct_10_16","opp_fg_pct_16_xx","opp_fg3_pct","opp_fg2_pct_ast","opp_pct_fg2_dunk","opp_fg2_dunk","opp_pct_fg2_layup","opp_fg2_layup","opp_fg3_pct_ast","opp_pct_fg3a_corner","opp_fg3_pct_corner","opp_fg","opp_fga","opp_fg3","opp_fg3a","opp_fg2","opp_fg2a","opp_ft","opp_fta","opp_ft_pct","opp_orb","opp_drb","opp_trb","opp_ast","opp_stl","opp_blk","opp_tov","opp_pf","opp_pts","fg_pct","avg_dist","fg2a_pct_fga","pct_fga_00_03","pct_fga_03_10","pct_fga_10_16","pct_fga_16_xx","fg3a_pct_fga","fg2_pct","fg_pct_00_03","fg_pct_03_10","fg_pct_10_16","fg_pct_16_xx","fg3_pct","fg2_pct_ast","pct_fg2_dunk","fg2_dunk","pct_fg2_layup","fg2_layup","fg3_pct_ast","pct_fg3a_corner","fg3_pct_corner","fg3a_heave","fg3_heave","fg","fga","fg3","fg3a","fg2","fg2a","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","W_PCT","HOME_RECORD","ROAD_RECORD","L10","CurrentStreak"
"Golden State Warriors",28.2,66,15,66,15,11.59,-0.21,11.38,115.7,104.1,99.7,0.259,0.358,0.598,0.564,13.2,22.7,0.205,0.486,13.5,74.8,0.2,19540,0.435,13.1,0.687,0.296,0.157,0.096,0.138,0.313,0.485,0.621,0.374,0.37,0.401,0.324,0.511,0.051,336,0.252,1026,0.828,0.204,0.351,38.8,89.1,9,27.9,29.7,61.2,17.8,23.3,0.763,11.8,31.9,43.7,22.7,8.6,3.9,15.5,19.3,104.4,0.495,14,0.642,0.303,0.102,0.107,0.129,0.358,0.557,0.689,0.409,0.433,0.468,0.384,0.657,0.074,488,0.236,1012,0.831,0.208,0.413,28,1,43.1,87,12,31.2,31.1,55.9,17.8,22.6,0.789,9.3,35,44.3,30.4,9.5,6.7,14.7,19.4,116,0.815,0.875,0.75609756097561,0.9,-1
"San Antonio Spurs",29.6,61,20,59,22,7.33,-0.12,7.21,111.2,103.4,94.2,0.265,0.281,0.564,0.525,12.6,23.9,0.211,0.491,13.4,77.6,0.193,19565,0.443,12.7,0.716,0.295,0.163,0.104,0.154,0.284,0.482,0.596,0.367,0.412,0.434,0.343,0.508,0.053,318,0.253,910,0.83,0.243,0.326,37,83.5,8.1,23.7,28.8,59.8,16.1,20.8,0.773,9.8,31.8,41.5,21.4,7.5,4,14.4,19.8,98.1,0.47,13.3,0.719,0.255,0.159,0.116,0.19,0.281,0.5,0.646,0.428,0.392,0.431,0.391,0.528,0.048,291,0.216,854,0.872,0.27,0.429,12,0,39.3,83.7,9.2,23.5,30.1,60.1,17.6,22.1,0.797,10,34,43.9,23.9,7.9,6,13.4,18.3,105.4,0.753,0.75609756097561,0.75,0.6,-2
"Houston Rockets",27.4,54,27,54,27,5.78,0.08,5.86,114.6,108.9,100,0.306,0.461,0.583,0.545,13.3,24.5,0.234,0.519,13.2,75.8,0.195,19540,0.462,13.3,0.671,0.291,0.163,0.08,0.137,0.329,0.521,0.689,0.409,0.389,0.377,0.342,0.505,0.051,349,0.259,1170,0.829,0.232,0.364,41.1,88.8,10,29.2,31.1,59.6,17.3,22.3,0.778,10.7,33.3,44,24,8.5,5,15.1,20.5,109.5,0.462,14.3,0.539,0.321,0.126,0.042,0.051,0.461,0.552,0.666,0.392,0.376,0.376,0.358,0.545,0.075,471,0.27,1134,0.766,0.202,0.39,14,0,40.2,87.1,14.3,40.1,25.9,47,20.4,26.6,0.767,10.8,33.5,44.3,25.1,8.1,4.2,15.2,20,115.2,0.667,0.725,0.609756097560976,0.5,-1
"Los Angeles Clippers",30,50,31,51,30,4.1,0.17,4.27,112.5,108.3,96.2,0.312,0.329,0.574,0.537,12.1,21.5,0.233,0.505,12.2,76.9,0.212,19515,0.451,13.5,0.69,0.263,0.154,0.118,0.156,0.31,0.497,0.658,0.429,0.403,0.366,0.349,0.524,0.052,336,0.225,912,0.826,0.22,0.376,38.6,85.4,9.2,26.5,29.3,58.9,18.1,23.5,0.772,10.3,33,43.2,23,7.1,3.2,13.3,22.4,104.5,0.475,14.1,0.671,0.274,0.119,0.081,0.196,0.329,0.524,0.66,0.418,0.42,0.441,0.375,0.493,0.067,407,0.222,866,0.783,0.199,0.422,16,2,39.5,83.2,10.3,27.4,29.2,55.8,19.3,26,0.745,9,34.1,43.1,22.5,7.5,4.2,13.1,19.9,108.6,0.617,0.7,0.536585365853659,0.8,6
"Utah Jazz",26.8,50,31,52,29,3.94,-0.03,3.91,109.6,105.3,91.5,0.288,0.327,0.562,0.526,13.2,23.3,0.216,0.493,11.7,79.1,0.195,19515,0.443,12.7,0.721,0.294,0.163,0.112,0.152,0.279,0.476,0.595,0.391,0.382,0.405,0.358,0.411,0.05,287,0.244,873,0.772,0.189,0.379,36.3,81.9,8.2,22.9,28.1,59.1,16,20.8,0.768,9,31.2,40.1,17.9,7.3,3.8,12.1,20.2,96.8,0.465,12.9,0.673,0.297,0.153,0.105,0.119,0.327,0.511,0.651,0.412,0.427,0.361,0.372,0.454,0.069,408,0.234,864,0.796,0.278,0.384,14,1,37,79.5,9.6,26,27.3,53.5,17.1,22.9,0.748,9.4,33.9,43.3,20.1,6.7,5,13.6,18.9,100.7,0.617,0.7,0.536585365853659,0.7,1
"Toronto Raptors",26.1,50,31,51,30,4.07,-0.59,3.48,112.3,108,94.8,0.295,0.288,0.561,0.517,11.8,24.9,0.235,0.508,13.5,76.3,0.223,19540,0.45,13.3,0.672,0.269,0.18,0.095,0.128,0.328,0.495,0.648,0.395,0.381,0.399,0.356,0.494,0.051,319,0.244,907,0.842,0.239,0.362,37.3,83,9.7,27.2,27.7,55.8,18.5,23.8,0.781,10.1,31.9,42,21.8,6.7,4.8,14.6,20.4,102.9,0.464,13.1,0.712,0.253,0.185,0.12,0.153,0.288,0.505,0.63,0.451,0.449,0.407,0.364,0.372,0.041,255,0.233,900,0.815,0.273,0.385,12,1,39.1,84.3,8.9,24.3,30.3,60,19.8,24.8,0.798,10.6,32.6,43.2,18.5,8.3,4.9,12.8,20.8,107,0.617,0.682926829268293,0.55,0.8,3
"Cleveland Cavaliers",29.2,51,30,49,32,3.41,-0.37,3.04,113.8,110.3,96.3,0.274,0.398,0.581,0.548,12.5,22,0.205,0.516,11.5,75.8,0.175,19640,0.458,13.2,0.677,0.292,0.147,0.104,0.134,0.323,0.503,0.634,0.402,0.406,0.405,0.362,0.527,0.048,313,0.249,1024,0.847,0.239,0.369,40.7,88.9,10.4,28.7,30.3,60.1,15.6,20.1,0.775,11,33.2,44.2,24.7,7.3,4.3,12.7,20.6,107.3,0.471,14.3,0.602,0.285,0.109,0.092,0.115,0.398,0.528,0.665,0.364,0.428,0.426,0.385,0.438,0.059,379,0.232,936,0.831,0.291,0.417,7,0,40.1,85,13,33.9,27,51.2,17.5,23.3,0.749,9.3,34.5,43.8,22.7,6.6,4,13.7,18.2,110.7,0.63,0.775,0.48780487804878,0.4,-3
"Boston Celtics",25.9,52,29,47,34,2.44,-0.38,2.06,111.1,108.6,96.8,0.273,0.393,0.567,0.525,12.3,21.1,0.22,0.503,12.5,75.3,0.224,19515,0.45,13.4,0.685,0.282,0.159,0.093,0.151,0.315,0.505,0.626,0.43,0.403,0.418,0.333,0.502,0.047,300,0.243,955,0.848,0.21,0.346,38.7,85.8,9,27,29.7,58.8,19.2,25,0.768,10.8,33.8,44.5,22.5,7.6,5.1,13.9,20.3,105.5,0.454,14.1,0.607,0.294,0.131,0.071,0.111,0.393,0.515,0.633,0.396,0.418,0.404,0.36,0.567,0.032,204,0.271,1093,0.838,0.219,0.412,20,0,38.6,85,12,33.4,26.6,51.6,18.7,23.2,0.809,9,32.9,41.9,25.2,7.5,4.2,13.3,20.6,108,0.642,0.725,0.560975609756098,0.7,2
"Washington Wizards",26,49,32,46,35,1.93,-0.47,1.46,111.2,109.3,97.4,0.255,0.284,0.565,0.528,12.8,24.1,0.2,0.524,13.8,75.6,0.215,19615,0.466,13.3,0.681,0.294,0.147,0.1,0.141,0.319,0.513,0.635,0.408,0.452,0.411,0.365,0.494,0.051,324,0.249,982,0.825,0.21,0.404,39.6,85,9.9,27.2,29.7,57.9,18.3,24.3,0.751,10.5,32.4,42.9,22.9,7.4,4.6,15.3,19.9,107.3,0.475,13,0.716,0.3,0.138,0.109,0.169,0.284,0.515,0.629,0.427,0.425,0.442,0.374,0.497,0.047,299,0.26,1068,0.861,0.253,0.357,10,0,41.3,87,9.2,24.7,32.1,62.3,17.4,22.2,0.784,10.3,32.6,43,23.9,8.5,4.2,14.2,21.4,109.3,0.605,0.731707317073171,0.475,0.6,1
"Oklahoma City Thunder",24.6,46,34,42,38,0.83,0.4,1.22,108.4,107.6,97.8,0.297,0.296,0.541,0.501,13.2,27.8,0.221,0.512,12.5,78.9,0.217,19325,0.46,12.1,0.708,0.32,0.173,0.102,0.112,0.292,0.502,0.622,0.414,0.404,0.386,0.357,0.46,0.051,303,0.276,1084,0.833,0.231,0.388,39.2,85.3,8.9,24.9,30.3,60.4,18.5,24.2,0.764,9.2,31.5,40.7,21.4,8.5,5.5,13.8,20.8,105.9,0.452,12,0.704,0.344,0.146,0.104,0.109,0.296,0.505,0.615,0.419,0.394,0.379,0.327,0.467,0.063,390,0.284,1100,0.77,0.252,0.34,19,2,39.5,87.3,8.5,25.9,31,61.4,19.3,25.9,0.746,12.1,34.4,46.5,21,7.9,5,15,20.9,106.7,0.58,0.7,0.463414634146341,0.6,2
