team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,17695,.447,14.0,.655,.267,.126,.103,.158,.345,.491,.585,.420,.422,.435,.363,.502,.042,245,.229,759,.843,.255,.411
Boston Celtics,17835,.451,13.4,.685,.280,.161,.093,.150,.315,.506,.627,.429,.401,.427,.332,.501,.047,276,.241,869,.848,.210,.353
Brooklyn Nets,17595,.461,13.1,.703,.284,.153,.108,.157,.297,.501,.621,.421,.405,.429,.366,.473,.050,307,.251,912,.788,.221,.375
Chicago Bulls,17860,.462,12.8,.705,.309,.153,.094,.148,.295,.507,.616,.419,.425,.421,.354,.523,.050,299,.278,983,.846,.233,.391
Charlotte Hornets,17670,.451,14.0,.640,.288,.115,.088,.148,.360,.503,.599,.432,.434,.414,.359,.513,.039,222,.252,890,.867,.228,.386
Cleveland Cavaliers,17620,.458,13.2,.682,.295,.147,.105,.134,.318,.503,.631,.401,.402,.414,.363,.519,.048,276,.252,934,.836,.236,.372
Dallas Mavericks,17620,.468,13.6,.684,.258,.157,.110,.160,.316,.510,.673,.440,.409,.385,.378,.485,.045,237,.216,768,.808,.261,.414
Denver Nuggets,17595,.479,13.1,.706,.287,.150,.103,.166,.294,.520,.642,.464,.451,.405,.381,.500,.051,306,.245,914,.830,.219,.405
Detroit Pistons,17860,.462,13.3,.697,.262,.169,.114,.151,.303,.503,.655,.376,.452,.420,.366,.532,.037,210,.229,860,.862,.223,.400
Golden State Warriors,17620,.436,13.3,.686,.289,.159,.098,.139,.314,.485,.622,.382,.366,.404,.328,.506,.050,298,.247,904,.829,.200,.366
Houston Rockets,17620,.463,13.3,.672,.289,.165,.079,.139,.328,.519,.689,.413,.381,.371,.347,.501,.049,299,.259,1052,.825,.238,.370
Indiana Pacers,17645,.449,14.0,.656,.264,.145,.095,.152,.344,.502,.630,.429,.439,.389,.349,.483,.047,264,.250,864,.879,.253,.386
Los Angeles Clippers,18075,.451,13.5,.692,.264,.153,.117,.158,.308,.495,.655,.427,.401,.364,.352,.526,.051,304,.227,847,.826,.221,.385
Los Angeles Lakers,17545,.482,13.2,.680,.302,.146,.088,.143,.320,.535,.677,.436,.410,.411,.370,.538,.068,392,.244,938,.845,.211,.378
Memphis Grizzlies,17960,.443,14.0,.642,.272,.146,.088,.136,.358,.495,.625,.428,.384,.377,.351,.482,.043,226,.243,802,.827,.244,.404
Miami Heat,17595,.450,12.3,.732,.305,.164,.119,.144,.268,.488,.585,.430,.462,.370,.345,.436,.045,251,.267,856,.833,.241,.370
Milwaukee Bucks,17595,.460,13.0,.663,.322,.140,.092,.109,.337,.510,.622,.427,.385,.391,.360,.544,.055,299,.273,926,.866,.296,.399
Minnesota Timberwolves,17405,.473,13.0,.679,.312,.142,.090,.135,.321,.526,.657,.438,.407,.394,.363,.486,.060,345,.263,913,.852,.216,.416
New Orleans Pelicans,17985,.446,13.6,.662,.287,.150,.097,.129,.338,.496,.643,.374,.395,.387,.347,.498,.055,330,.243,921,.816,.217,.366
New York Knicks,17935,.453,12.7,.682,.328,.144,.085,.125,.318,.502,.607,.413,.388,.408,.348,.463,.055,316,.282,1006,.825,.222,.402
Oklahoma City Thunder,17620,.461,12.1,.710,.321,.176,.101,.112,.290,.502,.623,.408,.408,.387,.360,.461,.052,282,.278,998,.833,.237,.396
Orlando Magic,17860,.464,12.9,.699,.308,.151,.103,.137,.301,.507,.632,.438,.375,.401,.366,.504,.061,336,.255,919,.847,.221,.400
Philadelphia 76ers,17670,.456,12.8,.709,.299,.156,.108,.147,.291,.498,.627,.389,.433,.397,.355,.492,.049,287,.258,914,.840,.219,.411
Phoenix Suns,17910,.467,13.0,.699,.304,.139,.107,.149,.301,.504,.635,.383,.424,.407,.384,.466,.051,296,.259,946,.814,.211,.457
Portland Trail Blazers,17770,.453,13.2,.703,.277,.163,.110,.154,.297,.487,.577,.434,.440,.412,.374,.440,.040,221,.239,787,.804,.200,.366
Sacramento Kings,17960,.462,14.1,.641,.236,.177,.087,.141,.359,.514,.668,.443,.415,.403,.369,.526,.053,290,.219,793,.847,.236,.423
San Antonio Spurs,17620,.441,12.8,.715,.292,.166,.104,.153,.285,.482,.600,.368,.418,.424,.340,.505,.051,279,.252,821,.825,.244,.320
Toronto Raptors,17860,.450,13.3,.672,.272,.176,.095,.129,.328,.498,.645,.399,.386,.402,.353,.496,.052,296,.246,827,.845,.238,.362
Utah Jazz,17835,.442,12.7,.719,.292,.165,.113,.149,.281,.475,.594,.392,.387,.400,.358,.409,.049,257,.245,796,.777,.194,.381
Washington Wizards,17695,.463,13.4,.680,.291,.148,.100,.142,.320,.510,.638,.402,.452,.402,.362,.495,.052,296,.245,871,.828,.212,.396
