team_name,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,59,14,59,14,11.62,-0.49,11.13,115.4,103.8,99.9,.265,.358,.597,.562,13.2,22.5,.208,.487,13.6,75.4,.198
San Antonio Spurs,29.6,57,16,55,18,8.15,-0.30,7.85,111.8,103.2,94.5,.268,.280,.568,.527,12.5,23.8,.216,.490,13.6,77.7,.200
Houston Rockets,27.5,51,22,51,22,6.96,-0.15,6.81,115.4,108.4,99.8,.303,.463,.587,.550,13.3,24.6,.232,.520,13.6,76.1,.197
Toronto Raptors,26.1,45,29,47,27,4.26,-0.47,3.79,112.4,107.9,94.9,.296,.286,.561,.516,11.7,25.0,.237,.508,13.6,76.5,.226
Los Angeles Clippers,30.0,44,31,46,29,3.40,0.18,3.58,111.8,108.3,96.0,.308,.329,.569,.532,12.1,21.6,.229,.505,12.2,77.0,.215
Utah Jazz,26.8,45,29,46,28,3.66,-0.24,3.43,109.1,105.1,91.6,.291,.327,.560,.523,13.3,23.2,.219,.493,11.8,79.0,.195
Cleveland Cavaliers,29.1,47,26,44,29,3.22,-0.22,3.00,113.7,110.4,96.2,.280,.398,.579,.546,12.5,22.0,.209,.516,11.4,75.4,.172
Boston Celtics,25.9,48,26,43,31,2.68,-0.23,2.45,111.1,108.3,96.6,.269,.388,.567,.524,12.3,21.3,.219,.504,12.7,75.1,.220
Washington Wizards,26.0,45,28,42,31,2.38,-0.62,1.77,111.0,108.6,97.4,.255,.282,.564,.527,12.7,24.0,.201,.521,13.9,75.6,.214
Oklahoma City Thunder,24.6,42,31,39,34,0.84,0.43,1.27,108.6,107.8,97.9,.299,.294,.543,.503,13.3,27.7,.222,.513,12.6,78.7,.215
Memphis Grizzlies,29.5,40,34,38,36,0.53,0.64,1.17,107.6,107.0,92.6,.287,.315,.533,.488,12.0,25.0,.225,.506,13.8,77.9,.264
Charlotte Hornets,26.6,33,40,39,34,0.90,-0.43,0.48,108.6,107.6,95.9,.276,.334,.546,.500,10.8,20.1,.225,.516,11.9,79.6,.166
Denver Nuggets,25.3,35,38,37,36,0.27,0.16,0.43,113.2,112.9,98.0,.281,.326,.566,.528,13.3,27.9,.217,.535,11.1,78.8,.195
Miami Heat,26.4,35,38,38,35,0.70,-0.30,0.40,107.5,106.8,95.2,.248,.314,.539,.511,12.4,24.3,.174,.496,12.6,76.4,.222
Milwaukee Bucks,25.6,37,36,37,36,0.26,-0.29,-0.03,109.7,109.4,94.8,.278,.284,.565,.527,13.0,22.0,.214,.520,13.9,75.2,.216
Minnesota Timberwolves,23.9,28,44,34,38,-0.92,0.49,-0.43,110.3,111.2,94.5,.282,.253,.554,.511,13.1,27.3,.224,.531,13.3,76.2,.209
Portland Trail Blazers,24.9,35,38,34,39,-1.03,0.16,-0.87,109.9,110.9,96.9,.278,.318,.560,.520,12.7,22.9,.216,.509,11.4,77.2,.244
Chicago Bulls,27.1,35,39,35,39,-0.92,0.01,-0.91,107.3,108.2,94.9,.265,.252,.528,.485,12.2,27.4,.211,.514,12.3,76.4,.167
Indiana Pacers,27.0,37,36,34,39,-0.86,-0.40,-1.26,107.6,108.5,96.2,.263,.270,.555,.513,12.8,20.7,.212,.509,13.5,75.2,.222
Detroit Pistons,25.4,34,40,34,40,-1.30,-0.18,-1.48,105.9,107.3,95.0,.221,.260,.521,.492,10.9,23.7,.160,.517,12.1,81.2,.198
New Orleans Pelicans,25.6,31,43,32,42,-1.97,0.47,-1.50,104.6,106.6,97.9,.257,.309,.537,.502,12.0,18.6,.191,.505,12.4,77.1,.179
Atlanta Hawks,28.0,37,36,33,40,-1.38,-0.23,-1.61,104.8,106.2,97.4,.297,.307,.540,.503,14.1,23.7,.215,.510,13.9,75.8,.179
Dallas Mavericks,27.8,31,42,30,43,-2.37,0.35,-2.02,105.5,108.1,92.1,.226,.360,.541,.504,11.6,18.1,.181,.528,14.6,77.8,.217
Sacramento Kings,28.2,29,45,28,46,-3.66,0.65,-3.01,107.2,111.1,94.6,.284,.297,.555,.514,13.6,21.1,.221,.528,13.2,76.3,.228
New York Knicks,27.4,28,46,29,45,-3.42,-0.27,-3.68,107.9,111.4,96.4,.239,.279,.536,.498,12.4,26.1,.189,.508,11.5,73.9,.215
Philadelphia 76ers,24.7,27,46,24,49,-5.30,0.02,-5.28,102.9,108.3,98.7,.258,.345,.540,.502,15.0,22.0,.198,.508,13.4,75.6,.237
Phoenix Suns,25.3,22,52,24,50,-5.84,0.34,-5.50,106.2,111.9,100.1,.297,.255,.538,.493,13.5,25.5,.232,.525,13.2,76.6,.266
Orlando Magic,25.4,27,47,23,51,-6.08,0.08,-6.00,103.6,109.9,96.4,.246,.298,.523,.489,12.2,21.8,.181,.519,12.1,77.1,.203
Brooklyn Nets,26.1,16,57,21,52,-7.30,0.36,-6.94,104.3,111.5,101.2,.292,.372,.553,.509,14.9,19.7,.230,.515,11.4,76.1,.216
Los Angeles Lakers,25.2,21,52,20,53,-7.41,0.40,-7.02,105.9,113.4,98.7,.261,.300,.537,.500,13.4,24.6,.197,.541,12.8,75.5,.214
