team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.455,13.0,.691,.327,.117,.093,.154,.309,.505,.624,.350,.399,.433,.341,.535,.054,289,.284,934,.884,.236,.393,11,0
Boston Celtics,.452,14.1,.611,.293,.135,.072,.110,.389,.509,.631,.384,.411,.406,.362,.557,.032,177,.271,954,.837,.216,.418,18,0
Brooklyn Nets,.444,13.2,.622,.305,.177,.074,.068,.378,.504,.608,.424,.389,.364,.346,.444,.034,182,.299,990,.849,.225,.378,17,0
Chicago Bulls,.440,12.7,.749,.277,.171,.121,.179,.251,.479,.594,.455,.394,.381,.325,.507,.039,217,.253,853,.867,.281,.414,8,0
Charlotte Hornets,.441,13.7,.667,.285,.136,.096,.150,.333,.485,.607,.394,.411,.381,.352,.552,.033,182,.257,872,.794,.137,.383,14,0
Cleveland Cavaliers,.469,14.4,.601,.285,.110,.094,.112,.399,.523,.664,.342,.436,.413,.388,.433,.058,309,.234,804,.829,.290,.422,6,0
Dallas Mavericks,.441,15.2,.639,.198,.131,.120,.191,.361,.488,.630,.448,.447,.393,.359,.459,.036,187,.167,547,.819,.197,.372,12,0
Denver Nuggets,.468,12.7,.673,.330,.154,.075,.113,.327,.514,.619,.440,.376,.397,.373,.521,.051,278,.286,985,.874,.196,.370,14,0
Detroit Pistons,.451,12.9,.739,.250,.191,.141,.157,.261,.495,.644,.393,.448,.421,.330,.458,.044,252,.210,770,.830,.195,.388,29,1
Golden State Warriors,.493,14.0,.643,.303,.104,.108,.129,.357,.554,.688,.412,.439,.450,.383,.657,.075,431,.236,883,.831,.209,.406,28,1
Houston Rockets,.463,14.4,.536,.314,.127,.041,.053,.464,.551,.673,.381,.372,.386,.362,.546,.074,414,.266,983,.774,.202,.402,13,0
Indiana Pacers,.463,13.5,.729,.235,.188,.107,.198,.271,.497,.616,.466,.423,.426,.370,.503,.035,183,.230,773,.847,.261,.413,17,1
Los Angeles Clippers,.472,14.2,.671,.277,.118,.081,.195,.329,.519,.656,.408,.410,.438,.375,.499,.066,356,.225,780,.779,.200,.405,13,2
Los Angeles Lakers,.447,12.7,.699,.289,.187,.103,.120,.301,.491,.630,.393,.388,.396,.347,.454,.053,296,.241,845,.781,.223,.374,14,1
Memphis Grizzlies,.434,13.3,.686,.291,.156,.093,.145,.314,.472,.573,.419,.392,.375,.352,.502,.031,163,.271,861,.815,.194,.416,24,0
Miami Heat,.455,13.0,.686,.288,.165,.093,.139,.314,.496,.625,.415,.396,.393,.365,.431,.052,296,.238,802,.884,.304,.408,13,0
Milwaukee Bucks,.475,11.6,.718,.362,.170,.077,.110,.282,.516,.637,.398,.382,.398,.370,.533,.075,398,.287,923,.923,.274,.374,11,0
Minnesota Timberwolves,.466,12.4,.745,.303,.163,.098,.181,.255,.506,.638,.436,.396,.408,.350,.530,.060,329,.248,825,.876,.265,.387,8,0
New Orleans Pelicans,.447,13.3,.693,.277,.172,.096,.146,.307,.489,.618,.414,.427,.371,.352,.498,.047,271,.242,832,.839,.219,.379,11,0
New York Knicks,.447,13.2,.718,.288,.125,.132,.173,.282,.483,.588,.374,.440,.418,.356,.458,.039,222,.255,846,.851,.232,.440,21,0
Oklahoma City Thunder,.453,12.1,.704,.340,.148,.107,.109,.296,.505,.617,.421,.402,.373,.329,.465,.065,350,.278,938,.784,.257,.348,17,2
Orlando Magic,.439,13.4,.703,.264,.172,.111,.156,.297,.488,.622,.422,.423,.381,.322,.487,.041,228,.231,801,.869,.182,.288,23,0
Philadelphia 76ers,.442,13.2,.656,.304,.150,.096,.106,.344,.492,.639,.372,.379,.353,.346,.545,.046,247,.264,917,.872,.149,.405,8,0
Phoenix Suns,.450,12.4,.744,.311,.154,.118,.161,.256,.489,.626,.408,.392,.375,.337,.410,.056,306,.263,930,.796,.283,.337,18,0
Portland Trail Blazers,.459,13.4,.681,.295,.143,.093,.149,.319,.501,.595,.422,.442,.428,.370,.452,.047,256,.247,797,.801,.204,.383,14,0
Sacramento Kings,.458,13.0,.704,.261,.197,.094,.151,.296,.494,.637,.425,.398,.394,.373,.506,.048,249,.257,856,.882,.244,.414,17,0
San Antonio Spurs,.473,13.4,.721,.254,.161,.116,.191,.279,.503,.653,.431,.384,.436,.394,.524,.048,253,.216,746,.882,.271,.438,10,0
Toronto Raptors,.462,13.1,.712,.256,.186,.119,.152,.288,.502,.624,.451,.447,.402,.362,.370,.042,230,.236,791,.796,.264,.375,10,1
Utah Jazz,.463,13.1,.673,.292,.153,.105,.123,.327,.510,.647,.427,.432,.356,.366,.449,.067,345,.232,744,.788,.269,.370,12,1
Washington Wizards,.473,13.1,.718,.295,.140,.109,.174,.282,.512,.633,.430,.417,.432,.373,.503,.045,246,.259,927,.864,.260,.354,9,0
