team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Golden State Warriors,43.0,87.1,11.9,31.1,31.0,56.0,18.3,23.2,.787,9.3,35.4,44.6,30.3,9.7,6.6,14.8,19.4,116.1
Houston Rockets,40.3,87.0,14.6,40.3,25.7,46.6,20.3,26.5,.765,10.9,33.3,44.2,25.3,8.4,4.4,15.0,20.1,115.5
Denver Nuggets,41.0,87.5,10.7,28.6,30.3,58.9,18.8,24.5,.768,12.2,34.1,46.2,25.2,7.1,4.0,15.2,19.4,111.5
Los Angeles Clippers,39.4,83.5,10.3,27.5,29.1,56.0,19.0,25.7,.742,9.2,33.9,43.0,22.6,7.5,4.4,13.1,20.2,108.2
Boston Celtics,38.5,85.1,12.0,33.0,26.5,52.0,18.4,22.7,.812,9.1,32.7,41.9,24.8,7.5,4.2,13.3,20.4,107.4
Cleveland Cavaliers,39.8,84.7,13.1,33.9,26.6,50.9,17.7,23.7,.747,9.4,34.3,43.7,22.4,6.6,4.0,13.6,17.8,110.5
Washington Wizards,41.1,87.0,9.2,24.6,31.9,62.4,17.4,22.1,.785,10.2,32.8,43.1,24.0,8.5,4.3,14.2,21.4,108.7
Toronto Raptors,39.1,84.7,8.8,24.4,30.3,60.3,20.1,25.0,.802,10.7,32.5,43.2,18.3,8.3,4.9,12.5,20.9,107.1
Phoenix Suns,39.6,88.1,7.6,22.6,32.0,65.5,20.2,25.8,.784,11.6,33.0,44.6,19.2,8.1,4.9,15.6,24.7,107.1
Oklahoma City Thunder,39.5,87.0,8.4,25.6,31.1,61.4,19.5,26.2,.743,12.0,34.3,46.3,21.1,7.8,5.0,15.0,20.9,106.9
Portland Trail Blazers,39.6,86.2,10.2,27.5,29.4,58.6,18.7,24.0,.779,10.1,33.6,43.7,21.5,6.9,5.1,14.1,21.6,108.0
New York Knicks,39.7,88.8,8.9,25.1,30.8,63.7,16.9,21.5,.787,11.9,33.6,45.6,21.7,7.1,5.7,13.9,20.7,105.2
San Antonio Spurs,39.5,83.5,9.2,23.3,30.3,60.2,18.3,22.7,.806,9.8,34.0,43.8,24.0,8.0,5.8,13.5,18.5,106.4
Charlotte Hornets,37.8,85.7,10.0,28.5,27.8,57.2,19.2,23.7,.812,8.9,35.5,44.4,23.3,6.8,4.9,11.7,16.8,104.8
Milwaukee Bucks,39.1,82.2,8.7,23.3,30.4,58.9,17.8,23.1,.770,9.0,31.5,40.6,24.2,8.3,5.5,13.9,20.4,104.6
Los Angeles Lakers,39.1,87.5,9.1,26.3,30.0,61.1,17.2,22.9,.754,11.4,32.1,43.6,20.8,8.0,3.9,15.1,20.9,104.6
Brooklyn Nets,37.7,84.8,11.1,32.0,26.6,52.8,19.3,24.5,.786,8.7,34.8,43.5,21.2,6.9,4.6,16.7,21.4,105.7
Indiana Pacers,38.8,84.1,8.5,22.8,30.4,61.2,17.9,22.2,.807,8.8,33.1,41.8,22.4,8.2,5.0,13.9,19.6,104.1
Chicago Bulls,38.4,86.8,7.2,21.8,31.2,65.0,18.4,23.1,.796,12.3,33.6,45.9,22.2,7.8,4.9,13.5,17.8,102.3
New Orleans Pelicans,38.7,86.6,9.4,26.6,29.3,60.0,16.8,22.5,.745,8.7,35.5,44.2,22.5,7.8,5.5,13.3,18.5,103.5
Atlanta Hawks,38.2,84.2,8.9,26.0,29.4,58.3,18.1,25.0,.724,10.1,33.8,43.9,23.5,8.4,5.1,15.6,18.0,103.4
Minnesota Timberwolves,39.3,84.2,7.5,21.5,31.7,62.7,18.7,23.6,.793,11.6,31.3,42.9,23.4,7.8,4.5,14.3,20.2,104.8
Miami Heat,39.1,85.9,9.9,27.0,29.2,58.9,14.9,21.2,.702,10.7,33.3,44.0,21.3,7.1,5.7,13.4,20.6,103.0
Detroit Pistons,39.9,88.4,7.6,23.0,32.3,65.3,14.1,19.6,.722,10.8,34.5,45.3,21.1,7.1,3.8,11.8,17.9,101.5
Sacramento Kings,37.7,82.3,9.1,24.4,28.6,57.9,18.3,23.5,.777,8.9,32.2,41.0,22.5,7.9,4.0,14.6,20.5,102.9
Philadelphia 76ers,37.6,85.2,10.1,29.3,27.5,55.9,17.0,22.1,.767,9.6,33.2,42.8,23.8,8.5,5.3,16.7,22.0,102.4
Utah Jazz,36.7,79.3,9.4,25.9,27.3,53.3,17.5,23.3,.754,9.4,33.9,43.3,19.6,6.7,4.9,13.7,18.9,100.4
Orlando Magic,38.0,86.6,8.4,25.9,29.7,60.7,15.7,21.4,.737,10.0,33.1,43.1,21.8,6.9,4.9,13.4,19.3,100.2
Memphis Grizzlies,36.4,83.9,9.3,26.4,27.1,57.5,19.0,24.2,.784,10.9,32.1,43.0,21.2,8.2,4.2,12.9,23.1,101.1
Dallas Mavericks,36.3,82.2,10.6,29.6,25.6,52.6,14.8,18.5,.802,7.8,30.7,38.5,20.5,7.5,3.7,11.9,19.3,98.0
