team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,17215,.448,14.1,.653,.264,.127,.103,.159,.347,.492,.586,.421,.417,.439,.365,.500,.042,230,.227,725,.843,.255,.416
Boston Celtics,17355,.452,13.5,.684,.279,.161,.093,.150,.316,.506,.625,.429,.401,.431,.333,.504,.046,258,.243,835,.847,.213,.357
Brooklyn Nets,16875,.463,13.1,.701,.284,.154,.108,.155,.299,.503,.621,.424,.403,.436,.369,.473,.050,293,.252,877,.790,.224,.380
Chicago Bulls,17380,.461,12.8,.704,.307,.153,.094,.150,.296,.505,.612,.419,.419,.428,.355,.527,.050,287,.276,932,.847,.234,.392
Charlotte Hornets,17190,.449,14.0,.639,.290,.115,.086,.147,.361,.501,.597,.424,.436,.409,.359,.510,.039,215,.253,856,.868,.227,.382
Cleveland Cavaliers,16900,.456,13.3,.681,.290,.148,.107,.136,.319,.498,.626,.398,.407,.407,.365,.520,.046,249,.250,869,.838,.238,.372
Dallas Mavericks,16900,.469,13.6,.682,.258,.155,.110,.159,.318,.510,.673,.437,.408,.389,.380,.489,.046,231,.217,735,.805,.255,.413
Denver Nuggets,17115,.478,13.1,.707,.291,.150,.103,.164,.293,.519,.640,.465,.447,.401,.379,.502,.052,297,.246,876,.838,.222,.415
Detroit Pistons,17380,.458,13.3,.696,.261,.171,.114,.150,.304,.499,.649,.373,.449,.418,.364,.526,.037,197,.229,816,.861,.224,.405
Golden State Warriors,17140,.435,13.3,.685,.290,.159,.097,.139,.315,.485,.621,.380,.370,.400,.327,.505,.050,288,.248,885,.831,.201,.368
Houston Rockets,17140,.463,13.3,.674,.289,.165,.080,.138,.326,.519,.690,.414,.378,.367,.347,.500,.049,290,.259,1024,.824,.240,.373
Indiana Pacers,17165,.449,14.1,.657,.262,.146,.095,.154,.343,.501,.633,.424,.431,.391,.349,.481,.047,251,.249,829,.883,.255,.385
Los Angeles Clippers,17355,.451,13.5,.692,.266,.152,.117,.157,.308,.496,.656,.428,.399,.361,.351,.525,.050,287,.229,828,.824,.222,.390
Los Angeles Lakers,17040,.483,13.2,.678,.302,.145,.089,.142,.322,.537,.679,.438,.408,.416,.370,.535,.069,383,.243,910,.846,.212,.379
Memphis Grizzlies,17240,.441,14.0,.643,.275,.146,.086,.136,.357,.492,.623,.427,.373,.373,.350,.476,.042,215,.247,782,.827,.244,.400
Miami Heat,17115,.449,12.3,.733,.305,.166,.119,.143,.267,.486,.584,.429,.458,.367,.347,.436,.045,247,.266,828,.829,.238,.373
Milwaukee Bucks,17115,.459,13.0,.660,.321,.140,.090,.109,.340,.510,.624,.429,.377,.389,.359,.544,.054,283,.272,887,.870,.295,.399
Minnesota Timberwolves,16900,.471,13.1,.678,.311,.140,.091,.136,.322,.524,.656,.440,.403,.392,.358,.485,.060,331,.262,886,.860,.216,.410
New Orleans Pelicans,17265,.446,13.6,.661,.284,.151,.096,.131,.339,.498,.646,.376,.391,.390,.346,.495,.053,309,.243,892,.817,.216,.360
New York Knicks,17215,.453,12.7,.679,.327,.143,.084,.124,.321,.503,.605,.416,.393,.412,.346,.466,.054,295,.282,950,.829,.220,.404
Oklahoma City Thunder,17140,.460,12.1,.714,.320,.178,.102,.113,.286,.500,.621,.407,.410,.391,.358,.457,.051,265,.278,956,.839,.238,.390
Orlando Magic,17380,.464,12.9,.696,.308,.149,.102,.136,.304,.506,.629,.440,.374,.402,.367,.505,.061,322,.255,881,.844,.220,.402
Philadelphia 76ers,17190,.456,12.9,.706,.297,.154,.108,.147,.294,.498,.631,.387,.436,.392,.355,.494,.050,279,.255,868,.837,.216,.414
Phoenix Suns,17190,.467,13.0,.702,.304,.141,.107,.150,.298,.503,.636,.380,.427,.405,.385,.460,.051,283,.259,906,.816,.211,.463
Portland Trail Blazers,17050,.454,13.2,.700,.278,.162,.108,.152,.300,.487,.574,.436,.442,.413,.378,.436,.040,214,.239,751,.806,.201,.361
Sacramento Kings,17240,.463,14.2,.641,.236,.176,.086,.142,.359,.514,.663,.450,.418,.404,.371,.522,.052,269,.218,747,.847,.238,.422
San Antonio Spurs,16900,.442,12.8,.714,.291,.167,.105,.151,.286,.482,.600,.366,.422,.424,.343,.504,.051,268,.252,785,.823,.244,.323
Toronto Raptors,17140,.451,13.4,.670,.273,.175,.094,.129,.330,.498,.644,.396,.390,.404,.357,.496,.052,282,.247,799,.844,.238,.367
Utah Jazz,17355,.441,12.7,.720,.292,.165,.113,.150,.280,.474,.594,.389,.388,.398,.358,.412,.049,247,.244,761,.778,.194,.380
Washington Wizards,17215,.462,13.5,.679,.289,.148,.099,.143,.321,.509,.635,.400,.459,.402,.364,.494,.050,277,.245,833,.826,.210,.393
