team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.455,13.0,.697,.319,.122,.101,.156,.303,.504,.634,.353,.388,.427,.344,.542,.051,180,.277,602,.897,.234,.421,6,0
Boston Celtics,.452,14.1,.622,.291,.136,.074,.120,.378,.503,.622,.380,.423,.404,.368,.551,.027,93,.277,594,.847,.211,.475,11,0
Brooklyn Nets,.441,13.3,.616,.304,.179,.068,.066,.384,.505,.596,.443,.404,.356,.340,.437,.031,104,.302,634,.860,.222,.351,8,0
Chicago Bulls,.433,12.5,.765,.284,.176,.125,.181,.235,.470,.573,.464,.385,.371,.316,.496,.037,131,.262,542,.855,.254,.403,6,0
Charlotte Hornets,.441,13.4,.685,.291,.143,.097,.154,.315,.480,.609,.381,.405,.375,.357,.565,.035,127,.262,568,.783,.145,.381,7,0
Cleveland Cavaliers,.454,14.3,.610,.283,.122,.097,.108,.390,.499,.644,.310,.416,.402,.384,.430,.052,174,.239,502,.815,.289,.422,5,0
Dallas Mavericks,.436,15.3,.631,.201,.125,.120,.185,.369,.483,.632,.425,.448,.385,.357,.449,.036,115,.168,344,.828,.195,.396,6,0
Denver Nuggets,.462,12.6,.691,.324,.168,.083,.117,.309,.507,.615,.436,.387,.394,.361,.506,.050,169,.281,585,.879,.201,.368,10,0
Detroit Pistons,.453,13.1,.734,.246,.196,.137,.154,.266,.493,.644,.396,.451,.411,.344,.465,.043,156,.207,486,.847,.220,.406,18,1
Golden State Warriors,.499,14.1,.645,.295,.107,.113,.131,.355,.563,.692,.449,.449,.460,.385,.665,.070,263,.234,560,.842,.206,.390,18,0
Houston Rockets,.468,14.5,.541,.311,.135,.040,.055,.459,.553,.674,.399,.361,.398,.368,.544,.071,264,.266,677,.783,.204,.404,11,0
Indiana Pacers,.462,13.4,.733,.240,.189,.113,.192,.267,.496,.614,.476,.411,.419,.367,.495,.034,113,.233,504,.852,.245,.400,12,1
Los Angeles Clippers,.468,14.2,.677,.276,.117,.087,.196,.323,.513,.652,.377,.421,.437,.376,.498,.065,223,.227,506,.785,.213,.406,9,0
Los Angeles Lakers,.445,12.9,.700,.279,.184,.111,.126,.300,.485,.638,.370,.390,.397,.352,.456,.053,197,.233,553,.804,.213,.383,8,1
Memphis Grizzlies,.426,13.5,.691,.283,.162,.095,.151,.309,.462,.564,.417,.388,.363,.346,.486,.030,101,.266,545,.832,.195,.432,17,0
Miami Heat,.442,13.0,.699,.293,.167,.092,.147,.301,.484,.618,.384,.377,.399,.344,.449,.051,181,.243,513,.902,.322,.399,8,0
Milwaukee Bucks,.474,11.5,.722,.369,.169,.074,.110,.278,.514,.635,.398,.360,.394,.370,.545,.077,255,.291,599,.918,.278,.375,7,0
Minnesota Timberwolves,.460,12.7,.732,.297,.161,.094,.181,.268,.500,.620,.440,.405,.404,.350,.530,.055,191,.245,495,.852,.257,.407,5,0
New Orleans Pelicans,.440,13.5,.695,.276,.160,.103,.154,.305,.477,.597,.405,.391,.391,.356,.519,.042,151,.245,523,.820,.204,.388,5,0
New York Knicks,.448,13.2,.717,.297,.121,.131,.169,.283,.482,.596,.351,.431,.413,.363,.453,.042,159,.259,566,.845,.225,.458,17,0
Oklahoma City Thunder,.457,12.1,.699,.347,.144,.103,.105,.301,.514,.630,.404,.411,.379,.324,.470,.062,215,.287,636,.817,.269,.360,11,1
Orlando Magic,.441,13.6,.695,.255,.170,.114,.156,.305,.488,.628,.421,.442,.363,.335,.492,.038,139,.224,510,.882,.179,.303,14,0
Philadelphia 76ers,.432,13.8,.645,.278,.147,.104,.117,.355,.476,.626,.354,.372,.370,.353,.527,.036,114,.251,509,.869,.156,.423,5,0
Phoenix Suns,.448,12.6,.733,.314,.146,.118,.155,.267,.485,.621,.401,.369,.379,.345,.377,.052,179,.268,583,.811,.298,.314,14,0
Portland Trail Blazers,.454,13.7,.671,.279,.145,.096,.151,.329,.501,.606,.418,.424,.437,.358,.477,.046,168,.237,517,.817,.205,.361,11,0
Sacramento Kings,.452,12.9,.699,.283,.189,.077,.148,.301,.493,.637,.415,.387,.377,.357,.494,.046,148,.275,575,.892,.243,.392,12,0
San Antonio Spurs,.482,13.4,.729,.255,.164,.110,.201,.271,.507,.643,.421,.406,.457,.414,.525,.047,153,.217,462,.890,.277,.456,8,0
Toronto Raptors,.466,13.3,.714,.249,.183,.123,.159,.286,.501,.624,.460,.434,.404,.379,.379,.043,147,.221,464,.792,.248,.381,8,1
Utah Jazz,.465,13.4,.667,.286,.151,.100,.131,.333,.515,.657,.431,.436,.360,.365,.444,.064,211,.227,478,.787,.241,.361,8,1
Washington Wizards,.472,13.1,.729,.288,.144,.116,.181,.271,.512,.630,.445,.440,.423,.365,.500,.039,135,.257,573,.840,.269,.337,7,0
