team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.455,13.1,.695,.317,.123,.100,.155,.305,.504,.635,.353,.394,.422,.343,.541,.053,172,.275,555,.901,.234,.417,5,0
Boston Celtics,.452,14.1,.622,.292,.137,.072,.120,.378,.503,.621,.379,.425,.406,.368,.551,.028,92,.278,579,.849,.212,.476,11,0
Brooklyn Nets,.440,13.3,.616,.300,.183,.068,.067,.384,.504,.597,.446,.395,.353,.336,.435,.030,94,.301,589,.864,.216,.353,7,0
Chicago Bulls,.434,12.4,.767,.283,.177,.126,.181,.233,.470,.570,.467,.390,.373,.317,.494,.037,124,.261,516,.859,.253,.405,6,0
Charlotte Hornets,.440,13.4,.687,.291,.146,.096,.154,.313,.480,.609,.379,.409,.375,.354,.564,.034,115,.264,536,.779,.139,.363,6,0
Cleveland Cavaliers,.453,14.3,.610,.280,.122,.098,.109,.390,.497,.646,.314,.411,.395,.384,.427,.051,164,.237,473,.821,.286,.427,5,0
Dallas Mavericks,.435,15.3,.630,.200,.126,.122,.183,.370,.482,.633,.419,.451,.382,.355,.448,.035,110,.168,326,.827,.197,.384,5,0
Denver Nuggets,.459,12.6,.690,.323,.167,.083,.117,.310,.503,.614,.428,.385,.389,.361,.502,.050,163,.279,552,.878,.202,.364,9,0
Detroit Pistons,.451,13.0,.736,.245,.197,.138,.155,.264,.490,.642,.395,.442,.412,.343,.461,.043,150,.206,461,.846,.217,.416,18,1
Golden State Warriors,.500,14.1,.649,.295,.106,.115,.133,.351,.563,.693,.446,.454,.460,.385,.668,.070,245,.233,521,.853,.204,.382,17,0
Houston Rockets,.467,14.5,.539,.307,.135,.041,.056,.461,.550,.674,.394,.356,.394,.370,.543,.070,243,.263,631,.780,.200,.403,10,0
Indiana Pacers,.462,13.4,.735,.240,.190,.111,.193,.265,.497,.620,.472,.411,.418,.365,.499,.033,107,.236,476,.855,.246,.386,11,1
Los Angeles Clippers,.469,14.1,.676,.279,.118,.086,.194,.324,.515,.653,.379,.424,.437,.374,.501,.067,219,.229,485,.780,.211,.393,8,0
Los Angeles Lakers,.446,12.9,.701,.282,.183,.113,.124,.299,.485,.638,.366,.394,.396,.354,.456,.054,195,.235,530,.803,.214,.384,8,1
Memphis Grizzlies,.426,13.4,.693,.283,.163,.097,.152,.307,.462,.566,.417,.383,.363,.347,.487,.030,96,.266,523,.833,.192,.434,16,0
Miami Heat,.440,12.9,.702,.293,.168,.093,.148,.298,.483,.618,.383,.378,.395,.339,.453,.050,168,.246,499,.914,.321,.389,7,0
Milwaukee Bucks,.474,11.5,.722,.376,.165,.070,.111,.278,.516,.639,.382,.354,.400,.367,.546,.079,244,.295,572,.923,.278,.377,6,0
Minnesota Timberwolves,.458,12.8,.730,.297,.160,.094,.179,.270,.498,.620,.436,.401,.402,.349,.528,.055,185,.246,485,.852,.258,.404,5,0
New Orleans Pelicans,.439,13.4,.699,.275,.161,.104,.157,.301,.476,.597,.408,.390,.388,.355,.526,.043,147,.244,494,.813,.203,.384,5,0
New York Knicks,.448,13.2,.717,.298,.120,.131,.168,.283,.483,.598,.351,.429,.413,.360,.454,.042,151,.259,548,.845,.226,.442,17,0
Oklahoma City Thunder,.457,12.1,.698,.349,.144,.103,.103,.302,.515,.631,.406,.408,.377,.325,.471,.061,209,.290,630,.820,.271,.363,11,1
Orlando Magic,.441,13.7,.695,.253,.172,.112,.158,.305,.486,.627,.411,.445,.368,.338,.490,.037,129,.223,484,.880,.175,.325,13,0
Philadelphia 76ers,.433,13.9,.644,.275,.149,.103,.117,.356,.480,.632,.361,.365,.378,.350,.522,.035,108,.249,487,.864,.157,.420,5,0
Phoenix Suns,.447,12.6,.734,.314,.144,.119,.156,.266,.485,.619,.403,.368,.378,.343,.378,.050,167,.269,562,.813,.297,.316,13,0
Portland Trail Blazers,.456,13.8,.667,.280,.145,.095,.147,.333,.505,.605,.423,.427,.445,.358,.476,.046,158,.238,495,.819,.207,.366,10,0
Sacramento Kings,.453,12.9,.700,.278,.193,.078,.149,.300,.493,.641,.419,.384,.371,.360,.496,.047,142,.272,531,.888,.240,.391,11,0
San Antonio Spurs,.482,13.4,.728,.254,.164,.111,.201,.272,.507,.645,.418,.410,.455,.415,.526,.047,143,.217,440,.893,.282,.466,7,0
Toronto Raptors,.470,13.3,.716,.248,.184,.123,.160,.284,.504,.626,.462,.439,.411,.386,.380,.044,143,.220,442,.790,.255,.387,8,1
Utah Jazz,.466,13.5,.663,.285,.148,.100,.130,.337,.514,.654,.431,.435,.363,.370,.444,.063,192,.228,443,.787,.238,.366,8,1
Washington Wizards,.472,13.1,.730,.287,.146,.116,.181,.270,.511,.628,.449,.432,.424,.366,.502,.038,124,.259,551,.838,.263,.332,7,0
