team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.455,13.0,.698,.321,.125,.099,.153,.302,.505,.635,.344,.399,.427,.339,.538,.054,161,.278,506,.897,.236,.404,5,0
Boston Celtics,.453,14.1,.627,.291,.141,.072,.123,.373,.502,.621,.381,.436,.404,.370,.550,.028,86,.277,536,.848,.211,.470,10,0
Brooklyn Nets,.440,13.3,.618,.303,.180,.068,.069,.382,.502,.592,.450,.403,.341,.338,.427,.031,87,.301,529,.867,.213,.354,3,0
Chicago Bulls,.433,12.4,.763,.287,.174,.127,.175,.237,.469,.567,.466,.391,.368,.318,.494,.037,111,.265,472,.863,.247,.409,5,0
Charlotte Hornets,.442,13.4,.685,.291,.146,.096,.151,.315,.483,.609,.393,.393,.381,.355,.565,.032,102,.267,505,.781,.145,.366,6,0
Cleveland Cavaliers,.453,14.2,.613,.283,.122,.099,.109,.387,.496,.643,.316,.414,.387,.384,.427,.052,152,.239,441,.821,.284,.417,4,0
Dallas Mavericks,.431,15.2,.632,.204,.125,.123,.181,.368,.479,.629,.419,.444,.377,.348,.442,.036,101,.171,300,.827,.194,.369,5,0
Denver Nuggets,.451,12.6,.691,.322,.164,.085,.121,.309,.492,.596,.424,.369,.395,.358,.488,.047,136,.280,486,.885,.204,.382,8,0
Detroit Pistons,.451,13.0,.737,.249,.196,.138,.154,.263,.489,.641,.395,.441,.406,.344,.461,.043,139,.209,421,.844,.218,.397,16,0
Golden State Warriors,.498,14.1,.647,.296,.107,.113,.131,.353,.563,.698,.449,.441,.452,.379,.660,.069,226,.235,493,.857,.205,.372,14,0
Houston Rockets,.469,14.5,.540,.308,.132,.041,.058,.460,.549,.676,.386,.361,.389,.375,.546,.069,220,.263,578,.780,.200,.408,9,0
Indiana Pacers,.460,13.4,.736,.241,.187,.111,.195,.264,.493,.617,.468,.404,.414,.367,.496,.031,94,.238,446,.854,.246,.393,10,1
Los Angeles Clippers,.465,14.2,.675,.272,.121,.086,.196,.325,.508,.642,.369,.425,.444,.376,.498,.064,192,.226,439,.779,.216,.402,8,0
Los Angeles Lakers,.447,12.9,.698,.280,.183,.112,.122,.302,.487,.649,.360,.395,.393,.355,.447,.054,176,.233,491,.807,.211,.384,8,1
Memphis Grizzlies,.425,13.4,.695,.281,.164,.098,.153,.305,.459,.556,.424,.386,.362,.347,.484,.029,88,.265,477,.834,.196,.435,14,0
Miami Heat,.437,12.9,.704,.291,.169,.093,.152,.296,.480,.610,.378,.388,.398,.337,.450,.050,156,.244,454,.915,.312,.382,7,0
Milwaukee Bucks,.476,11.6,.716,.370,.165,.072,.108,.284,.518,.643,.386,.348,.409,.368,.542,.080,223,.288,505,.920,.278,.365,6,0
Minnesota Timberwolves,.457,12.8,.724,.299,.156,.094,.177,.276,.497,.621,.428,.401,.399,.352,.525,.055,170,.247,446,.849,.253,.412,4,0
New Orleans Pelicans,.438,13.4,.702,.271,.165,.108,.156,.298,.474,.598,.406,.391,.388,.353,.529,.041,127,.240,444,.824,.197,.377,5,0
New York Knicks,.445,13.3,.717,.291,.121,.138,.167,.283,.478,.598,.357,.427,.393,.362,.454,.042,134,.253,474,.852,.215,.453,16,0
Oklahoma City Thunder,.461,12.1,.698,.349,.144,.107,.099,.302,.518,.632,.416,.410,.379,.329,.471,.062,191,.289,571,.819,.277,.365,11,1
Orlando Magic,.437,13.6,.696,.253,.175,.112,.157,.304,.483,.620,.403,.455,.365,.334,.492,.037,118,.224,437,.889,.174,.315,12,0
Philadelphia 76ers,.432,13.8,.650,.276,.149,.105,.120,.350,.477,.620,.366,.370,.384,.349,.520,.035,98,.250,433,.861,.158,.414,5,0
Phoenix Suns,.445,12.7,.732,.310,.144,.118,.159,.268,.482,.619,.403,.370,.371,.343,.377,.049,147,.267,508,.822,.292,.327,13,0
Portland Trail Blazers,.461,13.8,.666,.276,.150,.092,.148,.334,.510,.617,.415,.440,.451,.363,.477,.047,153,.233,458,.820,.215,.375,10,0
Sacramento Kings,.450,12.9,.699,.280,.189,.080,.149,.301,.490,.636,.417,.386,.365,.358,.490,.047,130,.270,489,.882,.245,.390,10,0
San Antonio Spurs,.476,13.5,.726,.251,.163,.108,.205,.274,.501,.632,.410,.396,.464,.412,.528,.046,127,.215,384,.890,.281,.459,7,0
Toronto Raptors,.468,13.4,.713,.243,.184,.123,.163,.287,.501,.624,.456,.447,.407,.388,.381,.044,128,.214,385,.800,.256,.391,7,1
Utah Jazz,.463,13.6,.661,.282,.149,.098,.133,.339,.512,.652,.432,.419,.372,.369,.435,.060,172,.227,407,.795,.240,.363,7,0
Washington Wizards,.471,13.1,.733,.285,.147,.117,.183,.267,.511,.627,.446,.436,.430,.360,.500,.035,103,.260,504,.838,.255,.332,5,0
