team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,9170,.447,13.8,.678,.258,.144,.119,.157,.322,.489,.585,.424,.408,.453,.358,.481,.042,124,.220,378,.824,.226,.404
Boston Celtics,9385,.449,13.5,.687,.272,.169,.098,.147,.313,.496,.608,.431,.396,.425,.348,.506,.038,120,.243,445,.856,.214,.381
Brooklyn Nets,8930,.461,13.3,.690,.284,.150,.104,.153,.310,.509,.622,.414,.412,.451,.356,.479,.053,169,.252,468,.798,.240,.379
Chicago Bulls,9385,.458,12.5,.726,.310,.162,.100,.154,.274,.494,.609,.407,.411,.409,.361,.540,.050,156,.280,508,.858,.246,.372
Charlotte Hornets,9435,.445,13.9,.657,.288,.118,.095,.155,.343,.492,.571,.442,.447,.409,.354,.510,.031,97,.262,490,.869,.227,.362
Cleveland Cavaliers,9145,.450,13.3,.677,.294,.150,.103,.129,.323,.495,.637,.354,.405,.408,.357,.521,.044,125,.250,489,.838,.233,.380
Dallas Mavericks,9170,.473,13.7,.674,.269,.144,.100,.161,.326,.506,.667,.421,.411,.373,.404,.500,.044,119,.227,411,.797,.248,.435
Denver Nuggets,8955,.472,13.3,.709,.282,.148,.111,.168,.291,.513,.638,.455,.448,.396,.372,.490,.049,149,.238,448,.838,.204,.422
Detroit Pistons,9650,.454,13.4,.707,.260,.167,.115,.165,.293,.490,.634,.390,.426,.411,.365,.541,.033,96,.230,452,.864,.231,.368
Golden State Warriors,9435,.433,13.6,.682,.272,.159,.101,.149,.318,.483,.626,.369,.398,.401,.326,.481,.044,142,.239,480,.835,.203,.357
Houston Rockets,9915,.456,13.4,.684,.280,.173,.086,.144,.316,.499,.681,.387,.358,.363,.362,.462,.045,153,.250,563,.805,.238,.381
Indiana Pacers,9220,.446,14.2,.655,.262,.142,.096,.155,.345,.502,.614,.450,.456,.391,.339,.481,.044,134,.247,449,.879,.253,.367
Los Angeles Clippers,9890,.441,13.6,.707,.253,.159,.126,.168,.293,.483,.649,.425,.390,.357,.342,.495,.047,152,.225,458,.846,.220,.351
Los Angeles Lakers,10080,.476,13.3,.676,.297,.145,.092,.143,.324,.532,.690,.429,.383,.399,.360,.533,.063,209,.246,559,.857,.216,.372
Memphis Grizzlies,10040,.434,14.0,.646,.277,.151,.084,.134,.354,.482,.607,.406,.379,.374,.346,.473,.040,119,.252,446,.828,.221,.409
Miami Heat,9675,.449,12.7,.725,.287,.165,.120,.153,.275,.485,.581,.443,.451,.377,.353,.452,.041,126,.253,454,.849,.252,.356
Milwaukee Bucks,8930,.443,13.4,.657,.307,.135,.096,.120,.343,.490,.613,.401,.366,.376,.351,.544,.046,129,.261,461,.889,.295,.404
Minnesota Timberwolves,9410,.469,13.1,.673,.315,.135,.094,.129,.327,.522,.647,.425,.401,.409,.360,.477,.058,175,.267,490,.867,.222,.401
New Orleans Pelicans,9510,.440,13.7,.663,.278,.153,.100,.130,.337,.484,.645,.354,.373,.377,.354,.504,.048,159,.241,489,.871,.218,.401
New York Knicks,9435,.451,12.8,.684,.320,.149,.087,.128,.316,.494,.591,.418,.431,.383,.359,.482,.052,156,.276,499,.842,.219,.436
Oklahoma City Thunder,9700,.452,12.1,.708,.327,.179,.095,.107,.292,.494,.617,.385,.395,.385,.349,.464,.051,155,.281,551,.841,.231,.372
Orlando Magic,9650,.460,12.8,.712,.310,.155,.104,.143,.288,.502,.617,.441,.389,.403,.354,.480,.061,172,.258,498,.840,.197,.412
Philadelphia 76ers,8740,.453,13.2,.694,.287,.156,.108,.144,.306,.495,.632,.373,.440,.392,.358,.483,.046,132,.251,443,.858,.213,.443
Phoenix Suns,9245,.467,13.2,.702,.292,.142,.117,.150,.298,.503,.638,.376,.433,.418,.382,.465,.043,129,.258,486,.822,.206,.450
Portland Trail Blazers,9965,.455,13.3,.696,.273,.170,.100,.153,.304,.490,.580,.447,.427,.419,.374,.434,.043,134,.236,433,.814,.204,.373
Sacramento Kings,9195,.460,14.3,.644,.240,.171,.080,.152,.356,.505,.652,.442,.406,.396,.380,.517,.049,136,.213,389,.845,.242,.431
San Antonio Spurs,9145,.446,13.1,.704,.292,.155,.097,.159,.296,.490,.608,.380,.420,.426,.340,.505,.049,136,.255,440,.832,.249,.342
Toronto Raptors,9170,.455,13.3,.668,.286,.168,.091,.124,.332,.504,.655,.390,.388,.396,.356,.502,.057,166,.257,458,.846,.223,.377
Utah Jazz,9600,.429,12.6,.726,.300,.171,.112,.144,.274,.457,.579,.357,.358,.397,.357,.410,.046,133,.256,444,.784,.187,.371
Washington Wizards,9195,.468,13.7,.679,.280,.149,.102,.148,.321,.510,.646,.396,.452,.413,.378,.508,.049,146,.239,440,.832,.224,.406
