team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
San Antonio Spurs,36.8,82.5,8.3,24.4,28.5,58.1,15.9,20.7,.771,9.5,31.1,40.6,21.3,7.7,4.0,14.3,19.5,97.8
Utah Jazz,35.6,83.0,8.1,22.7,27.5,60.3,15.6,20.3,.766,10.3,30.8,41.0,17.6,7.1,3.6,12.0,20.3,94.9
Philadelphia 76ers,38.8,85.6,9.4,26.2,29.4,59.4,18.7,24.8,.752,10.6,34.5,45.1,22.3,8.4,5.4,14.4,19.8,105.6
Milwaukee Bucks,37.6,84.9,10.2,29.1,27.4,55.8,17.7,22.8,.775,10.7,32.2,43.0,24.0,7.3,4.9,14.3,18.9,103.0
Dallas Mavericks,36.4,77.1,10.1,25.1,26.3,52.0,17.6,22.6,.779,8.3,35.7,44.0,21.3,6.7,3.5,15.3,19.1,100.7
Atlanta Hawks,38.8,86.9,10.0,28.0,28.8,58.9,14.9,19.3,.773,10.3,32.9,43.2,22.2,9.1,5.0,15.6,20.8,102.6
Cleveland Cavaliers,39.4,87.4,10.1,28.3,29.3,59.2,14.6,19.1,.766,10.9,32.5,43.4,23.7,7.3,4.8,13.7,21.7,103.4
Chicago Bulls,39.3,85.8,8.5,23.5,30.8,62.3,14.3,19.0,.754,10.5,32.2,42.7,23.9,7.5,5.1,13.2,19.1,101.4
Toronto Raptors,38.2,83.9,9.9,27.9,28.3,56.1,18.1,23.4,.776,11.2,32.4,43.6,22.6,6.3,4.5,15.8,20.9,104.4
Sacramento Kings,37.5,81.4,11.0,29.0,26.4,52.4,18.7,24.0,.779,9.9,33.0,42.9,23.0,7.9,5.8,14.8,21.3,104.7
Detroit Pistons,37.4,82.3,8.8,24.2,28.5,58.2,16.8,21.4,.783,8.3,34.4,42.7,23.1,6.9,4.4,12.6,17.1,100.3
Washington Wizards,39.1,83.6,10.2,26.9,29.0,56.8,17.7,23.7,.747,9.8,32.2,42.1,23.2,7.6,4.4,15.8,19.6,106.1
Indiana Pacers,38.8,87.1,10.2,30.0,28.7,57.1,18.3,23.4,.784,11.5,34.8,46.3,22.7,8.1,5.4,15.3,20.3,106.2
Memphis Grizzlies,34.1,78.6,9.6,27.8,24.5,50.7,20.9,28.4,.735,9.0,34.1,43.0,19.6,6.6,5.3,15.2,21.1,98.7
Charlotte Hornets,39.3,88.4,10.7,30.3,28.6,58.1,14.6,18.8,.774,9.4,35.5,44.9,23.9,6.7,5.7,12.3,20.7,104.0
Minnesota Timberwolves,38.4,81.8,9.6,26.7,28.8,55.1,18.1,23.4,.774,9.2,30.6,39.8,22.1,7.9,5.2,14.3,20.6,104.5
Boston Celtics,38.3,85.2,9.3,26.7,29.0,58.5,18.9,24.7,.765,11.3,34.1,45.4,22.6,7.5,5.4,14.3,19.5,104.7
Miami Heat,38.4,85.4,8.3,23.5,30.1,62.0,17.5,22.4,.780,10.3,35.0,45.3,20.6,6.5,5.5,13.1,18.9,102.5
New Orleans Pelicans,39.5,89.7,10.7,30.2,28.8,59.4,15.7,20.3,.773,10.5,38.5,49.0,23.8,7.2,4.5,13.4,19.4,105.4
Golden State Warriors,38.9,89.9,9.3,28.6,29.6,61.3,18.2,23.7,.766,11.6,32.1,43.7,22.1,9.0,3.7,14.9,20.4,105.4
Denver Nuggets,41.3,87.5,9.5,25.5,31.8,62.0,19.1,24.3,.786,9.1,31.8,40.9,23.6,8.3,5.4,11.8,21.2,111.2
Orlando Magic,39.3,85.6,8.7,24.6,30.6,60.9,16.4,21.4,.766,10.0,35.5,45.5,22.0,7.3,5.3,13.1,18.7,103.8
Oklahoma City Thunder,39.1,86.7,8.8,25.3,30.3,61.4,17.7,23.7,.746,9.9,31.3,41.1,21.5,8.0,5.0,13.7,20.9,104.8
Los Angeles Clippers,37.6,85.1,8.5,25.0,29.0,60.2,18.6,24.3,.764,10.4,33.0,43.4,21.6,7.4,3.5,13.7,22.7,102.3
Brooklyn Nets,42.5,92.1,10.2,28.5,32.3,63.6,19.0,24.6,.772,11.4,36.5,47.9,23.6,10.4,5.9,13.7,20.4,114.1
New York Knicks,39.4,87.3,9.9,27.6,29.5,59.7,19.9,25.6,.777,11.6,33.4,45.0,22.5,7.9,4.7,13.4,18.5,108.6
Phoenix Suns,39.9,85.5,9.8,25.5,30.2,60.0,22.3,28.4,.786,9.8,33.8,43.7,22.1,8.0,5.7,16.1,21.9,111.9
Houston Rockets,39.9,87.5,10.0,27.7,29.9,59.9,17.7,22.5,.786,10.4,32.1,42.5,21.9,8.4,4.9,14.6,19.6,107.4
Portland Trail Blazers,39.3,86.4,9.8,26.3,29.5,60.1,21.9,27.7,.788,10.4,34.2,44.6,20.8,8.2,5.1,13.1,19.7,110.3
Los Angeles Lakers,40.9,85.9,10.0,27.8,30.9,58.1,17.9,23.9,.747,10.5,33.8,44.3,25.0,8.7,5.3,14.2,19.1,109.7
