Visitor,Home,Prediction,Result,Prediction_Outcome
Philadelphia 76ers,Brooklyn Nets,,,
Miami Heat,Los Angeles Clippers,,,
Orlando Magic,Los Angeles Lakers,,,
Utah Jazz,Memphis Grizzlies,,,
Washington Wizards,Milwaukee Bucks,,,
Cleveland Cavaliers,Phoenix Suns,,,
Golden State Warriors,Sacramento Kings,,,
Houston Rockets,Toronto Raptors,,,
