"team_name","age","wins_pyth","losses_pyth","mov","sos","srs","off_rtg","def_rtg","pace","fta_per_fga_pct","fg3a_per_fga_pct","ts_pct","efg_pct","tov_pct","orb_pct","ft_rate","opp_efg_pct","opp_tov_pct","drb_pct","opp_ft_rate","opp_mp","opp_fg_pct","opp_avg_dist","opp_fg2a_pct_fga","opp_pct_fga_00_03","opp_pct_fga_03_10","opp_pct_fga_10_16","opp_pct_fga_16_xx","opp_fg3a_pct_fga","opp_fg2_pct","opp_fg_pct_00_03","opp_fg_pct_03_10","opp_fg_pct_10_16","opp_fg_pct_16_xx","opp_fg3_pct","opp_fg2_pct_ast","opp_pct_fg2_dunk","opp_fg2_dunk","opp_pct_fg2_layup","opp_fg2_layup","opp_fg3_pct_ast","opp_pct_fg3a_corner","opp_fg3_pct_corner","opp_fg","opp_fga","opp_fg3","opp_fg3a","opp_fg2","opp_fg2a","opp_ft","opp_fta","opp_ft_pct","opp_orb","opp_drb","opp_trb","opp_ast","opp_stl","opp_blk","opp_tov","opp_pf","opp_pts","fg_pct","avg_dist","fg2a_pct_fga","pct_fga_00_03","pct_fga_03_10","pct_fga_10_16","pct_fga_16_xx","fg3a_pct_fga","fg2_pct","fg_pct_00_03","fg_pct_03_10","fg_pct_10_16","fg_pct_16_xx","fg3_pct","fg2_pct_ast","pct_fg2_dunk","fg2_dunk","pct_fg2_layup","fg2_layup","fg3_pct_ast","pct_fg3a_corner","fg3_pct_corner","fg3a_heave","fg3_heave","fg","fga","fg3","fg3a","fg2","fg2a","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts"
"Golden State Warriors",28.1,18,3,13.76,-1.57,12.2,118.2,104.7,100.7,0.283,0.364,0.609,0.573,13.1,22.8,0.224,0.482,13,74.4,0.209,5090,0.433,13.4,0.7,0.269,0.167,0.102,0.161,0.3,0.479,0.632,0.348,0.412,0.404,0.326,0.485,0.041,69,0.239,265,0.86,0.215,0.358,39.3,90.7,8.9,27.2,30.4,63.5,19,24.4,0.779,12.1,31.8,43.9,22.4,8.9,3.3,15.1,21.1,106.4,0.503,14.3,0.636,0.289,0.111,0.107,0.131,0.364,0.571,0.72,0.446,0.414,0.473,0.385,0.674,0.068,118,0.231,276,0.853,0.207,0.417,8,0,44.1,87.7,12.3,31.9,31.9,55.8,19.6,24.8,0.791,9.4,35.2,44.6,32,9.6,6.9,14.9,20,120.2
"Los Angeles Clippers",29.9,17,5,9.59,-0.5,9.1,111.8,102,96.3,0.34,0.319,0.567,0.523,11.8,22.1,0.257,0.485,14.1,78.5,0.219,5330,0.435,13.3,0.724,0.255,0.171,0.131,0.166,0.276,0.463,0.63,0.417,0.365,0.331,0.361,0.473,0.04,68,0.235,245,0.82,0.227,0.339,36.3,83.4,8.3,23,28,60.4,18.3,23.5,0.776,9.5,33.1,42.6,20,6.9,3.1,15.4,24,99.1,0.464,14.1,0.681,0.277,0.116,0.083,0.204,0.319,0.506,0.656,0.324,0.405,0.444,0.374,0.503,0.061,97,0.231,253,0.785,0.224,0.42,5,0,38.7,83.4,10,26.6,28.7,56.8,21.4,28.4,0.755,9.4,34.7,44.1,22.3,9,5,12.9,20.7,108.7
"Toronto Raptors",26.1,16,5,8.1,1.01,9.1,116.1,107.6,95,0.297,0.287,0.579,0.533,11.2,25.1,0.242,0.509,14.5,74.5,0.221,5065,0.449,13.3,0.66,0.285,0.174,0.085,0.116,0.34,0.5,0.639,0.383,0.376,0.429,0.35,0.503,0.056,89,0.262,247,0.841,0.226,0.366,37.3,83,9.9,28.2,27.4,54.8,18.3,24,0.765,10.9,31.6,42.5,22.1,6.3,4.3,15.9,20.5,102.8,0.477,13.4,0.713,0.247,0.177,0.121,0.168,0.287,0.512,0.645,0.438,0.481,0.418,0.39,0.406,0.043,71,0.222,228,0.819,0.288,0.401,4,1,40.4,84.7,9.5,24.3,31,60.4,20.5,25.2,0.815,10.6,31.7,42.2,20.3,9.1,4.6,12.1,21.6,110.9
"Cleveland Cavaliers",29.1,13,6,5.26,0.31,5.58,113.5,108.1,97.2,0.29,0.399,0.572,0.533,12.6,23.8,0.223,0.506,11.4,75.4,0.16,4560,0.45,13.4,0.688,0.287,0.147,0.109,0.144,0.312,0.493,0.638,0.336,0.438,0.412,0.355,0.51,0.036,55,0.249,251,0.841,0.203,0.343,40.4,89.7,9.9,28,30.4,61.7,14.4,18.9,0.76,11.2,32.2,43.3,23.9,7.1,5.1,12.6,22,105.1,0.455,14.7,0.601,0.269,0.119,0.095,0.119,0.399,0.497,0.639,0.326,0.455,0.378,0.391,0.44,0.055,80,0.221,201,0.846,0.26,0.473,2,0,38.9,85.6,13.4,34.2,25.6,51.4,19.1,24.8,0.769,10.1,34.3,44.3,22.6,6.5,4.5,13.9,18.2,110.3
"San Antonio Spurs",29.7,14,7,4.57,0.51,5.08,110.1,105.2,93.3,0.295,0.273,0.561,0.514,12.4,22.3,0.24,0.503,13.3,78.5,0.193,5040,0.451,13.3,0.697,0.279,0.164,0.097,0.158,0.303,0.497,0.597,0.418,0.458,0.421,0.345,0.503,0.052,77,0.244,228,0.828,0.274,0.329,36.9,81.8,8.6,24.8,28.3,57,15.8,20.4,0.774,9,32.3,41.2,21.4,7.5,4.1,14,20.3,98.1,0.46,13.7,0.727,0.236,0.165,0.121,0.206,0.273,0.485,0.614,0.411,0.4,0.442,0.394,0.531,0.044,61,0.206,200,0.885,0.262,0.459,4,0,37.2,81,8.7,22.1,28.5,58.9,19.5,23.9,0.815,9.3,32.7,42,22.9,7.9,5.7,12.9,18,102.7
"Houston Rockets",27.2,13,8,3.71,0.69,4.4,113.5,109.7,96.9,0.264,0.431,0.579,0.546,14.4,26.8,0.201,0.517,12.6,76.6,0.208,5090,0.459,13.4,0.683,0.276,0.17,0.091,0.146,0.317,0.502,0.667,0.392,0.41,0.374,0.367,0.467,0.042,72,0.249,280,0.848,0.242,0.417,39.7,86.5,10,27.4,29.7,59.1,18,22.7,0.792,10,31,41,22.4,8.7,5,14,19,107.4,0.465,13.9,0.569,0.319,0.148,0.044,0.058,0.431,0.534,0.668,0.356,0.392,0.365,0.375,0.524,0.07,112,0.274,301,0.75,0.199,0.361,3,0,40,86,13.9,37,26.1,48.9,17.2,22.7,0.761,11.4,32.6,44,24.1,7.4,5.1,16.2,20,111.1
"Utah Jazz",26.3,15,7,4.77,-0.46,4.32,109.6,104.4,91.1,0.293,0.334,0.565,0.525,12.2,20.3,0.226,0.478,11.1,77.8,0.191,5280,0.429,12.4,0.732,0.311,0.171,0.096,0.153,0.268,0.454,0.579,0.33,0.358,0.398,0.362,0.421,0.046,73,0.266,257,0.797,0.18,0.409,35.6,82.9,8,22.2,27.5,60.7,15.9,21,0.755,9.8,31.5,41.3,18,6.6,4.1,11.5,19.9,95.1,0.465,13.4,0.666,0.284,0.145,0.109,0.128,0.334,0.517,0.663,0.436,0.457,0.339,0.36,0.428,0.062,96,0.231,237,0.778,0.226,0.354,3,0,36.4,78.3,9.4,26.1,27,52.1,17.7,23,0.772,8,34.3,42.4,18.9,6.2,5.2,12.3,19.4,99.9
"Detroit Pistons",25.9,13,9,3.09,0.68,3.77,106.4,103.1,94,0.208,0.236,0.527,0.496,11,22.3,0.158,0.485,11.8,78.6,0.19,5280,0.434,13.4,0.7,0.263,0.172,0.107,0.158,0.3,0.474,0.626,0.385,0.381,0.383,0.339,0.517,0.032,51,0.237,263,0.856,0.234,0.341,36.3,83.6,8.5,25.1,27.8,58.5,15.9,20.6,0.773,9.5,34,43.5,21.6,6.4,4.8,12.4,16.6,97,0.455,12.6,0.764,0.253,0.202,0.143,0.166,0.236,0.486,0.643,0.389,0.436,0.409,0.352,0.46,0.043,79,0.213,238,0.836,0.212,0.448,10,0,39.5,87,7.2,20.5,32.3,66.5,13.7,18.1,0.757,9.8,34.8,44.5,20.9,6.9,4,11.7,17,100
"Oklahoma City Thunder",24.6,13,9,2.59,-0.22,2.37,106.4,103.9,99,0.273,0.295,0.542,0.51,13.8,24.7,0.195,0.493,12.6,78.3,0.2,5380,0.444,12,0.711,0.318,0.187,0.102,0.104,0.289,0.487,0.633,0.357,0.379,0.386,0.339,0.458,0.052,87,0.276,309,0.842,0.26,0.349,39.3,88.4,8.6,25.5,30.6,62.9,17.6,23.6,0.746,9.9,32.4,42.2,21.4,8.7,5.5,14.2,19.8,104.8,0.46,12,0.705,0.339,0.145,0.122,0.099,0.295,0.509,0.633,0.39,0.429,0.359,0.34,0.481,0.066,110,0.276,312,0.831,0.293,0.405,4,0,40.6,88.4,8.9,26,31.8,62.4,17.3,24.1,0.716,10.6,35.5,46.1,22.6,7.8,5.2,15.8,20.9,107.4
"Chicago Bulls",27.7,12,8,3.7,-1.81,1.89,109,105.1,95.4,0.281,0.236,0.527,0.478,12.1,30.2,0.228,0.499,12.6,75.8,0.159,4800,0.446,12.7,0.716,0.29,0.176,0.1,0.15,0.284,0.478,0.622,0.407,0.351,0.369,0.367,0.526,0.042,68,0.272,264,0.873,0.252,0.339,38.7,86.7,9.1,24.7,29.7,62.1,13.8,18.6,0.739,11.1,32,43.1,23.6,7.7,4.9,13.7,19.9,100.2,0.44,12.5,0.764,0.284,0.174,0.109,0.197,0.236,0.477,0.584,0.503,0.354,0.364,0.321,0.482,0.039,59,0.264,256,0.835,0.237,0.357,2,0,38.6,87.8,6.7,20.7,32,67.1,20.1,24.7,0.812,13.9,34.8,48.7,21,8,5.6,13.6,17.8,103.9
