team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Golden State Warriors,44.1,87.7,12.3,31.9,31.9,55.8,19.6,24.8,.791,9.4,35.2,44.6,32.0,9.6,6.9,14.9,20.0,120.2
Portland Trail Blazers,40.5,88.3,10.9,29.8,29.6,58.5,18.4,23.1,.796,9.5,33.0,42.5,22.5,7.0,5.0,13.2,22.7,110.3
Los Angeles Lakers,39.1,87.1,8.6,24.9,30.5,62.2,18.0,23.3,.776,11.7,32.9,44.6,21.0,8.4,3.5,15.9,20.8,104.9
Los Angeles Clippers,38.7,83.4,10.0,26.6,28.7,56.8,21.4,28.4,.755,9.4,34.7,44.1,22.3,9.0,5.0,12.9,20.7,108.7
Oklahoma City Thunder,40.6,88.4,8.9,26.0,31.8,62.4,17.3,24.1,.716,10.6,35.5,46.1,22.6,7.8,5.2,15.8,20.9,107.4
Houston Rockets,40.0,86.0,13.9,37.0,26.1,48.9,17.2,22.7,.761,11.4,32.6,44.0,24.1,7.4,5.1,16.2,20.0,111.1
Toronto Raptors,40.4,84.7,9.5,24.3,31.0,60.4,20.5,25.2,.815,10.6,31.7,42.2,20.3,9.1,4.6,12.1,21.6,110.9
New Orleans Pelicans,38.3,86.8,7.8,24.8,30.5,62.0,17.9,23.1,.776,8.0,36.2,44.2,22.7,8.1,6.5,13.1,19.0,102.3
Denver Nuggets,38.4,88.3,9.2,25.3,29.2,63.0,20.2,27.1,.744,12.7,36.7,49.4,21.5,6.7,4.5,16.2,20.8,106.2
Charlotte Hornets,37.8,85.5,9.8,28.2,28.0,57.3,19.9,26.6,.748,8.7,37.0,45.6,24.1,6.4,5.4,11.9,17.0,105.3
Atlanta Hawks,38.0,84.3,8.4,25.9,29.5,58.4,15.8,22.6,.699,10.1,33.6,43.8,23.4,9.3,5.1,17.1,17.6,100.1
Detroit Pistons,39.5,87.0,7.2,20.5,32.3,66.5,13.7,18.1,.757,9.8,34.8,44.5,20.9,6.9,4.0,11.7,17.0,100.0
Boston Celtics,38.8,86.4,11.1,30.9,27.7,55.6,16.1,20.4,.790,9.5,32.5,42.0,24.5,7.2,4.7,12.3,21.2,104.8
Utah Jazz,36.4,78.3,9.4,26.1,27.0,52.1,17.7,23.0,.772,8.0,34.3,42.4,18.9,6.2,5.2,12.3,19.4,99.9
Indiana Pacers,39.8,87.3,7.5,21.7,32.2,65.6,17.2,21.5,.799,9.1,33.1,42.2,22.6,9.2,5.8,15.0,20.3,104.2
Memphis Grizzlies,35.5,83.7,8.7,25.6,26.8,58.1,18.3,23.5,.779,10.0,32.6,42.7,20.2,8.5,5.5,14.0,23.8,98.0
San Antonio Spurs,37.2,81.0,8.7,22.1,28.5,58.9,19.5,23.9,.815,9.3,32.7,42.0,22.9,7.9,5.7,12.9,18.0,102.7
Phoenix Suns,39.3,89.0,7.7,23.1,31.7,65.9,20.1,26.6,.756,11.5,34.2,45.6,18.6,8.8,4.3,16.1,25.3,106.4
Brooklyn Nets,37.7,86.8,11.5,34.8,26.3,52.0,18.9,24.4,.774,9.5,34.6,44.1,20.9,7.8,4.5,17.0,20.3,105.7
Cleveland Cavaliers,38.9,85.6,13.4,34.2,25.6,51.4,19.1,24.8,.769,10.1,34.3,44.3,22.6,6.5,4.5,13.9,18.2,110.3
Minnesota Timberwolves,38.0,84.5,8.4,23.8,29.6,60.8,20.5,26.1,.785,11.9,30.5,42.3,22.2,8.3,5.1,14.7,21.6,104.8
New York Knicks,39.8,89.1,9.2,25.6,30.6,63.5,15.5,19.9,.779,11.9,33.5,45.4,22.2,7.5,5.7,14.0,21.7,104.3
Chicago Bulls,38.6,87.8,6.7,20.7,32.0,67.1,20.1,24.7,.812,13.9,34.8,48.7,21.0,8.0,5.6,13.6,17.8,103.9
Philadelphia 76ers,36.5,84.7,10.8,29.6,25.7,55.1,14.0,19.0,.735,9.0,34.3,43.2,22.5,8.0,5.9,17.4,22.0,97.9
Sacramento Kings,37.2,84.0,8.1,23.7,29.1,60.4,20.0,25.5,.782,10.0,32.5,42.4,21.8,7.9,4.3,14.5,20.8,102.4
Washington Wizards,39.7,87.6,7.8,22.1,31.8,65.5,16.5,21.4,.769,11.1,31.9,42.9,21.5,9.2,4.2,14.7,22.2,103.7
Milwaukee Bucks,38.6,84.7,8.3,24.7,30.3,60.0,17.8,22.7,.785,10.1,34.7,44.8,23.9,8.7,5.7,14.8,21.2,103.3
Orlando Magic,35.4,84.0,7.9,24.5,27.5,59.5,14.6,20.4,.713,10.2,34.4,44.7,20.6,6.4,5.8,13.6,17.6,93.2
Miami Heat,37.1,86.0,8.3,25.0,28.8,61.0,14.6,21.8,.670,11.5,33.4,44.8,19.9,7.3,5.9,12.8,20.7,97.1
Dallas Mavericks,34.3,83.3,9.6,29.8,24.7,53.5,14.1,17.8,.794,9.4,31.1,40.4,18.9,7.6,3.7,12.7,19.5,92.3
