Visitor,Home,Prediction,Result,Prediction_Outcome
Chicago Bulls,Minnesota Timberwolves,,,
San Antonio Spurs,New York Knicks,,,
New Orleans Pelicans,Sacramento Kings,,,
Detroit Pistons,Toronto Raptors,,,
Chicago Bulls,Minnesota Timberwolves,,,
San Antonio Spurs,New York Knicks,,,
New Orleans Pelicans,Sacramento Kings,,,
Detroit Pistons,Toronto Raptors,,,
