Visitor,Home,Prediction,Result,Prediction_Outcome
Milwaukee Bucks,Chicago Bulls,,,
Minnesota Timberwolves,Charlotte Hornets,,,
Memphis Grizzlies,Cleveland Cavaliers,,,
Los Angeles Clippers,Dallas Mavericks,,,
Orlando Magic,Golden State Warriors,,,
San Antonio Spurs,Indiana Pacers,,,
Sacramento Kings,New Orleans Pelicans,,,
