Visitor,Home,Prediction,Result,Prediction_Outcome
Utah Jazz,Cleveland Cavaliers,,,
Los Angeles Lakers,Miami Heat,,,
Boston Celtics,Milwaukee Bucks,,,
Charlotte Hornets,Minnesota Timberwolves,,,
Dallas Mavericks,New Orleans Pelicans,,,
New York Knicks,Toronto Raptors,,,
Oklahoma City Thunder,Washington Wizards,,,
