"Visitor","Home","visitor_age","visitor_wins_pyth","visitor_losses_pyth","visitor_mov","visitor_sos","visitor_srs","visitor_off_rtg","visitor_def_rtg","visitor_pace","visitor_fta_per_fga_pct","visitor_fg3a_per_fga_pct","visitor_ts_pct","visitor_efg_pct","visitor_tov_pct","visitor_orb_pct","visitor_ft_rate","visitor_opp_efg_pct","visitor_opp_tov_pct","visitor_drb_pct","visitor_opp_ft_rate","visitor_opp_fg","visitor_opp_fga","visitor_opp_fg_pct","visitor_opp_fg3","visitor_opp_fg3a","visitor_opp_fg3_pct","visitor_opp_fg2","visitor_opp_fg2a","visitor_opp_fg2_pct","visitor_opp_ft","visitor_opp_fta","visitor_opp_ft_pct","visitor_opp_orb","visitor_opp_drb","visitor_opp_trb","visitor_opp_ast","visitor_opp_stl","visitor_opp_blk","visitor_opp_tov","visitor_opp_pf","visitor_opp_pts","visitor_opp_pts_per_g","visitor_fg","visitor_fga","visitor_fg_pct","visitor_fg3","visitor_fg3a","visitor_fg3_pct","visitor_fg2","visitor_fg2a","visitor_fg2_pct","visitor_ft","visitor_fta","visitor_ft_pct","visitor_orb","visitor_drb","visitor_trb","visitor_ast","visitor_stl","visitor_blk","visitor_tov","visitor_pf","visitor_pts","visitor_pts_per_g","home_age","home_wins_pyth","home_losses_pyth","home_mov","home_sos","home_srs","home_off_rtg","home_def_rtg","home_pace","home_fta_per_fga_pct","home_fg3a_per_fga_pct","home_ts_pct","home_efg_pct","home_tov_pct","home_orb_pct","home_ft_rate","home_opp_efg_pct","home_opp_tov_pct","home_drb_pct","home_opp_ft_rate","home_opp_fg","home_opp_fga","home_opp_fg_pct","home_opp_fg3","home_opp_fg3a","home_opp_fg3_pct","home_opp_fg2","home_opp_fg2a","home_opp_fg2_pct","home_opp_ft","home_opp_fta","home_opp_ft_pct","home_opp_orb","home_opp_drb","home_opp_trb","home_opp_ast","home_opp_stl","home_opp_blk","home_opp_tov","home_opp_pf","home_opp_pts","home_opp_pts_per_g","home_fg","home_fga","home_fg_pct","home_fg3","home_fg3a","home_fg3_pct","home_fg2","home_fg2a","home_fg2_pct","home_ft","home_fta","home_ft_pct","home_orb","home_drb","home_trb","home_ast","home_stl","home_blk","home_tov","home_pf","home_pts","home_pts_per_g"
"Houston Rockets","Cleveland Cavaliers",27.2,2,1,1,-21.03,-20.03,109,107.9,95.7,0.335,0.39,0.578,0.54,15.9,21.8,0.246,0.504,12.1,77.9,0.217,112,253,0.443,31,94,0.33,81,159,0.509,55,66,0.833,29,86,115,51,29,9,39,62,310,103.3,111,236,0.47,33,92,0.359,78,144,0.542,58,79,0.734,24,102,126,66,21,6,51,66,313,104.3,29.6,3,0,12.67,10.41,23.08,108.2,95.2,97.3,0.272,0.398,0.541,0.506,12.6,25,0.199,0.443,16.5,69,0.18,105,261,0.402,21,71,0.296,84,190,0.442,47,64,0.734,44,99,143,50,21,14,57,65,278,92.7,114,261,0.437,36,104,0.346,78,157,0.497,52,71,0.732,33,98,131,68,28,14,42,64,316,105.3
"New York Knicks","Detroit Pistons",27.5,0,2,-11,11.4,0.4,100.8,112,98.7,0.362,0.294,0.527,0.488,14.1,21.6,0.245,0.517,11.9,74.4,0.194,82,180,0.456,22,60,0.367,60,120,0.5,35,45,0.778,22,69,91,50,15,7,27,52,221,110.5,72,163,0.442,15,48,0.313,57,115,0.496,40,59,0.678,19,64,83,41,10,10,31,47,199,99.5,25.7,2,1,7.67,11.21,18.88,104.2,96.1,95,0.18,0.228,0.515,0.487,12.7,25.4,0.139,0.431,10.1,75.6,0.16,108,268,0.403,15,61,0.246,93,207,0.449,43,55,0.782,38,97,135,59,26,7,33,51,274,91.3,122,267,0.457,16,61,0.262,106,206,0.515,37,48,0.771,33,118,151,67,24,8,42,49,297,99
"Los Angeles Lakers","Indiana Pacers",26,1,2,-6,-13.09,-19.09,101.6,107.6,100.1,0.258,0.346,0.527,0.485,16,25.2,0.204,0.512,14.3,72.6,0.238,120,256,0.469,22,80,0.275,98,176,0.557,61,84,0.726,34,98,132,72,29,14,49,63,323,107.7,112,260,0.431,28,90,0.311,84,170,0.494,53,67,0.791,33,90,123,57,31,13,55,71,305,101.7,26.8,1,2,-5.67,-2.28,-7.94,105.6,111.1,99.1,0.226,0.219,0.53,0.498,12,21,0.168,0.529,12.4,74.8,0.177,128,277,0.462,37,102,0.363,91,175,0.52,49,59,0.831,35,113,148,80,22,18,43,64,342,114,127,279,0.455,24,61,0.393,103,218,0.472,47,63,0.746,30,104,134,86,26,19,42,61,325,108.3
"Sacramento Kings","Miami Heat",29.1,2,1,4.67,0.32,4.99,111.7,106.7,93.4,0.369,0.278,0.559,0.504,13.3,22.9,0.29,0.515,13.7,75.2,0.281,109,228,0.478,17,56,0.304,92,172,0.535,64,85,0.753,28,91,119,62,21,16,42,80,299,99.7,111,241,0.461,21,67,0.313,90,174,0.517,70,89,0.787,27,85,112,70,18,10,43,65,313,104.3,25.7,1,2,-0.33,9.43,9.1,104.1,104.5,95.4,0.236,0.266,0.513,0.489,13.2,25.6,0.156,0.448,10.3,72.3,0.244,106,262,0.405,23,57,0.404,83,205,0.405,64,78,0.821,41,96,137,60,19,18,34,61,299,99.7,116,263,0.441,25,70,0.357,91,193,0.472,41,62,0.661,33,107,140,65,14,17,44,69,298,99.3
"Memphis Grizzlies","Minnesota Timberwolves",28.3,2,1,2,-2.28,-0.28,110.3,108.2,92.9,0.311,0.315,0.551,0.51,11.9,25.4,0.232,0.494,11.6,77.3,0.27,114,248,0.46,17,64,0.266,97,184,0.527,67,93,0.72,29,97,126,63,18,13,38,71,312,104,112,254,0.441,35,80,0.438,77,174,0.443,59,79,0.747,33,99,132,62,18,15,39,81,318,106,24,1,1,-3.5,2.35,-1.15,110.2,114.1,91.2,0.38,0.253,0.545,0.503,11.9,30.8,0.266,0.515,12.2,72.8,0.23,75,165,0.455,20,50,0.4,55,115,0.478,38,52,0.731,22,54,76,43,12,16,26,49,208,104,73,158,0.462,13,40,0.325,60,118,0.508,42,60,0.7,24,59,83,39,11,10,25,48,201,100.5
"Milwaukee Bucks","New Orleans Pelicans",25,1,2,-8,10.81,2.81,99.1,107.3,97.2,0.217,0.206,0.494,0.455,10.4,20,0.172,0.489,13.1,72.9,0.222,116,261,0.444,23,78,0.295,93,183,0.508,58,72,0.806,38,116,154,73,25,20,44,58,313,104.3,114,267,0.427,15,55,0.273,99,212,0.467,46,58,0.793,29,102,131,70,28,14,34,62,289,96.3,25.7,1,2,-10.67,0.57,-10.1,94.8,105.1,103.7,0.23,0.227,0.482,0.442,10.5,15.5,0.176,0.504,14.3,80,0.265,116,257,0.451,27,76,0.355,89,181,0.492,68,84,0.81,26,131,157,71,21,11,49,59,327,109,117,278,0.421,12,63,0.19,105,215,0.488,49,64,0.766,24,104,128,74,30,16,36,72,295,98.3
"Orlando Magic","Philadelphia 76ers",24.8,0,3,-14.67,17.02,2.35,96.3,111.6,95.9,0.247,0.266,0.468,0.434,12.2,27.7,0.169,0.507,9.8,71.9,0.132,131,280,0.468,22,72,0.306,109,208,0.524,37,52,0.712,38,107,145,71,21,17,33,60,321,107,105,267,0.393,22,71,0.31,83,196,0.423,45,66,0.682,41,97,138,61,19,12,41,51,277,92.3,24.5,0,2,-19,2.3,-16.7,84,102.9,100.6,0.244,0.256,0.465,0.427,15.8,10,0.177,0.483,9.9,79.3,0.19,81,179,0.453,11,42,0.262,70,137,0.511,34,49,0.694,19,81,100,50,18,10,22,37,207,103.5,64,164,0.39,12,42,0.286,52,122,0.426,29,40,0.725,9,73,82,37,14,15,34,42,169,84.5
"Golden State Warriors","Portland Trail Blazers",28.4,1,2,-5,-2.67,-7.67,106.1,111,103,0.305,0.347,0.558,0.506,13.5,17.9,0.255,0.498,11.3,70.1,0.194,131,288,0.455,25,69,0.362,106,219,0.484,56,74,0.757,44,110,154,73,31,15,41,69,343,114.3,119,259,0.459,24,90,0.267,95,169,0.562,66,79,0.835,24,103,127,83,25,13,46,64,328,109.3,25.2,2,1,1,-4.82,-3.82,108.1,107.2,99.5,0.291,0.267,0.574,0.529,12.9,15.6,0.236,0.462,10.9,74.5,0.289,115,273,0.421,22,76,0.289,93,197,0.472,79,101,0.782,37,103,140,50,29,14,39,65,331,110.3,123,258,0.477,27,69,0.391,96,189,0.508,61,75,0.813,19,108,127,63,19,15,43,82,334,111.3
"Utah Jazz","San Antonio Spurs",27.2,1,2,-5,-6.73,-11.73,100.2,105.7,91.5,0.3,0.296,0.528,0.48,15,21.3,0.235,0.492,13.8,76,0.215,105,242,0.434,28,69,0.406,77,173,0.445,52,63,0.825,30,96,126,55,19,14,43,61,290,96.7,100,230,0.435,21,68,0.309,79,162,0.488,54,69,0.783,26,95,121,51,21,15,46,59,275,91.7,29.2,4,0,15.75,-0.92,14.83,114.8,98.2,94.7,0.298,0.246,0.562,0.509,11.2,27.9,0.254,0.464,12.9,83.7,0.231,137,321,0.427,24,95,0.253,113,226,0.5,74,97,0.763,27,129,156,79,31,17,54,83,372,93,155,342,0.453,38,84,0.452,117,258,0.453,87,102,0.853,50,139,189,89,33,23,49,86,435,108.8
