Visitor,Home,Prediction,Result,Prediction_Outcome
Houston Rockets,Atlanta Hawks,,,
Denver Nuggets,Detroit Pistons,,,
Chicago Bulls,Indiana Pacers,,,
Sacramento Kings,Milwaukee Bucks,,,
Minnesota Timberwolves,Oklahoma City Thunder,,,
Washington Wizards,Orlando Magic,,,
Cleveland Cavaliers,Philadelphia 76ers,,,
Los Angeles Clippers,San Antonio Spurs,,,
