Visitor,Home,Prediction,Result,Prediction_Outcome
Denver Nuggets,Atlanta Hawks,,,
Washington Wizards,Boston Celtics,,,
Milwaukee Bucks,Dallas Mavericks,,,
Oklahoma City Thunder,Detroit Pistons,,,
New Orleans Pelicans,Los Angeles Lakers,,,
Miami Heat,Memphis Grizzlies,,,
Portland Trail Blazers,New York Knicks,,,
