Visitor,Home,Prediction,Result,Prediction_Outcome
Indiana Pacers,Brooklyn Nets,0,1,0
Houston Rockets,Dallas Mavericks,1,0,0
Orlando Magic,Detroit Pistons,1,1,1
Charlotte Hornets,Miami Heat,1,0,0
Golden State Warriors,New Orleans Pelicans,0,0,1
Phoenix Suns,Oklahoma City Thunder,1,1,1
Cleveland Cavaliers,Toronto Raptors,0,0,1
Los Angeles Lakers,Utah Jazz,1,1,1
