Visitor,Home,Prediction,Result,Prediction_Outcome
Washington Wizards,Atlanta Hawks,,,
Miami Heat,Los Angeles Clippers,,,
Portland Trail Blazers,Los Angeles Lakers,,,
Phoenix Suns,Memphis Grizzlies,,,
Cleveland Cavaliers,Sacramento Kings,,,
