Visitor,Home,Prediction,Result,Prediction_Outcome
Toronto Raptors,Chicago Bulls,,,
Denver Nuggets,Charlotte Hornets,,,
Atlanta Hawks,Dallas Mavericks,,,
Sacramento Kings,Golden State Warriors,,,
Portland Trail Blazers,Houston Rockets,,,
Utah Jazz,Memphis Grizzlies,,,
Los Angeles Clippers,San Antonio Spurs,,,
