team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.2,40,8,13.13,-0.45,12.67,116.4,103.4,100.7,.271,.355,.604,.569,13.5,22.2,.214,.485,13.1,76.0,.195
San Antonio Spurs,29.7,36,12,8.25,-0.25,8.00,113.2,104.5,94.5,.278,.272,.576,.534,12.2,22.8,.226,.496,13.4,77.8,.202
Houston Rockets,27.4,36,16,6.08,-0.03,6.05,114.5,108.4,99.0,.285,.458,.586,.551,13.9,24.8,.218,.518,13.3,76.6,.202
Toronto Raptors,26.1,32,17,4.94,-0.18,4.76,114.1,109.0,95.4,.299,.291,.565,.518,11.1,25.2,.242,.515,14.2,75.0,.223
Cleveland Cavaliers,29.0,30,17,4.62,-0.33,4.28,112.5,107.8,96.8,.293,.391,.568,.531,12.6,23.4,.219,.512,12.5,75.9,.172
Los Angeles Clippers,30.1,30,18,3.96,-0.45,3.51,111.5,107.5,96.3,.303,.326,.568,.530,12.2,22.3,.227,.500,12.2,77.0,.217
Utah Jazz,26.6,31,18,3.80,-0.32,3.47,108.6,104.4,91.2,.303,.332,.562,.522,13.3,21.9,.229,.484,11.7,77.8,.189
Boston Celtics,25.9,28,20,2.50,-0.05,2.45,111.9,109.3,96.1,.252,.380,.565,.525,11.6,21.6,.206,.506,12.8,74.4,.224
Washington Wizards,26.0,27,21,1.94,-0.62,1.32,109.8,107.9,96.7,.238,.271,.561,.527,13.2,24.1,.186,.516,14.0,75.6,.213
Memphis Grizzlies,29.1,26,24,0.70,0.56,1.26,106.3,105.6,92.7,.282,.310,.530,.485,12.0,24.4,.220,.498,13.8,78.6,.271
Charlotte Hornets,26.7,27,22,1.22,-0.31,0.91,108.2,107.0,96.5,.291,.320,.544,.497,11.1,20.8,.233,.508,11.5,79.6,.165
Oklahoma City Thunder,24.5,25,24,0.51,0.37,0.88,107.1,106.6,97.9,.298,.300,.542,.502,13.5,25.9,.222,.505,12.5,77.8,.207
Milwaukee Bucks,25.5,24,23,0.06,-0.15,-0.08,109.1,109.0,95.4,.273,.278,.559,.522,13.1,23.1,.208,.513,13.3,75.6,.213
Minnesota Timberwolves,23.6,23,25,-0.52,-0.04,-0.56,109.4,109.9,94.7,.287,.268,.552,.509,13.5,26.9,.225,.525,13.3,77.2,.220
Denver Nuggets,25.3,22,25,-0.83,0.04,-0.80,111.8,112.6,98.2,.296,.308,.559,.519,13.4,28.5,.227,.527,10.8,78.7,.208
Atlanta Hawks,28.3,24,24,-0.21,-0.61,-0.82,105.5,105.7,97.1,.276,.305,.541,.507,13.8,23.9,.199,.508,14.0,75.6,.174
Chicago Bulls,27.5,24,25,-0.04,-0.79,-0.83,107.0,107.0,94.8,.285,.234,.522,.473,12.2,29.0,.229,.508,12.3,76.7,.164
Detroit Pistons,25.5,22,26,-1.08,0.25,-0.84,106.2,107.4,94.5,.219,.264,.528,.499,11.3,22.7,.161,.513,12.2,80.3,.210
Portland Trail Blazers,25.1,21,29,-2.22,0.78,-1.44,109.2,111.5,97.4,.270,.327,.555,.515,12.3,21.9,.212,.511,12.0,76.1,.251
Indiana Pacers,27.1,22,25,-0.70,-1.02,-1.72,107.6,108.3,97.4,.269,.267,.558,.514,13.0,19.6,.220,.510,13.9,74.8,.221
Dallas Mavericks,27.9,19,29,-3.02,0.92,-2.10,105.4,108.7,91.5,.215,.367,.538,.503,11.7,18.9,.173,.532,14.9,77.7,.229
Miami Heat,26.4,20,29,-2.51,0.27,-2.24,104.2,106.8,95.0,.251,.301,.526,.498,12.2,22.8,.170,.497,12.2,76.6,.206
New Orleans Pelicans,25.6,20,29,-2.71,0.38,-2.33,104.2,106.9,97.9,.250,.307,.531,.496,11.5,18.7,.187,.504,12.1,77.3,.175
Sacramento Kings,28.9,19,30,-3.10,0.37,-2.74,108.1,111.4,94.2,.306,.307,.553,.509,13.3,22.3,.237,.532,13.7,75.8,.237
New York Knicks,27.6,20,30,-2.86,-0.19,-3.05,108.2,111.1,96.6,.236,.285,.534,.496,12.5,27.5,.186,.507,11.5,75.1,.224
Phoenix Suns,25.8,16,32,-5.73,0.94,-4.79,106.2,112.0,99.0,.293,.265,.540,.495,13.7,26.4,.229,.529,13.7,76.7,.260
Philadelphia 76ers,25.0,16,31,-5.09,-0.28,-5.37,102.5,107.6,97.6,.252,.352,.539,.503,15.4,22.0,.192,.508,13.3,75.6,.223
Orlando Magic,25.7,16,34,-5.54,0.01,-5.54,103.6,109.4,96.0,.233,.305,.523,.493,12.1,21.6,.168,.517,12.0,77.2,.196
Los Angeles Lakers,25.9,16,35,-6.20,0.49,-5.71,106.3,112.7,97.8,.267,.298,.537,.498,13.6,25.4,.204,.535,12.5,75.3,.206
Brooklyn Nets,26.3,11,37,-9.13,0.63,-8.50,103.7,112.6,101.7,.276,.380,.550,.508,14.8,19.3,.219,.524,11.4,75.8,.203
