team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.2,30,7,11.86,-0.60,11.27,116.1,104.4,100.4,.273,.355,.602,.566,13.4,22.1,.217,.484,12.8,74.8,.201
San Antonio Spurs,29.8,27,9,8.25,-0.07,8.19,112.8,104.0,93.8,.270,.269,.577,.534,12.7,23.6,.222,.496,13.5,78.0,.193
Houston Rockets,27.3,28,10,7.68,-0.35,7.33,115.4,107.7,98.2,.273,.459,.588,.555,13.9,26.1,.206,.507,12.9,75.8,.200
Toronto Raptors,26.1,25,10,6.89,0.37,7.25,115.5,108.3,95.0,.303,.285,.569,.523,10.9,25.8,.245,.514,14.5,73.7,.209
Cleveland Cavaliers,29.1,25,10,6.77,0.00,6.77,113.6,106.6,96.5,.299,.387,.569,.531,12.3,23.9,.227,.505,12.4,76.0,.169
Los Angeles Clippers,30.1,26,13,5.28,-0.57,4.71,111.8,106.3,96.2,.313,.324,.567,.527,12.2,22.2,.237,.495,12.5,76.5,.221
Utah Jazz,26.4,23,14,3.70,-0.27,3.43,108.8,104.8,90.9,.294,.338,.567,.528,13.6,21.6,.224,.480,11.3,76.8,.187
Boston Celtics,25.9,21,15,2.19,-0.13,2.07,110.7,108.4,95.9,.252,.371,.559,.519,11.7,21.3,.203,.503,13.1,74.1,.226
Milwaukee Bucks,25.5,20,15,2.29,-0.23,2.06,109.5,107.1,95.4,.271,.286,.562,.527,12.8,22.2,.205,.500,12.9,76.1,.212
Charlotte Hornets,26.7,21,16,2.22,-0.62,1.60,108.5,106.2,96.7,.303,.311,.543,.497,10.8,20.9,.236,.504,11.5,79.3,.161
Oklahoma City Thunder,24.6,20,17,1.19,-0.15,1.04,108.1,106.9,97.4,.299,.299,.545,.507,13.2,26.5,.218,.507,12.5,78.0,.207
Memphis Grizzlies,28.6,20,19,0.49,0.25,0.74,105.1,104.5,92.8,.282,.306,.524,.478,12.0,24.0,.222,.496,14.2,78.7,.267
Detroit Pistons,25.6,19,19,-0.03,0.28,0.26,106.0,106.0,94.0,.221,.262,.525,.494,11.1,22.8,.165,.504,11.9,80.5,.205
Chicago Bulls,27.7,19,17,0.44,-0.52,-0.08,107.3,106.9,94.2,.277,.233,.520,.473,12.2,30.0,.222,.503,12.2,75.7,.164
Washington Wizards,26.1,17,18,-0.74,-0.27,-1.02,108.1,108.9,96.6,.249,.265,.554,.518,13.2,23.5,.194,.529,14.4,76.2,.212
Atlanta Hawks,28.3,17,19,-0.89,-0.26,-1.15,104.4,105.3,97.6,.265,.303,.539,.506,14.3,24.3,.190,.508,14.0,76.5,.172
Indiana Pacers,27.1,18,19,-0.78,-1.06,-1.85,106.8,107.6,97.5,.268,.264,.551,.506,12.6,19.6,.219,.504,13.5,74.4,.211
Minnesota Timberwolves,23.6,16,20,-1.78,-0.07,-1.85,108.9,110.8,94.4,.283,.277,.545,.502,13.4,27.8,.222,.530,13.5,76.8,.223
Portland Trail Blazers,25.1,15,23,-3.37,0.96,-2.41,109.6,113.1,97.5,.284,.335,.561,.520,12.5,21.5,.222,.515,11.8,75.6,.260
Sacramento Kings,28.9,15,21,-2.47,-0.15,-2.62,107.4,110.0,94.3,.290,.298,.545,.502,12.7,22.0,.225,.527,13.9,76.1,.234
New York Knicks,27.6,15,21,-2.81,0.18,-2.63,107.8,110.7,97.1,.241,.280,.533,.495,12.5,26.8,.189,.507,11.8,74.7,.229
Denver Nuggets,25.2,15,21,-2.86,0.14,-2.72,109.5,112.4,97.8,.295,.311,.548,.508,13.7,28.1,.223,.526,10.7,79.1,.217
New Orleans Pelicans,25.5,14,23,-3.27,0.53,-2.74,102.7,106.0,97.7,.259,.296,.526,.488,11.7,18.1,.196,.500,12.0,77.7,.175
Dallas Mavericks,27.6,12,24,-5.17,1.44,-3.73,104.0,109.6,91.4,.220,.366,.531,.495,12.0,19.4,.175,.538,14.9,78.1,.226
Miami Heat,26.2,14,24,-4.00,0.09,-3.91,103.2,107.4,94.6,.248,.294,.517,.490,12.3,24.1,.166,.498,12.1,76.1,.205
Los Angeles Lakers,26.0,14,26,-4.93,0.54,-4.39,107.3,112.3,98.0,.276,.301,.542,.501,13.7,26.1,.213,.537,12.8,75.6,.209
Orlando Magic,25.6,13,25,-4.50,-0.49,-4.99,103.5,108.3,95.1,.229,.305,.520,.491,11.9,22.0,.164,.509,11.9,76.5,.190
Phoenix Suns,25.9,12,25,-6.08,0.43,-5.65,104.1,110.1,100.0,.286,.267,.531,.488,14.0,26.0,.219,.522,14.0,77.4,.262
Philadelphia 76ers,25.1,9,25,-7.12,-0.32,-7.44,101.1,108.3,96.8,.240,.354,.532,.498,15.3,21.5,.181,.507,12.7,75.5,.223
Brooklyn Nets,26.5,9,26,-8.63,0.81,-7.82,103.3,111.7,101.7,.289,.384,.548,.505,15.1,20.2,.226,.519,11.8,75.4,.204
