Visitor,Home,Prediction,Result,Prediction_Outcome
Philadelphia 76ers,Dallas Mavericks,,,
Brooklyn Nets,Golden State Warriors,,,
Sacramento Kings,Memphis Grizzlies,,,
Chicago Bulls,Toronto Raptors,,,
