team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Golden State Warriors,43.8,86.5,12.1,31.4,31.6,55.2,18.7,23.5,.795,9.1,34.9,44.1,31.5,9.6,6.4,14.8,19.6,118.4
Portland Trail Blazers,39.9,88.0,10.9,30.2,29.0,57.8,18.6,23.3,.800,9.1,33.9,43.1,22.1,6.6,4.8,13.8,22.7,109.4
Oklahoma City Thunder,40.2,88.3,8.8,25.7,31.4,62.6,17.5,23.8,.736,10.5,34.7,45.2,21.9,7.8,5.2,15.8,20.8,106.8
Los Angeles Clippers,38.8,82.2,9.9,25.6,28.9,56.6,22.5,29.8,.753,8.7,34.2,42.9,22.3,9.4,5.0,12.2,19.9,110.1
Los Angeles Lakers,40.1,87.0,9.7,26.6,30.4,60.4,18.2,22.8,.801,10.5,32.5,43.1,22.0,8.6,3.8,16.1,21.4,108.2
Phoenix Suns,39.4,88.8,7.1,22.6,32.2,66.2,19.8,26.5,.747,11.4,35.1,46.4,18.9,8.9,4.3,16.4,25.6,105.6
San Antonio Spurs,37.8,81.2,8.9,22.2,28.9,59.0,20.0,23.8,.840,9.1,32.8,41.8,23.1,7.8,5.9,12.4,18.2,104.4
Indiana Pacers,40.3,88.6,8.2,23.2,32.1,65.4,15.5,20.0,.774,9.4,33.4,42.8,22.8,9.6,6.3,15.2,20.4,104.2
New Orleans Pelicans,38.8,86.1,8.1,24.4,30.7,61.8,18.2,23.8,.767,7.3,35.7,43.0,23.6,8.2,6.9,13.5,19.5,104.0
Detroit Pistons,38.4,86.7,6.2,19.3,32.2,67.3,14.6,19.0,.766,9.6,34.1,43.7,20.4,7.2,3.8,11.5,17.2,97.5
Houston Rockets,39.4,84.9,13.8,37.1,25.6,47.9,15.9,21.3,.750,11.4,32.7,44.1,24.7,7.1,4.8,16.9,20.1,108.5
Toronto Raptors,39.6,85.6,8.3,23.4,31.3,62.3,20.9,25.9,.809,10.9,31.4,42.4,19.2,8.9,4.3,11.8,22.3,108.3
Denver Nuggets,38.3,88.3,8.8,25.0,29.4,63.3,20.9,28.1,.742,12.6,37.3,49.9,21.5,6.7,4.4,16.3,20.6,106.2
Charlotte Hornets,38.0,86.3,10.4,29.2,27.6,57.1,19.4,26.4,.737,8.9,36.6,45.4,24.2,7.0,5.3,11.6,17.1,105.8
Chicago Bulls,39.1,88.4,7.3,21.2,31.9,67.2,19.8,24.3,.815,13.8,35.3,49.1,21.3,7.6,5.0,13.1,17.2,105.3
Boston Celtics,38.6,86.2,11.1,30.8,27.6,55.4,15.7,20.4,.768,9.8,33.0,42.8,24.3,7.4,4.8,12.8,21.1,104.0
Memphis Grizzlies,34.9,82.4,8.5,25.1,26.4,57.4,19.4,24.4,.795,9.8,32.8,42.6,19.7,7.9,5.7,14.4,24.0,97.6
New York Knicks,39.9,89.1,8.9,25.1,31.1,64.0,14.6,18.8,.774,11.8,33.7,45.5,22.1,7.4,5.3,14.2,21.8,103.3
Minnesota Timberwolves,37.5,83.6,8.5,23.9,29.0,59.8,19.6,25.8,.760,11.8,30.3,42.1,21.5,8.3,4.9,14.9,21.8,103.1
Utah Jazz,35.6,78.7,8.8,26.0,26.9,52.7,16.6,21.8,.762,8.1,35.5,43.5,17.8,6.2,5.2,12.7,20.0,96.6
Sacramento Kings,37.2,82.4,8.2,23.4,29.0,58.9,19.9,25.4,.786,9.1,32.0,41.1,21.9,6.9,3.9,14.3,21.7,102.5
Atlanta Hawks,38.4,83.6,8.6,25.4,29.8,58.3,16.8,23.9,.704,10.6,34.9,45.5,23.8,9.6,5.4,17.4,17.3,102.1
Brooklyn Nets,37.5,85.6,11.1,34.1,26.5,51.5,18.7,23.9,.785,9.3,34.0,43.3,20.7,8.0,4.4,17.1,19.9,104.9
Cleveland Cavaliers,39.8,87.4,13.9,34.9,25.9,52.5,18.5,24.0,.771,10.4,35.6,46.0,23.6,7.0,5.0,12.9,18.0,112.0
Philadelphia 76ers,36.4,84.0,10.2,28.6,26.2,55.4,14.6,19.9,.733,8.0,35.3,43.3,22.0,8.3,5.9,17.9,21.9,97.5
Washington Wizards,39.3,87.2,7.2,21.5,32.1,65.7,16.3,21.3,.768,11.4,31.3,42.7,20.7,8.4,4.1,14.3,21.7,102.1
Miami Heat,36.3,85.9,8.6,25.3,27.8,60.6,14.4,21.5,.669,11.9,33.2,45.1,19.3,7.1,6.3,13.6,20.9,95.6
Orlando Magic,34.6,84.7,7.9,24.9,26.7,59.8,14.7,20.6,.714,11.1,34.1,45.3,20.1,6.0,5.8,13.9,17.6,91.9
Milwaukee Bucks,38.6,85.7,8.2,24.6,30.4,61.1,16.1,20.7,.779,10.3,33.9,44.1,24.3,8.8,5.0,14.9,21.9,101.5
Dallas Mavericks,34.1,83.3,9.1,29.3,25.0,53.9,14.1,17.8,.794,9.1,31.3,40.4,18.1,7.9,4.1,13.3,19.4,91.5
