Visitor,Home,Prediction,Result,Prediction_Outcome
Miami Heat,Detroit Pistons,,,
New York Knicks,Indiana Pacers,,,
Memphis Grizzlies,Los Angeles Clippers,,,
Oklahoma City Thunder,San Antonio Spurs,,,
Philadelphia 76ers,Toronto Raptors,,,
