Visitor,Home,Prediction,Result,Prediction_Outcome
Phoenix Suns,Denver Nuggets,,,
Indiana Pacers,Minnesota Timberwolves,,,
Dallas Mavericks,Oklahoma City Thunder,,,
Los Angeles Lakers,Utah Jazz,,,
