team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,25,4,13.52,-1.09,12.43,116.6,103.2,100.0,.273,.357,.599,.564,13.0,22.8,.214,.478,13.1,75.0,.207
Toronto Raptors,26.1,22,6,9.29,0.16,9.45,117.6,107.9,95.1,.307,.285,.581,.535,11.0,25.8,.249,.509,14.3,73.6,.210
Cleveland Cavaliers,29.2,20,7,7.78,0.25,8.03,114.9,106.8,95.9,.292,.394,.579,.543,12.4,23.5,.221,.500,12.0,74.8,.165
Los Angeles Clippers,30.0,22,7,8.34,-0.66,7.69,113.3,104.7,96.3,.323,.319,.572,.531,11.7,22.8,.245,.495,13.3,77.5,.215
Houston Rockets,27.3,21,9,7.20,-0.29,6.92,114.5,107.2,97.7,.266,.447,.582,.552,14.1,26.9,.197,.508,13.3,76.6,.206
San Antonio Spurs,29.8,20,8,6.14,0.07,6.21,110.6,104.1,94.0,.276,.274,.569,.525,12.8,22.0,.226,.494,13.4,77.8,.194
Utah Jazz,26.4,19,11,4.20,-0.07,4.13,108.9,104.3,91.0,.296,.345,.568,.529,13.3,20.6,.227,.475,11.1,77.3,.192
Boston Celtics,25.8,16,12,1.79,0.06,1.84,108.7,106.8,95.6,.246,.362,.548,.510,11.5,21.1,.194,.494,13.1,74.2,.221
Milwaukee Bucks,25.5,15,12,1.11,0.17,1.28,107.3,106.2,96.1,.262,.290,.549,.513,13.0,22.9,.199,.491,13.0,76.0,.221
Charlotte Hornets,26.7,16,13,1.83,-0.60,1.23,106.7,104.9,96.7,.299,.322,.536,.494,11.0,20.4,.226,.503,11.7,80.0,.150
Oklahoma City Thunder,24.7,16,13,1.38,-0.56,0.82,107.1,105.7,98.0,.287,.295,.541,.505,13.5,26.0,.208,.504,12.7,77.9,.196
Chicago Bulls,27.8,16,12,1.82,-1.02,0.81,107.1,105.1,94.7,.278,.225,.522,.474,12.3,29.3,.222,.497,12.0,75.8,.150
Detroit Pistons,25.7,16,15,0.52,0.02,0.54,105.0,104.5,93.3,.219,.252,.522,.490,11.2,22.2,.165,.495,11.7,79.8,.195
Memphis Grizzlies,28.3,15,16,-0.03,0.18,0.15,102.0,102.0,92.8,.283,.298,.510,.463,12.6,24.3,.222,.485,14.4,79.6,.268
Washington Wizards,26.1,13,15,-0.79,-0.15,-0.94,107.8,108.6,96.6,.257,.255,.547,.509,12.8,24.5,.199,.528,14.6,74.8,.206
Minnesota Timberwolves,23.6,12,16,-2.21,0.40,-1.81,108.4,110.7,95.1,.296,.276,.544,.499,13.6,27.9,.231,.524,13.3,76.7,.237
Atlanta Hawks,28.3,13,16,-1.93,0.02,-1.92,103.9,105.9,98.2,.265,.307,.542,.511,14.8,24.0,.189,.513,14.0,76.8,.166
Sacramento Kings,28.8,12,17,-2.14,0.15,-1.99,106.6,108.8,94.8,.299,.290,.540,.496,12.9,22.4,.230,.518,13.9,75.7,.241
Denver Nuggets,25.2,12,17,-2.17,-0.03,-2.20,108.5,110.7,98.0,.299,.301,.541,.501,13.9,28.9,.222,.521,11.1,79.7,.219
New York Knicks,27.4,12,16,-2.71,0.39,-2.32,107.8,110.6,97.0,.242,.284,.535,.497,12.4,25.8,.189,.503,11.8,73.9,.237
Miami Heat,26.2,11,18,-3.17,0.67,-2.50,103.3,106.6,94.3,.256,.291,.511,.484,12.0,25.3,.170,.490,11.9,76.1,.208
Indiana Pacers,27.2,13,17,-1.70,-0.84,-2.54,105.4,107.1,97.8,.261,.263,.543,.500,12.8,19.9,.211,.506,14.0,74.7,.213
Portland Trail Blazers,25.1,12,19,-3.48,0.61,-2.88,110.5,114.1,97.9,.282,.338,.560,.518,12.1,22.3,.223,.519,11.7,75.5,.265
New Orleans Pelicans,25.5,11,20,-4.35,0.43,-3.92,103.0,107.3,98.0,.267,.288,.527,.488,11.8,18.5,.201,.507,11.9,77.6,.179
Dallas Mavericks,27.5,9,20,-5.83,1.40,-4.43,102.6,108.9,91.2,.217,.361,.525,.488,12.1,19.2,.173,.535,15.1,77.9,.229
Orlando Magic,25.5,10,20,-4.77,-0.44,-5.20,102.6,107.5,95.0,.253,.299,.515,.483,11.8,21.4,.180,.504,11.6,76.9,.188
Los Angeles Lakers,26.1,10,21,-6.06,0.76,-5.31,106.1,112.2,98.7,.267,.295,.539,.499,14.2,26.0,.206,.534,12.7,74.9,.204
Phoenix Suns,26.0,8,21,-7.00,-0.03,-7.03,103.9,110.7,100.7,.290,.275,.531,.488,13.6,25.1,.220,.522,13.7,77.8,.270
Brooklyn Nets,26.5,7,20,-7.81,0.04,-7.78,104.0,111.6,101.7,.302,.387,.546,.500,14.8,21.2,.235,.522,12.1,74.9,.202
Philadelphia 76ers,25.2,7,21,-7.71,-0.11,-7.83,100.0,107.8,96.7,.232,.355,.527,.495,15.3,21.2,.171,.504,12.2,75.9,.214
