"team_name","age","wins_pyth","losses_pyth","mov","sos","srs","off_rtg","def_rtg","pace","fta_per_fga_pct","fg3a_per_fga_pct","ts_pct","efg_pct","tov_pct","orb_pct","ft_rate","opp_efg_pct","opp_tov_pct","drb_pct","opp_ft_rate","opp_mp","opp_fg_pct","opp_avg_dist","opp_fg2a_pct_fga","opp_pct_fga_00_03","opp_pct_fga_03_10","opp_pct_fga_10_16","opp_pct_fga_16_xx","opp_fg3a_pct_fga","opp_fg2_pct","opp_fg_pct_00_03","opp_fg_pct_03_10","opp_fg_pct_10_16","opp_fg_pct_16_xx","opp_fg3_pct","opp_fg2_pct_ast","opp_pct_fg2_dunk","opp_fg2_dunk","opp_pct_fg2_layup","opp_fg2_layup","opp_fg3_pct_ast","opp_pct_fg3a_corner","opp_fg3_pct_corner","opp_fg","opp_fga","opp_fg3","opp_fg3a","opp_fg2","opp_fg2a","opp_ft","opp_fta","opp_ft_pct","opp_orb","opp_drb","opp_trb","opp_ast","opp_stl","opp_blk","opp_tov","opp_pf","opp_pts","fg_pct","avg_dist","fg2a_pct_fga","pct_fga_00_03","pct_fga_03_10","pct_fga_10_16","pct_fga_16_xx","fg3a_pct_fga","fg2_pct","fg_pct_00_03","fg_pct_03_10","fg_pct_10_16","fg_pct_16_xx","fg3_pct","fg2_pct_ast","pct_fg2_dunk","fg2_dunk","pct_fg2_layup","fg2_layup","fg3_pct_ast","pct_fg3a_corner","fg3_pct_corner","fg3a_heave","fg3_heave","fg","fga","fg3","fg3a","fg2","fg2a","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts"
"Golden State Warriors",28.1,25,4,13.52,-1.09,12.43,116.6,103.2,100,0.273,0.357,0.599,0.564,13,22.8,0.214,0.478,13.1,75,0.207,7010,0.431,13.5,0.694,0.276,0.161,0.099,0.158,0.306,0.479,0.622,0.356,0.414,0.394,0.322,0.479,0.043,95,0.244,350,0.831,0.215,0.364,38.3,89.3,8.9,27.6,29.4,61.8,18.5,24.2,0.764,12,32.2,44.1,21.3,8.4,3.6,15.1,20.5,103.9,0.498,14.3,0.64,0.294,0.107,0.11,0.13,0.36,0.563,0.708,0.422,0.428,0.465,0.381,0.669,0.071,165,0.233,358,0.866,0.204,0.383,11,0,43.4,87.5,11.9,31.2,31.5,56.3,18.8,23.9,0.785,9.5,35.8,45.3,31.3,9.4,6.4,14.7,19.9,117.4
"Toronto Raptors",26.1,22,6,9.29,0.16,9.45,117.6,107.9,95.1,0.307,0.285,0.581,0.535,11,25.8,0.249,0.509,14.3,73.6,0.21,6745,0.453,13.4,0.663,0.283,0.171,0.09,0.12,0.337,0.51,0.646,0.402,0.399,0.43,0.342,0.497,0.056,117,0.259,322,0.854,0.222,0.367,37.9,83.9,9.6,28.4,28.2,55.5,17.6,23.3,0.759,11.3,31.5,42.8,22.2,6.2,4.2,15.6,20.9,103,0.48,13.4,0.712,0.244,0.179,0.124,0.166,0.288,0.514,0.642,0.478,0.452,0.408,0.395,0.403,0.046,97,0.217,285,0.812,0.277,0.41,4,1,40.8,85.1,9.6,24.2,31.1,60.9,21.2,26.1,0.811,11,31.5,42.5,20.4,9,4.6,11.9,21.3,112.3
"Cleveland Cavaliers",29.2,20,7,7.78,0.25,8.03,114.9,106.8,95.9,0.292,0.394,0.579,0.543,12.4,23.5,0.221,0.5,12,74.8,0.165,6505,0.443,13.5,0.685,0.282,0.15,0.109,0.144,0.315,0.484,0.628,0.334,0.411,0.414,0.355,0.516,0.036,69,0.246,317,0.847,0.205,0.343,39.2,88.3,9.8,27.7,29.4,60.6,14.6,19.3,0.756,11.5,32.1,43.7,23.5,7,4.7,13.1,21.9,102.8,0.464,14.6,0.605,0.27,0.118,0.098,0.12,0.395,0.505,0.657,0.331,0.454,0.377,0.401,0.435,0.056,103,0.222,273,0.841,0.275,0.472,4,0,39.2,84.6,13.6,33.3,25.6,51.3,18.7,24.7,0.756,9.9,34.3,44.1,22.6,6.9,4.4,13.5,18.1,110.6
"Los Angeles Clippers",30,22,7,8.34,-0.66,7.69,113.3,104.7,96.3,0.323,0.319,0.572,0.531,11.7,22.8,0.245,0.495,13.3,77.5,0.215,7010,0.444,13.4,0.722,0.253,0.167,0.129,0.172,0.278,0.476,0.657,0.417,0.367,0.35,0.363,0.494,0.045,99,0.224,311,0.824,0.227,0.336,37.4,84.4,8.6,24,28.9,60.4,18.1,23.9,0.758,9.9,32.3,42.2,21.3,6.8,3.1,14.6,23.6,101.6,0.467,14.2,0.684,0.269,0.118,0.086,0.21,0.316,0.507,0.652,0.338,0.414,0.455,0.38,0.503,0.061,127,0.222,302,0.78,0.217,0.416,5,0,39.5,84.1,10.3,26.9,29.2,57.2,20.6,27.2,0.759,9.6,34.1,43.6,22.9,8.3,4.6,12.7,20.6,109.9
"Houston Rockets",27.3,21,9,7.2,-0.29,6.92,114.5,107.2,97.7,0.266,0.447,0.582,0.552,14.1,26.9,0.197,0.508,13.3,76.6,0.206,7275,0.451,13.3,0.688,0.274,0.179,0.091,0.142,0.312,0.496,0.677,0.385,0.383,0.359,0.354,0.464,0.042,96,0.248,381,0.858,0.24,0.412,39.2,86.6,9.6,26.9,29.6,59.7,17.8,22.9,0.777,10.2,31.5,41.7,21.8,8.7,5.1,14.8,19.3,105.8,0.468,14.3,0.551,0.312,0.143,0.041,0.056,0.449,0.537,0.671,0.357,0.38,0.38,0.383,0.542,0.072,155,0.264,391,0.775,0.206,0.387,7,0,40.6,86.9,14.7,38.9,25.9,48.1,17.1,23.1,0.742,11.6,33.5,45.1,25.5,8.1,4.8,16,19.9,113
"San Antonio Spurs",29.8,20,8,6.14,0.07,6.21,110.6,104.1,94,0.276,0.274,0.569,0.525,12.8,22,0.226,0.494,13.4,77.8,0.194,6720,0.446,13.2,0.7,0.286,0.157,0.103,0.154,0.3,0.492,0.595,0.403,0.443,0.421,0.341,0.511,0.049,94,0.251,304,0.833,0.259,0.329,36.7,82.7,8.4,25.2,28.4,57.5,16.1,20.6,0.779,9.5,32,41.5,21.6,7.6,4,14.3,19.5,97.9,0.469,13.6,0.727,0.245,0.16,0.114,0.209,0.273,0.495,0.633,0.406,0.393,0.456,0.4,0.54,0.048,90,0.208,265,0.888,0.267,0.46,6,0,38.3,81.5,9,22.4,29.2,59.2,18.5,22.5,0.819,9,33.4,42.4,23.7,8.2,5.5,13.4,17.9,104
"Utah Jazz",26.4,19,11,4.2,-0.07,4.13,108.9,104.3,91,0.296,0.345,0.568,0.529,13.3,20.6,0.227,0.475,11.1,77.3,0.192,7200,0.424,12.5,0.729,0.311,0.164,0.104,0.149,0.271,0.45,0.573,0.337,0.337,0.397,0.354,0.411,0.046,94,0.267,322,0.817,0.196,0.387,35.4,83.1,8.1,22.5,27.3,60.6,16,21,0.762,10.1,31,41.2,17.8,7,3.6,11.5,20.3,94.9,0.471,13.5,0.658,0.292,0.145,0.097,0.124,0.342,0.526,0.662,0.452,0.448,0.353,0.366,0.434,0.061,122,0.234,304,0.79,0.228,0.361,5,0,36,77.1,9.6,26.6,26.3,50.5,17.5,22.8,0.768,8.1,34.4,42.5,19,6.1,5.4,13.4,19.7,99.1
"Boston Celtics",25.8,16,12,1.79,0.06,1.84,108.7,106.8,95.6,0.246,0.362,0.548,0.51,11.5,21.1,0.194,0.494,13.1,74.2,0.221,6745,0.443,13.4,0.689,0.278,0.168,0.098,0.144,0.311,0.49,0.607,0.431,0.393,0.395,0.338,0.506,0.039,81,0.248,315,0.842,0.215,0.359,37.4,84.8,9,26.4,28.4,58.4,18.8,24.6,0.761,11.4,34.9,46.3,22,7.5,5.3,14.4,19.5,102.5,0.447,13.9,0.641,0.292,0.141,0.073,0.134,0.359,0.499,0.61,0.367,0.426,0.441,0.354,0.555,0.027,59,0.278,369,0.861,0.212,0.463,8,0,38.3,85.9,11,31.1,27.3,54.8,16.7,21.1,0.79,9.4,32.6,42,24.6,7.5,4.6,12.4,20.4,104.3
"Milwaukee Bucks",25.5,15,12,1.11,0.17,1.28,107.3,106.2,96.1,0.262,0.29,0.549,0.513,13,22.9,0.199,0.491,13,76,0.221,6530,0.43,13.5,0.653,0.299,0.141,0.097,0.117,0.347,0.486,0.615,0.389,0.379,0.361,0.326,0.545,0.042,78,0.256,308,0.896,0.274,0.384,36.9,85.5,10.1,29.9,26.8,55.6,18.9,24.1,0.783,10.9,33.2,44.1,23.5,7.6,5.1,14.3,19.3,102.8,0.462,11.9,0.71,0.353,0.171,0.074,0.111,0.29,0.507,0.64,0.376,0.329,0.405,0.352,0.533,0.076,148,0.276,329,0.917,0.261,0.323,4,0,39.2,84.8,8.6,24.6,30.6,60.2,16.9,22.2,0.761,9.9,34.5,44.3,24.2,8.2,5.5,14.1,20.6,103.9
"Charlotte Hornets",26.7,16,13,1.83,-0.6,1.23,106.7,104.9,96.7,0.299,0.322,0.536,0.494,11,20.4,0.226,0.503,11.7,80,0.15,7035,0.442,14,0.658,0.287,0.115,0.091,0.165,0.342,0.492,0.582,0.44,0.453,0.393,0.344,0.514,0.034,77,0.256,347,0.87,0.218,0.357,39.3,88.6,10.6,30.4,28.7,58.2,13.3,17.5,0.76,9.1,35.9,45,24,6.9,5.6,12.8,20.9,102.5,0.436,13.7,0.676,0.286,0.14,0.093,0.157,0.324,0.475,0.601,0.408,0.374,0.369,0.353,0.566,0.028,64,0.264,356,0.796,0.148,0.374,6,0,37.5,85.9,9.9,27.7,27.7,58.2,19.4,25.7,0.757,9.2,36.5,45.7,23.6,6.5,4.9,12,16.9,104.3
"Oklahoma City Thunder",24.7,16,13,1.38,-0.56,0.82,107.1,105.7,98,0.287,0.295,0.541,0.505,13.5,26,0.208,0.504,12.7,77.9,0.196,7060,0.449,12.1,0.703,0.328,0.182,0.093,0.101,0.297,0.494,0.63,0.367,0.382,0.387,0.343,0.462,0.053,110,0.283,383,0.846,0.248,0.362,39.6,87.3,8.9,25.7,30.7,61.6,17.1,23,0.744,9.8,31.8,41.6,21.9,8.2,5.2,14.1,20.4,105.1,0.455,11.8,0.71,0.354,0.146,0.115,0.095,0.29,0.506,0.623,0.394,0.406,0.362,0.33,0.477,0.065,135,0.289,387,0.836,0.297,0.379,8,1,39.9,87.4,8.5,25.8,31.4,61.6,18.2,25.1,0.724,11.2,34.6,45.8,21.7,7.9,5,15.3,20.2,106.5
"Chicago Bulls",27.8,16,12,1.82,-1.02,0.81,107.1,105.1,94.7,0.278,0.225,0.522,0.474,12.3,29.3,0.222,0.497,12,75.8,0.15,6720,0.447,12.6,0.724,0.305,0.167,0.1,0.151,0.276,0.478,0.607,0.396,0.377,0.375,0.366,0.536,0.053,111,0.272,333,0.874,0.253,0.358,39,87.1,8.4,23.9,30.6,63.2,13.1,17.9,0.729,11.1,32.2,43.3,23.8,7.6,4.9,13,19.2,99.6,0.436,12.2,0.773,0.296,0.177,0.121,0.179,0.227,0.475,0.577,0.494,0.37,0.357,0.303,0.492,0.038,75,0.272,331,0.838,0.232,0.347,4,0,38.1,86.6,6,19.5,32.1,67.1,19.3,24,0.801,13.3,34.7,48,21.2,7.5,5.4,13.6,17.2,101.4
"Detroit Pistons",25.7,16,15,0.52,0.02,0.54,105,104.5,93.3,0.219,0.252,0.522,0.49,11.2,22.2,0.165,0.495,11.7,79.8,0.195,7440,0.441,13.3,0.711,0.261,0.173,0.115,0.162,0.289,0.484,0.628,0.397,0.407,0.399,0.335,0.512,0.03,65,0.234,336,0.848,0.23,0.34,36.6,82.3,8.1,23.7,28.5,58.5,16.1,20.8,0.772,8.6,34.3,43,21.8,6.8,4.5,12.1,16.9,97.5,0.451,12.7,0.751,0.251,0.2,0.14,0.159,0.249,0.487,0.643,0.391,0.436,0.406,0.345,0.462,0.043,101,0.21,308,0.851,0.222,0.406,11,0,38.3,85.6,7.2,21.6,31.1,64,14.1,18.7,0.753,9.8,34.3,44.1,20.7,6.7,3.6,11.8,17.4,98
"Memphis Grizzlies",28.3,15,16,-0.03,0.18,0.15,102,102,92.8,0.283,0.298,0.51,0.463,12.6,24.3,0.222,0.485,14.4,79.6,0.268,7615,0.43,13.9,0.654,0.28,0.151,0.085,0.138,0.346,0.478,0.616,0.383,0.373,0.366,0.338,0.455,0.039,82,0.254,321,0.82,0.23,0.381,33.4,78.2,9.2,27.3,24.2,50.9,20.9,28.5,0.736,8.6,34.3,42.8,18.7,6.9,5.7,15.3,21.4,96.9,0.414,13.2,0.705,0.294,0.159,0.098,0.155,0.295,0.453,0.545,0.429,0.374,0.35,0.321,0.487,0.034,70,0.273,334,0.827,0.215,0.4,9,0,34.9,84.4,8.2,25.2,26.7,59.2,18.7,23.9,0.784,11,33.5,44.5,20,8.6,5.1,13.7,24.5,96.8
