team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,11330,.450,13.8,.677,.267,.137,.112,.161,.323,.493,.592,.421,.410,.447,.360,.482,.042,150,.227,479,.825,.233,.427
Boston Celtics,11355,.454,13.5,.688,.279,.162,.095,.151,.312,.500,.618,.419,.418,.419,.351,.510,.042,152,.245,524,.852,.211,.375
Brooklyn Nets,11330,.464,13.3,.690,.285,.151,.103,.151,.310,.507,.617,.423,.402,.454,.369,.468,.051,197,.254,573,.785,.231,.384
Chicago Bulls,11545,.458,12.6,.721,.312,.156,.098,.155,.279,.494,.603,.404,.407,.422,.364,.535,.048,179,.281,611,.861,.247,.414
Charlotte Hornets,11595,.444,14.1,.650,.288,.115,.094,.154,.350,.493,.571,.436,.443,.415,.354,.508,.031,112,.260,570,.866,.220,.379
Cleveland Cavaliers,10875,.455,13.3,.677,.294,.151,.101,.130,.323,.501,.636,.378,.408,.413,.359,.533,.045,151,.251,566,.837,.240,.357
Dallas Mavericks,11115,.470,13.7,.687,.263,.147,.107,.170,.313,.503,.664,.423,.411,.380,.396,.479,.042,140,.222,491,.790,.257,.436
Denver Nuggets,11115,.473,13.3,.712,.280,.151,.110,.172,.288,.514,.636,.466,.453,.396,.371,.494,.048,180,.239,548,.837,.206,.430
Detroit Pistons,11330,.456,13.4,.704,.264,.163,.117,.160,.296,.494,.638,.384,.441,.405,.368,.544,.036,121,.231,522,.857,.228,.371
Golden State Warriors,11355,.432,13.6,.681,.274,.159,.101,.146,.319,.486,.627,.374,.395,.406,.318,.481,.045,171,.240,571,.834,.209,.354
Houston Rockets,12075,.459,13.4,.676,.285,.170,.082,.138,.324,.508,.685,.404,.356,.360,.359,.479,.046,186,.255,690,.813,.240,.386
Indiana Pacers,11165,.451,14.1,.659,.265,.145,.092,.157,.341,.504,.627,.444,.444,.388,.346,.497,.046,163,.248,541,.876,.252,.374
Los Angeles Clippers,11570,.445,13.5,.707,.263,.155,.125,.165,.293,.486,.649,.436,.373,.361,.344,.509,.047,174,.232,543,.844,.222,.362
Los Angeles Lakers,12000,.479,13.3,.681,.292,.150,.094,.145,.319,.533,.687,.436,.406,.403,.363,.527,.064,249,.240,643,.851,.210,.394
Memphis Grizzlies,11960,.436,14.0,.641,.279,.147,.083,.132,.359,.492,.614,.415,.381,.389,.337,.473,.042,146,.253,517,.831,.227,.389
Miami Heat,11595,.448,12.8,.716,.289,.164,.117,.146,.284,.487,.585,.441,.446,.377,.351,.459,.041,149,.254,522,.841,.248,.362
Milwaukee Bucks,11355,.451,13.4,.648,.312,.134,.091,.112,.352,.501,.622,.416,.363,.380,.358,.549,.052,175,.261,563,.885,.295,.402
Minnesota Timberwolves,11330,.470,13.0,.684,.315,.140,.091,.136,.316,.522,.650,.423,.409,.407,.358,.484,.060,215,.265,574,.859,.214,.400
New Orleans Pelicans,11430,.445,13.6,.664,.287,.154,.095,.128,.336,.491,.641,.377,.368,.378,.354,.504,.049,192,.249,592,.837,.221,.376
New York Knicks,11595,.451,12.8,.686,.319,.149,.087,.131,.314,.496,.599,.420,.403,.395,.351,.480,.050,184,.277,614,.843,.228,.425
Oklahoma City Thunder,11380,.455,12.1,.710,.326,.180,.094,.110,.290,.496,.618,.394,.393,.387,.354,.469,.053,189,.280,645,.844,.226,.372
Orlando Magic,11570,.462,12.9,.703,.312,.151,.106,.135,.297,.506,.619,.455,.387,.395,.356,.485,.061,208,.258,586,.826,.203,.416
Philadelphia 76ers,10900,.450,13.0,.703,.293,.154,.107,.148,.297,.489,.625,.357,.436,.393,.357,.478,.047,163,.255,546,.833,.213,.423
Phoenix Suns,11405,.469,13.2,.700,.295,.143,.111,.149,.300,.505,.642,.375,.442,.407,.386,.468,.046,167,.257,589,.826,.215,.462
Portland Trail Blazers,11670,.454,13.3,.696,.275,.166,.104,.153,.304,.485,.576,.433,.437,.410,.382,.442,.042,149,.237,501,.816,.199,.362
Sacramento Kings,11405,.463,14.1,.646,.250,.170,.080,.147,.354,.509,.646,.442,.420,.400,.378,.518,.050,163,.222,474,.846,.246,.438
San Antonio Spurs,11090,.446,13.0,.705,.294,.161,.099,.153,.295,.491,.611,.370,.422,.431,.337,.498,.050,169,.257,527,.838,.254,.333
Toronto Raptors,11330,.456,13.3,.670,.283,.173,.094,.120,.330,.502,.655,.395,.385,.386,.362,.498,.053,189,.257,551,.837,.227,.365
Utah Jazz,11785,.433,12.6,.727,.296,.169,.114,.147,.273,.463,.587,.367,.355,.407,.355,.413,.048,163,.251,526,.782,.197,.393
Washington Wizards,11115,.462,13.6,.678,.285,.145,.100,.148,.322,.508,.639,.389,.447,.414,.367,.506,.047,166,.246,537,.839,.224,.392
