team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Milwaukee Bucks,36.9,85.5,9.9,30.6,27.0,54.9,19.1,24.2,.790,10.6,33.3,43.9,23.6,8.0,5.5,14.6,19.7,102.7
Cleveland Cavaliers,39.6,89.4,9.8,28.0,29.8,61.3,14.5,19.0,.761,11.8,31.4,43.2,23.5,6.9,4.7,13.0,21.9,103.6
Chicago Bulls,38.9,87.4,8.8,24.4,30.1,63.0,13.2,18.1,.731,11.1,32.0,43.1,23.5,7.8,5.0,13.4,20.0,99.9
Dallas Mavericks,36.3,77.7,10.4,25.4,25.9,52.3,17.9,23.1,.773,8.1,36.6,44.7,21.3,6.7,3.7,15.3,19.6,100.9
Washington Wizards,39.0,83.5,10.2,26.8,28.7,56.7,17.8,25.0,.713,10.5,33.0,43.5,23.1,7.9,4.7,16.6,20.5,106.0
San Antonio Spurs,36.7,81.9,8.3,24.3,28.5,57.5,16.1,20.8,.776,9.1,32.7,41.8,21.4,7.3,4.0,14.3,19.8,97.8
Toronto Raptors,37.3,83.2,10.1,28.8,27.2,54.4,17.9,23.5,.761,11.0,31.7,42.7,22.0,6.1,4.2,15.7,20.7,102.7
Boston Celtics,37.2,84.7,9.2,26.7,28.0,58.1,19.5,25.2,.774,11.2,34.9,46.1,21.7,7.1,5.5,14.2,19.5,103.1
Utah Jazz,35.8,83.1,8.2,22.5,27.6,60.6,15.7,20.9,.751,9.9,31.3,41.2,18.1,6.8,3.9,11.9,20.1,95.5
Sacramento Kings,37.0,81.8,10.5,28.5,26.5,53.3,19.6,25.3,.773,10.1,33.7,43.7,22.6,7.8,6.1,15.4,22.1,104.0
Detroit Pistons,35.9,83.2,7.9,24.2,28.0,59.1,16.3,21.4,.762,9.2,34.4,43.6,20.9,6.3,4.6,12.2,16.5,96.0
Los Angeles Clippers,36.7,83.6,8.3,23.2,28.4,60.4,18.5,23.9,.773,9.5,32.8,42.4,20.8,6.9,3.0,15.3,23.7,100.0
Oklahoma City Thunder,39.1,88.5,8.7,26.2,30.4,62.3,17.7,23.9,.740,10.1,32.5,42.7,21.6,8.7,5.3,14.2,20.0,104.7
Miami Heat,37.6,84.5,7.6,21.7,30.0,62.9,17.7,22.2,.797,11.0,34.7,45.6,20.4,6.4,6.3,13.2,18.6,100.5
Memphis Grizzlies,34.0,78.8,9.2,27.2,24.8,51.6,20.4,27.6,.737,8.5,34.2,42.6,19.0,7.1,5.9,15.5,21.8,97.6
Charlotte Hornets,38.9,89.2,10.5,30.9,28.4,58.3,13.7,17.8,.766,9.3,36.1,45.3,23.5,6.8,5.2,12.8,21.4,101.9
Philadelphia 76ers,39.6,87.2,9.0,26.0,30.6,61.1,18.2,24.6,.739,10.9,35.4,46.3,22.0,8.7,5.6,13.3,19.4,106.3
Atlanta Hawks,39.0,87.3,9.8,27.0,29.3,60.3,14.5,18.9,.764,10.1,33.0,43.1,21.9,10.1,5.1,16.3,20.8,102.3
Minnesota Timberwolves,38.8,81.9,9.4,26.0,29.4,55.9,19.9,25.5,.780,9.6,31.7,41.3,21.5,7.9,5.1,14.7,21.0,106.9
New York Knicks,38.2,85.8,9.4,26.2,28.8,59.6,21.0,27.2,.773,11.8,33.0,44.8,20.8,7.9,4.6,13.1,18.4,106.9
Orlando Magic,38.4,85.6,8.0,23.5,30.4,62.1,15.3,20.3,.754,10.2,35.4,45.6,21.6,6.9,5.6,12.4,18.7,100.1
Brooklyn Nets,43.3,91.9,11.0,29.5,32.2,62.4,17.3,22.3,.778,11.4,36.9,48.2,25.0,10.4,5.5,14.5,21.2,114.9
Houston Rockets,38.9,86.0,9.8,27.4,29.2,58.6,18.1,22.8,.794,9.9,30.9,40.8,21.7,8.8,4.9,14.5,19.1,105.7
Golden State Warriors,39.0,90.5,8.8,27.5,30.2,63.0,19.1,24.4,.782,12.3,31.9,44.2,22.0,8.7,3.3,14.9,21.2,105.9
New Orleans Pelicans,40.1,90.0,10.3,29.5,29.9,60.5,15.8,20.5,.769,10.2,38.2,48.4,24.8,7.8,4.3,13.6,19.9,106.3
Indiana Pacers,39.5,87.1,10.4,30.5,29.0,56.6,18.3,23.0,.795,11.6,34.7,46.3,23.3,8.8,5.6,16.3,20.5,107.6
Phoenix Suns,40.0,86.4,9.8,25.3,30.2,61.1,23.1,29.5,.785,9.3,35.2,44.5,22.7,8.0,5.8,16.0,21.9,113.0
Denver Nuggets,40.5,88.0,8.6,24.5,31.8,63.5,19.2,24.8,.772,9.1,32.7,41.8,22.5,9.2,5.7,12.2,22.3,108.7
Los Angeles Lakers,41.7,87.0,10.0,28.2,31.8,58.8,17.3,23.2,.746,10.1,33.3,43.4,26.4,9.7,5.2,14.2,19.4,110.7
Portland Trail Blazers,39.9,87.2,9.5,25.7,30.4,61.6,22.4,28.6,.782,10.7,35.2,46.0,20.6,7.7,5.5,12.9,19.4,111.7
