team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
San Antonio Spurs,37.0,83.1,8.4,24.8,28.6,58.3,16.8,21.5,.782,9.6,31.6,41.2,21.3,7.6,4.1,14.3,20.1,99.2
Utah Jazz,35.8,82.3,8.1,22.7,27.7,59.7,15.6,20.4,.763,9.6,31.2,40.8,17.7,7.0,3.6,12.2,20.6,95.3
Dallas Mavericks,36.3,77.5,9.6,24.3,26.8,53.1,17.7,23.1,.769,8.5,35.4,44.0,20.5,6.3,3.4,15.3,19.3,100.0
Detroit Pistons,37.8,82.4,9.1,24.6,28.7,57.8,17.2,22.0,.781,8.2,34.2,42.4,23.1,7.0,4.3,12.8,17.2,101.8
Milwaukee Bucks,37.9,84.3,10.7,29.8,27.3,54.5,18.1,23.3,.776,10.5,32.2,42.7,24.4,7.6,5.3,14.5,19.5,104.6
Cleveland Cavaliers,39.9,88.0,10.1,28.3,29.8,59.7,14.9,19.3,.775,10.9,33.0,43.9,24.1,7.6,4.9,13.7,21.5,104.9
Washington Wizards,38.6,84.3,9.8,27.2,28.8,57.1,17.9,23.9,.749,10.5,31.8,42.4,22.8,7.6,4.2,15.5,19.3,105.0
Memphis Grizzlies,34.3,78.6,9.6,28.2,24.7,50.4,21.4,28.6,.746,8.9,33.5,42.4,19.7,6.7,5.1,14.7,21.0,99.5
Chicago Bulls,39.4,86.4,8.8,24.3,30.6,62.1,14.1,18.5,.761,10.3,32.3,42.6,23.8,7.4,4.9,13.2,19.3,101.6
Philadelphia 76ers,38.9,85.5,9.3,25.5,29.6,60.0,19.2,25.4,.756,10.9,33.8,44.7,22.1,8.5,5.0,14.7,20.1,106.1
Miami Heat,38.1,85.1,8.2,23.8,30.0,61.4,17.5,22.5,.780,10.2,34.5,44.7,20.3,6.6,5.2,13.3,18.7,101.9
Indiana Pacers,38.5,85.7,10.2,29.5,28.4,56.3,19.0,24.1,.789,11.1,34.1,45.2,23.0,8.4,5.2,15.5,20.4,106.3
Los Angeles Clippers,38.3,85.6,8.7,25.0,29.6,60.5,18.7,24.4,.769,10.4,32.8,43.2,22.4,7.2,3.4,13.3,22.3,104.1
Atlanta Hawks,39.4,87.5,10.3,28.6,29.0,58.9,15.2,19.7,.769,10.8,33.4,44.1,22.5,8.9,5.2,15.6,21.1,104.2
Golden State Warriors,39.0,90.0,9.2,28.7,29.8,61.2,17.7,23.1,.763,11.3,31.7,43.0,22.3,8.8,3.8,15.0,20.1,105.0
Minnesota Timberwolves,38.9,82.5,9.4,26.2,29.5,56.3,18.0,23.4,.771,9.3,31.1,40.4,22.4,7.9,5.2,14.2,20.7,105.1
Boston Celtics,38.8,85.4,9.2,26.6,29.6,58.8,19.0,24.9,.765,11.0,33.9,44.9,22.8,7.3,5.3,14.1,19.8,105.7
Sacramento Kings,37.9,81.6,11.0,29.4,26.9,52.1,19.3,24.8,.779,10.0,32.6,42.6,23.4,8.2,5.4,14.7,21.5,106.1
Charlotte Hornets,39.4,88.1,11.1,30.9,28.3,57.1,14.4,18.5,.781,9.2,35.3,44.5,24.0,7.0,6.0,12.4,20.2,104.3
Toronto Raptors,38.0,83.6,10.0,27.6,28.0,56.0,18.7,24.0,.780,10.6,32.5,43.2,22.2,6.4,4.6,15.4,20.6,104.7
Oklahoma City Thunder,39.5,86.4,8.7,24.8,30.7,61.6,18.0,24.0,.751,9.7,32.1,41.9,21.7,8.4,5.3,13.8,20.9,105.7
New Orleans Pelicans,40.1,89.7,10.6,29.8,29.5,59.9,15.6,20.3,.771,10.4,38.6,49.0,23.7,7.3,4.6,13.5,19.0,106.5
Denver Nuggets,41.9,88.3,9.5,25.4,32.4,62.9,18.3,23.1,.788,9.3,31.1,40.4,23.9,8.3,5.1,11.8,21.3,111.5
Orlando Magic,39.6,85.5,9.3,25.6,30.3,59.9,16.9,22.0,.768,9.7,35.4,45.1,22.8,7.4,5.2,13.1,18.7,105.5
Portland Trail Blazers,39.1,86.3,10.0,26.4,29.1,59.9,21.7,27.3,.795,10.4,34.6,45.0,21.3,8.0,5.3,13.4,19.5,110.0
Phoenix Suns,40.1,85.1,9.9,25.5,30.2,59.6,22.3,28.3,.789,9.9,33.2,43.1,22.2,8.0,5.6,15.4,21.8,112.3
New York Knicks,39.7,88.0,9.6,27.5,30.2,60.5,19.5,24.9,.783,11.3,33.2,44.5,22.5,7.7,4.7,13.0,18.4,108.5
Brooklyn Nets,42.7,92.0,10.5,28.5,32.2,63.5,18.7,24.4,.765,11.3,36.4,47.7,23.4,9.9,6.0,13.2,20.1,114.6
Houston Rockets,40.2,87.3,10.0,28.2,30.2,59.2,17.6,22.7,.776,10.2,32.3,42.5,22.9,8.8,5.0,15.0,20.0,108.0
Los Angeles Lakers,41.2,86.3,10.0,27.4,31.1,58.9,17.8,23.5,.756,10.6,34.0,44.5,24.9,8.6,5.4,13.8,18.7,110.2
