team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Houston Rockets,40.4,86.4,14.4,39.6,25.9,46.8,18.9,24.7,.765,10.6,33.3,44.0,25.6,8.2,4.6,15.7,20.1,114.1
Golden State Warriors,43.7,87.4,12.1,31.3,31.6,56.1,18.5,23.4,.790,9.0,36.2,45.2,31.1,9.4,6.5,15.1,19.2,118.1
Toronto Raptors,39.8,85.6,9.3,25.1,30.5,60.5,20.6,25.6,.805,10.9,31.9,42.8,18.7,8.8,5.1,12.1,21.0,109.5
New York Knicks,40.0,90.2,9.1,25.6,30.9,64.5,16.8,21.4,.783,12.7,33.9,46.7,21.7,7.2,5.8,14.2,20.9,105.8
Portland Trail Blazers,39.6,86.8,10.2,28.4,29.4,58.4,18.4,23.4,.787,9.7,33.0,42.7,22.2,7.1,5.0,13.7,21.6,107.8
Boston Celtics,39.1,86.2,12.1,32.8,27.0,53.4,17.9,21.9,.818,9.4,31.9,41.3,25.4,7.5,4.5,12.6,20.3,108.2
Los Angeles Lakers,38.6,86.6,9.1,25.8,29.4,60.8,17.7,23.1,.766,11.5,32.4,43.9,20.6,7.7,3.8,15.2,20.4,104.0
Los Angeles Clippers,39.3,83.8,10.3,27.2,29.0,56.7,19.2,25.7,.750,9.4,34.2,43.6,22.4,7.7,4.8,13.2,20.6,108.2
Denver Nuggets,40.2,87.3,9.8,26.9,30.4,60.4,20.0,26.1,.765,12.3,34.3,46.6,24.2,6.8,4.2,15.4,20.1,110.2
Oklahoma City Thunder,39.1,86.6,8.4,26.1,30.7,60.5,19.0,25.6,.744,11.2,34.4,45.6,21.2,7.7,5.2,15.1,20.7,105.7
Cleveland Cavaliers,39.3,85.6,12.8,33.5,26.4,52.1,18.6,25.0,.746,10.2,34.1,44.3,22.1,7.4,4.1,13.9,17.9,110.0
Charlotte Hornets,37.7,85.7,9.7,27.4,28.0,58.2,20.0,24.9,.804,9.2,36.0,45.2,23.5,6.5,5.1,12.0,16.9,105.2
Phoenix Suns,39.2,87.5,7.9,23.1,31.3,64.4,20.2,25.8,.783,12.0,32.5,44.5,18.3,8.4,4.3,15.6,25.0,106.5
Brooklyn Nets,38.0,85.8,11.0,32.4,27.0,53.3,18.6,23.5,.793,8.7,35.0,43.7,21.1,7.1,4.6,16.8,20.9,105.5
New Orleans Pelicans,38.8,87.7,9.6,26.8,29.2,60.9,16.3,21.8,.746,8.8,35.6,44.4,22.9,7.6,6.0,12.7,18.3,103.4
San Antonio Spurs,39.7,83.1,9.3,22.6,30.5,60.5,18.8,23.1,.811,9.3,33.8,43.1,24.1,7.9,5.8,12.9,18.4,107.5
Washington Wizards,41.1,86.2,8.6,23.3,32.5,62.9,16.1,20.5,.784,10.1,32.8,42.9,23.4,8.5,4.0,14.4,21.3,106.9
Memphis Grizzlies,36.4,84.3,9.3,26.2,27.1,58.1,18.5,23.6,.782,10.8,32.7,43.5,20.8,8.5,4.5,12.8,23.7,100.6
Chicago Bulls,37.9,86.4,6.4,20.1,31.5,66.3,19.9,24.7,.803,13.0,34.1,47.1,20.9,7.8,5.1,13.5,17.4,102.1
Minnesota Timberwolves,38.7,84.1,7.9,22.4,30.8,61.7,18.7,23.8,.785,11.4,31.4,42.8,23.3,7.6,4.8,14.7,20.7,104.0
Orlando Magic,38.2,86.5,8.8,26.4,29.4,60.1,14.6,20.4,.718,9.7,33.0,42.7,22.3,6.9,5.1,13.2,18.9,99.9
Indiana Pacers,39.4,84.6,8.3,22.6,31.0,62.0,18.8,22.9,.819,8.3,33.3,41.5,22.5,8.7,5.3,14.3,19.5,105.8
Atlanta Hawks,38.7,85.6,9.0,26.1,29.7,59.5,17.1,23.6,.725,10.4,33.4,43.9,24.1,8.5,5.0,15.4,17.8,103.6
Sacramento Kings,37.2,82.0,9.1,25.1,28.2,56.9,19.4,25.1,.775,9.3,31.4,40.7,22.3,8.1,4.1,14.3,21.0,103.0
Milwaukee Bucks,39.2,83.4,8.5,23.2,30.7,60.2,17.4,22.9,.759,9.6,32.6,42.2,24.5,8.2,5.4,14.2,20.1,104.4
Miami Heat,38.2,85.5,9.1,25.8,29.1,59.7,14.5,21.4,.679,10.2,33.5,43.7,21.1,7.0,5.5,13.2,20.4,99.9
Utah Jazz,36.0,78.0,9.4,25.9,26.6,52.0,17.9,23.7,.755,8.8,33.9,42.7,19.3,6.6,4.9,13.6,19.0,99.4
Detroit Pistons,39.7,87.0,7.8,23.0,31.9,64.0,13.9,19.0,.734,10.0,34.1,44.0,21.2,7.2,3.8,12.1,18.4,101.1
Philadelphia 76ers,37.0,84.1,10.5,29.5,26.6,54.5,16.2,21.3,.761,9.4,33.3,42.8,23.6,8.0,5.7,17.0,21.8,100.8
Dallas Mavericks,36.1,82.4,10.7,30.2,25.4,52.2,14.4,17.9,.804,8.4,30.1,38.5,20.1,7.8,3.8,11.9,19.2,97.4
