team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
San Antonio Spurs,36.6,82.5,8.3,24.6,28.3,57.9,16.1,20.9,.769,9.5,31.2,40.7,21.0,7.7,3.9,14.3,19.6,97.5
Utah Jazz,35.7,82.9,8.1,22.5,27.7,60.4,15.4,20.2,.764,10.2,30.8,41.0,17.7,7.1,3.6,11.8,20.3,95.0
Philadelphia 76ers,38.7,85.6,9.5,26.3,29.1,59.3,18.9,25.3,.750,10.7,34.5,45.2,22.3,8.5,5.3,14.4,19.7,105.9
Milwaukee Bucks,37.4,84.8,10.2,29.1,27.3,55.8,17.9,23.1,.775,10.7,32.4,43.0,24.1,7.4,4.9,14.3,19.2,102.9
Dallas Mavericks,36.4,77.2,10.2,25.4,26.1,51.9,17.7,22.7,.781,8.3,35.7,44.0,21.0,6.5,3.5,15.2,19.0,100.6
Cleveland Cavaliers,39.4,87.5,10.0,28.1,29.4,59.5,14.8,19.2,.771,10.9,32.3,43.2,23.6,7.3,4.8,13.6,21.8,103.6
Chicago Bulls,39.0,86.0,8.5,23.6,30.5,62.4,14.7,19.5,.756,10.7,32.1,42.8,23.8,7.5,5.1,13.1,19.1,101.2
Atlanta Hawks,38.9,86.9,10.0,28.0,28.9,58.9,14.8,19.2,.774,10.2,32.8,43.1,22.2,9.2,5.1,15.5,20.7,102.8
Washington Wizards,39.1,83.5,10.0,26.5,29.2,57.0,17.8,23.9,.742,9.8,32.1,41.9,23.4,7.6,4.4,15.8,19.9,106.0
Toronto Raptors,38.1,83.9,9.9,27.9,28.2,56.0,18.2,23.5,.774,11.4,32.5,43.9,22.6,6.3,4.5,15.8,21.0,104.4
Boston Celtics,38.0,84.6,9.2,26.8,28.8,57.8,19.1,25.0,.765,11.0,34.3,45.3,22.6,7.4,5.4,14.3,19.6,104.4
Minnesota Timberwolves,38.5,81.8,9.4,26.3,29.1,55.5,18.4,23.8,.773,9.3,31.1,40.4,22.0,8.1,5.3,14.3,20.6,104.9
Sacramento Kings,37.5,81.4,11.0,29.1,26.5,52.3,18.9,24.2,.781,10.0,33.2,43.2,23.3,7.8,5.8,14.9,21.2,105.0
Detroit Pistons,37.5,82.5,8.7,24.2,28.8,58.4,16.6,21.2,.782,8.2,34.4,42.6,23.1,6.9,4.4,12.5,17.1,100.3
Charlotte Hornets,39.3,88.6,10.6,30.1,28.7,58.5,14.3,18.4,.776,9.5,35.4,44.9,23.9,6.7,5.8,12.4,20.8,103.5
Memphis Grizzlies,34.1,78.5,9.7,27.9,24.4,50.7,20.8,28.4,.734,8.9,33.9,42.8,19.5,6.7,5.4,15.2,21.2,98.6
Miami Heat,38.3,85.4,8.2,23.4,30.1,62.1,17.5,22.4,.779,10.4,34.7,45.2,20.4,6.5,5.4,13.1,18.9,102.3
Oklahoma City Thunder,39.3,86.6,8.9,25.4,30.4,61.1,17.8,23.8,.747,9.8,31.5,41.3,21.7,8.0,5.1,13.8,21.0,105.3
New Orleans Pelicans,39.6,89.8,10.7,30.3,28.9,59.5,15.8,20.4,.772,10.5,38.6,49.1,24.0,7.2,4.5,13.4,19.5,105.6
Golden State Warriors,39.0,90.0,9.4,28.6,29.6,61.4,18.3,23.9,.766,11.8,31.9,43.7,22.0,9.1,3.7,15.0,20.3,105.7
New York Knicks,39.4,87.2,9.9,27.6,29.5,59.6,20.1,25.9,.775,11.5,33.6,45.1,22.4,7.8,4.8,13.4,18.8,108.8
Indiana Pacers,38.8,87.1,10.2,30.0,28.7,57.1,18.3,23.4,.784,11.5,34.8,46.3,22.7,8.1,5.4,15.3,20.3,106.2
Orlando Magic,39.3,85.8,8.7,24.6,30.6,61.2,16.3,21.3,.768,10.0,35.4,45.4,22.0,7.2,5.3,12.9,18.6,103.7
Los Angeles Clippers,37.6,85.0,8.6,24.9,29.0,60.1,18.8,24.5,.765,10.6,33.1,43.6,21.6,7.4,3.5,13.8,22.8,102.5
Brooklyn Nets,42.4,92.1,10.3,28.7,32.2,63.4,18.9,24.2,.781,11.3,36.5,47.8,23.6,10.4,5.8,13.7,20.5,114.0
Denver Nuggets,41.3,87.5,9.5,25.5,31.8,62.0,19.1,24.3,.786,9.1,31.8,40.9,23.6,8.3,5.4,11.8,21.2,111.2
Houston Rockets,39.7,87.6,9.8,27.4,29.8,60.2,17.8,22.7,.782,10.6,31.8,42.4,21.4,8.6,4.8,14.6,19.6,107.0
Phoenix Suns,39.9,85.5,9.8,25.5,30.2,60.0,22.3,28.4,.786,9.8,33.8,43.7,22.1,8.0,5.7,16.1,21.9,111.9
Portland Trail Blazers,39.8,86.6,9.9,26.3,29.9,60.4,22.1,27.8,.795,10.4,34.3,44.7,21.1,8.3,5.2,13.1,19.7,111.5
Los Angeles Lakers,40.9,86.0,10.1,28.0,30.8,58.0,18.0,24.0,.747,10.6,33.6,44.2,25.0,8.8,5.2,14.3,19.1,109.8
