team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,19,4,13.61,-1.09,12.52,117.9,104.4,100.3,.285,.363,.607,.570,13.1,23.0,.225,.480,12.9,74.1,.207
Toronto Raptors,26.1,16,6,8.36,1.12,9.49,117.0,108.2,94.8,.301,.288,.580,.535,11.1,25.6,.245,.511,14.5,73.9,.216
Los Angeles Clippers,29.9,17,6,8.43,0.09,8.52,111.4,102.8,96.3,.336,.317,.563,.519,11.8,22.7,.254,.486,13.9,78.2,.222
Cleveland Cavaliers,29.1,14,6,6.60,0.44,7.04,114.5,107.7,97.0,.294,.404,.577,.538,12.5,23.9,.227,.504,11.6,75.3,.160
Houston Rockets,27.2,15,7,5.32,0.46,5.78,114.1,108.7,97.4,.262,.429,.583,.550,14.5,27.2,.200,.513,13.1,76.4,.210
San Antonio Spurs,29.7,15,8,4.61,0.44,5.05,109.5,104.5,93.4,.281,.276,.559,.514,12.3,21.8,.229,.501,13.5,78.3,.194
Utah Jazz,26.4,16,8,4.38,-0.45,3.93,109.5,104.8,91.6,.296,.340,.565,.524,12.4,20.4,.230,.482,11.5,77.6,.194
Detroit Pistons,25.9,14,10,2.88,0.83,3.71,105.2,102.2,94.2,.205,.239,.522,.492,10.9,21.8,.154,.479,11.6,79.3,.197
Oklahoma City Thunder,24.6,13,9,2.59,-0.31,2.29,106.4,103.9,99.0,.273,.295,.542,.510,13.8,24.7,.195,.493,12.6,78.3,.200
Charlotte Hornets,26.7,13,9,2.64,-0.74,1.90,106.2,103.5,97.1,.312,.326,.537,.494,10.6,18.9,.233,.492,11.6,80.0,.151
Chicago Bulls,27.8,13,9,3.05,-1.26,1.78,107.8,104.7,95.4,.290,.234,.526,.476,12.4,29.6,.233,.496,12.4,76.1,.153
Boston Celtics,25.8,13,9,2.09,-0.57,1.52,109.7,107.5,96.0,.241,.355,.552,.514,11.3,21.6,.191,.495,13.0,74.3,.227
Milwaukee Bucks,25.5,11,9,2.05,-1.02,1.03,106.7,104.6,96.8,.278,.293,.548,.508,13.3,22.8,.216,.485,13.3,76.6,.221
Sacramento Kings,29.0,10,11,-0.90,0.01,-0.89,106.8,107.7,95.2,.301,.281,.542,.497,13.2,22.9,.235,.515,13.9,76.8,.239
Memphis Grizzlies,28.1,12,12,-0.38,-1.17,-1.54,102.1,102.5,93.1,.289,.298,.515,.469,12.8,23.2,.224,.489,14.3,79.9,.263
Atlanta Hawks,28.2,10,13,-1.70,-0.16,-1.86,101.5,103.2,98.8,.264,.303,.532,.501,15.2,23.8,.186,.501,14.6,76.8,.168
New York Knicks,27.5,9,13,-2.91,0.91,-2.00,107.8,110.9,96.2,.218,.289,.532,.498,12.5,27.0,.170,.503,12.1,73.5,.244
Miami Heat,26.2,9,13,-2.45,0.37,-2.08,103.1,105.7,93.9,.256,.292,.509,.481,11.9,24.9,.172,.486,12.4,75.1,.206
Portland Trail Blazers,25.2,10,14,-2.33,0.20,-2.13,109.7,112.0,98.2,.269,.343,.555,.514,11.9,21.3,.213,.510,11.4,75.6,.255
Minnesota Timberwolves,23.6,10,12,-2.05,-0.09,-2.14,108.9,111.0,95.4,.298,.281,.546,.501,13.3,27.4,.233,.529,13.9,76.0,.244
Denver Nuggets,25.3,9,14,-3.00,0.63,-2.37,105.2,108.2,98.9,.302,.295,.526,.484,14.3,28.7,.224,.507,11.2,79.6,.219
Washington Wizards,26.2,9,12,-2.29,-0.71,-2.99,105.6,107.9,96.8,.244,.252,.536,.499,13.3,24.8,.188,.525,14.8,74.7,.216
Indiana Pacers,27.4,9,13,-2.86,-0.38,-3.24,104.3,107.2,98.3,.258,.251,.540,.498,13.5,20.8,.206,.507,14.5,73.5,.211
New Orleans Pelicans,25.6,9,14,-3.48,-0.19,-3.67,101.6,105.1,97.8,.266,.286,.525,.484,11.9,17.4,.205,.495,12.2,77.9,.180
Los Angeles Lakers,26.2,8,16,-5.83,1.64,-4.19,105.4,111.3,99.1,.269,.283,.537,.495,14.4,26.2,.209,.537,13.0,76.2,.200
Orlando Magic,25.4,8,15,-4.48,-0.99,-5.47,99.9,104.7,94.4,.254,.294,.506,.472,12.7,22.3,.180,.489,11.6,77.1,.176
Dallas Mavericks,27.6,5,16,-8.24,1.84,-6.40,98.9,107.7,92.3,.215,.358,.507,.470,12.6,20.1,.170,.529,14.9,79.1,.225
Phoenix Suns,25.8,6,16,-7.23,0.12,-7.11,102.8,109.8,101.4,.295,.263,.528,.484,14.0,24.5,.226,.521,13.9,78.5,.266
Brooklyn Nets,26.6,6,15,-8.00,0.12,-7.88,103.5,111.3,101.6,.285,.397,.544,.502,14.8,20.5,.221,.527,12.6,74.9,.189
Philadelphia 76ers,25.2,5,18,-8.70,-0.17,-8.86,99.1,107.9,96.8,.225,.360,.523,.494,15.4,20.4,.162,.505,12.0,76.0,.208
