"Visitor","Home","visitor_age","visitor_wins_pyth","visitor_losses_pyth","visitor_mov","visitor_sos","visitor_srs","visitor_off_rtg","visitor_def_rtg","visitor_pace","visitor_fta_per_fga_pct","visitor_fg3a_per_fga_pct","visitor_ts_pct","visitor_efg_pct","visitor_tov_pct","visitor_orb_pct","visitor_ft_rate","visitor_opp_efg_pct","visitor_opp_tov_pct","visitor_drb_pct","visitor_opp_ft_rate","visitor_opp_fg","visitor_opp_fga","visitor_opp_fg_pct","visitor_opp_fg3","visitor_opp_fg3a","visitor_opp_fg3_pct","visitor_opp_fg2","visitor_opp_fg2a","visitor_opp_fg2_pct","visitor_opp_ft","visitor_opp_fta","visitor_opp_ft_pct","visitor_opp_orb","visitor_opp_drb","visitor_opp_trb","visitor_opp_ast","visitor_opp_stl","visitor_opp_blk","visitor_opp_tov","visitor_opp_pf","visitor_opp_pts","visitor_opp_pts_per_g","visitor_fg","visitor_fga","visitor_fg_pct","visitor_fg3","visitor_fg3a","visitor_fg3_pct","visitor_fg2","visitor_fg2a","visitor_fg2_pct","visitor_ft","visitor_fta","visitor_ft_pct","visitor_orb","visitor_drb","visitor_trb","visitor_ast","visitor_stl","visitor_blk","visitor_tov","visitor_pf","visitor_pts","visitor_pts_per_g","home_age","home_wins_pyth","home_losses_pyth","home_mov","home_sos","home_srs","home_off_rtg","home_def_rtg","home_pace","home_fta_per_fga_pct","home_fg3a_per_fga_pct","home_ts_pct","home_efg_pct","home_tov_pct","home_orb_pct","home_ft_rate","home_opp_efg_pct","home_opp_tov_pct","home_drb_pct","home_opp_ft_rate","home_opp_fg","home_opp_fga","home_opp_fg_pct","home_opp_fg3","home_opp_fg3a","home_opp_fg3_pct","home_opp_fg2","home_opp_fg2a","home_opp_fg2_pct","home_opp_ft","home_opp_fta","home_opp_ft_pct","home_opp_orb","home_opp_drb","home_opp_trb","home_opp_ast","home_opp_stl","home_opp_blk","home_opp_tov","home_opp_pf","home_opp_pts","home_opp_pts_per_g","home_fg","home_fga","home_fg_pct","home_fg3","home_fg3a","home_fg3_pct","home_fg2","home_fg2a","home_fg2_pct","home_ft","home_fta","home_ft_pct","home_orb","home_drb","home_trb","home_ast","home_stl","home_blk","home_tov","home_pf","home_pts","home_pts_per_g"
"Sacramento Kings","Atlanta Hawks",29.1,2,1,4.67,-7.25,-2.58,111.7,106.7,93.4,0.369,0.278,0.559,0.504,13.3,22.9,0.29,0.515,13.7,75.2,0.281,109,228,0.478,17,56,0.304,92,172,0.535,64,85,0.753,28,91,119,62,21,16,42,80,299,99.7,111,241,0.461,21,67,0.313,90,174,0.517,70,89,0.787,27,85,112,70,18,10,43,65,313,104.3,28.2,2,0,23.5,-16.09,7.42,107.1,84,101.8,0.237,0.266,0.571,0.546,14.7,24.1,0.168,0.422,17.1,83.2,0.138,68,174,0.391,11,38,0.289,57,136,0.419,24,33,0.727,16,63,79,41,23,9,39,40,171,85.5,86,173,0.497,17,46,0.37,69,127,0.543,29,41,0.707,20,79,99,59,24,14,33,33,218,109
"Chicago Bulls","Brooklyn Nets",27.8,2,0,11.5,4.6,16.1,118.4,106.2,94.1,0.287,0.258,0.556,0.511,10.7,34.8,0.23,0.54,12.3,86.6,0.14,81,164,0.494,15,41,0.366,66,123,0.537,23,33,0.697,11,58,69,56,14,13,25,41,200,100,81,178,0.455,20,46,0.435,61,132,0.462,41,51,0.804,31,71,102,59,13,7,24,35,223,111.5,27.3,2,1,0.67,4.65,5.32,107.9,107.2,101.4,0.254,0.418,0.55,0.507,14.4,26.4,0.209,0.505,13.2,74.6,0.175,126,275,0.458,26,78,0.333,100,197,0.508,48,62,0.774,35,106,141,83,34,20,46,66,326,108.7,118,268,0.44,36,112,0.321,82,156,0.526,56,68,0.824,38,103,141,65,26,13,50,64,328,109.3
"Phoenix Suns","Los Angeles Clippers",25.3,0,2,-11,-10.57,-21.57,95.9,106.3,101.1,0.345,0.257,0.518,0.482,14.4,18.7,0.228,0.492,14.6,73.9,0.258,84,182,0.462,11,42,0.262,73,140,0.521,47,64,0.734,24,74,98,37,16,8,36,44,226,113,78,171,0.456,9,44,0.205,69,127,0.543,39,59,0.661,17,68,85,35,17,6,33,58,204,102,29.7,1,0,8,-0.08,7.92,112.5,104.6,101.3,0.505,0.319,0.512,0.451,6.7,27.8,0.352,0.482,12.4,78.6,0.282,39,85,0.459,4,18,0.222,35,67,0.522,24,32,0.75,9,39,48,18,4,4,14,34,106,106,37,91,0.407,8,29,0.276,29,62,0.468,32,46,0.696,15,33,48,12,10,4,8,25,114,114
"Denver Nuggets","Toronto Raptors",25.3,1,1,1.5,-6.99,-5.49,98.7,97.3,106,0.393,0.257,0.512,0.448,16.4,28.1,0.306,0.471,11.4,90.2,0.2,83,190,0.437,13,51,0.255,70,139,0.504,38,47,0.809,10,69,79,54,26,13,27,59,217,108.5,75,183,0.41,14,47,0.298,61,136,0.449,56,72,0.778,27,92,119,37,17,7,42,43,220,110,26.5,1,1,7.5,19.7,27.2,104.9,97,95.4,0.267,0.193,0.508,0.452,13.2,33.7,0.233,0.466,14.9,80.5,0.202,68,163,0.417,16,54,0.296,52,109,0.477,33,44,0.75,17,63,80,37,16,3,32,39,185,92.5,76,176,0.432,7,34,0.206,69,142,0.486,41,47,0.872,32,70,102,29,17,3,30,42,200,100
