team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,12390,.447,14.0,.668,.262,.134,.110,.162,.332,.492,.589,.427,.419,.436,.356,.483,.043,172,.222,518,.819,.236,.407
Boston Celtics,12315,.452,13.5,.686,.279,.162,.095,.150,.314,.500,.617,.415,.415,.426,.346,.509,.043,175,.243,592,.848,.214,.379
Brooklyn Nets,12290,.464,13.3,.694,.286,.154,.103,.152,.306,.506,.618,.426,.398,.451,.367,.471,.051,224,.254,645,.789,.229,.386
Chicago Bulls,12290,.456,12.7,.716,.309,.157,.097,.153,.284,.493,.606,.397,.401,.421,.361,.530,.049,200,.280,668,.850,.241,.413
Charlotte Hornets,12315,.448,14.1,.648,.289,.113,.094,.151,.352,.497,.576,.429,.448,.425,.358,.503,.034,134,.258,628,.862,.221,.381
Cleveland Cavaliers,11835,.453,13.3,.677,.293,.149,.103,.132,.323,.499,.635,.378,.411,.402,.358,.532,.045,171,.251,628,.819,.242,.353
Dallas Mavericks,12075,.469,13.7,.685,.262,.147,.109,.169,.315,.505,.667,.425,.404,.386,.390,.478,.043,155,.220,530,.788,.255,.428
Denver Nuggets,12075,.477,13.2,.713,.286,.150,.107,.171,.287,.518,.637,.480,.446,.395,.376,.495,.050,204,.243,619,.836,.212,.448
Detroit Pistons,12290,.460,13.4,.705,.263,.167,.116,.159,.295,.498,.643,.392,.439,.415,.367,.534,.036,138,.231,585,.853,.227,.362
Golden State Warriors,12340,.436,13.6,.682,.279,.157,.100,.146,.318,.489,.628,.381,.394,.407,.322,.492,.047,197,.242,635,.832,.205,.355
Houston Rockets,13060,.462,13.4,.679,.285,.170,.082,.141,.321,.513,.694,.410,.356,.363,.354,.491,.048,218,.254,764,.816,.240,.389
Indiana Pacers,12125,.447,14.1,.659,.263,.145,.095,.155,.341,.499,.626,.432,.441,.384,.347,.496,.047,182,.247,588,.877,.252,.383
Los Angeles Clippers,12290,.449,13.5,.700,.265,.154,.122,.161,.300,.492,.653,.435,.386,.360,.349,.513,.048,197,.231,597,.841,.225,.383
Los Angeles Lakers,12720,.477,13.4,.680,.293,.147,.094,.145,.320,.529,.678,.432,.402,.405,.366,.527,.063,259,.241,681,.855,.211,.395
Memphis Grizzlies,12920,.437,14.0,.643,.277,.147,.086,.133,.357,.488,.616,.416,.377,.374,.344,.476,.042,161,.250,576,.830,.232,.388
Miami Heat,12315,.447,12.7,.721,.295,.162,.120,.144,.279,.488,.582,.440,.451,.379,.342,.449,.041,162,.259,590,.841,.244,.356
Milwaukee Bucks,12075,.450,13.3,.649,.317,.134,.089,.109,.351,.499,.621,.407,.358,.369,.359,.552,.053,200,.267,632,.876,.307,.404
Minnesota Timberwolves,12315,.469,13.0,.682,.314,.140,.093,.136,.318,.521,.649,.429,.401,.406,.358,.484,.058,231,.266,644,.860,.208,.401
New Orleans Pelicans,12415,.447,13.6,.667,.283,.158,.097,.129,.333,.493,.647,.376,.365,.391,.356,.500,.052,222,.242,641,.838,.221,.360
New York Knicks,12655,.452,12.8,.684,.322,.145,.085,.131,.316,.500,.602,.422,.397,.404,.349,.478,.051,208,.280,696,.839,.224,.404
Oklahoma City Thunder,12580,.456,12.1,.713,.327,.178,.097,.111,.287,.499,.621,.392,.409,.391,.349,.465,.053,210,.280,714,.840,.227,.369
Orlando Magic,12795,.463,13.0,.699,.312,.147,.102,.138,.301,.506,.624,.450,.379,.392,.363,.494,.061,234,.257,665,.834,.218,.414
Philadelphia 76ers,12100,.456,13.0,.704,.297,.153,.105,.149,.296,.495,.629,.376,.439,.388,.365,.491,.051,205,.254,611,.829,.220,.421
Phoenix Suns,12365,.474,13.2,.702,.298,.142,.107,.154,.298,.510,.647,.385,.436,.416,.387,.468,.049,194,.258,658,.822,.214,.466
Portland Trail Blazers,12630,.453,13.4,.695,.273,.162,.107,.153,.305,.484,.572,.433,.443,.409,.381,.449,.040,156,.236,545,.807,.193,.348
Sacramento Kings,12390,.463,14.3,.636,.246,.168,.078,.145,.364,.514,.658,.435,.431,.404,.374,.519,.052,194,.218,532,.836,.246,.425
San Antonio Spurs,12050,.443,12.9,.702,.294,.163,.097,.148,.298,.487,.606,.368,.420,.425,.339,.498,.049,187,.259,591,.841,.250,.332
Toronto Raptors,12555,.454,13.3,.671,.281,.179,.091,.120,.329,.499,.655,.388,.382,.388,.363,.496,.054,215,.253,612,.836,.236,.356
Utah Jazz,12265,.435,12.7,.722,.295,.168,.112,.147,.278,.464,.589,.372,.358,.400,.358,.408,.048,172,.250,558,.787,.195,.388
Washington Wizards,12075,.458,13.6,.677,.287,.145,.099,.147,.323,.505,.636,.389,.453,.400,.359,.505,.048,189,.245,593,.830,.212,.391
