team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.455,13.0,.693,.324,.118,.096,.156,.307,.505,.630,.350,.396,.424,.344,.541,.054,217,.279,685,.891,.230,.417,7,0
Boston Celtics,.454,14.2,.614,.292,.135,.073,.114,.386,.508,.633,.383,.419,.396,.366,.560,.030,122,.274,706,.847,.224,.439,12,0
Brooklyn Nets,.441,13.2,.622,.308,.178,.070,.067,.378,.502,.599,.439,.382,.352,.340,.437,.033,130,.302,731,.848,.227,.344,10,0
Chicago Bulls,.440,12.5,.767,.283,.174,.127,.183,.233,.476,.585,.460,.395,.381,.319,.491,.038,151,.261,624,.857,.265,.407,6,0
Charlotte Hornets,.440,13.6,.678,.290,.141,.098,.149,.322,.481,.606,.388,.399,.381,.354,.563,.035,141,.260,636,.791,.143,.388,12,0
Cleveland Cavaliers,.459,14.3,.607,.288,.115,.098,.107,.393,.508,.651,.317,.417,.411,.383,.434,.053,207,.241,583,.824,.292,.422,5,0
Dallas Mavericks,.439,15.3,.633,.202,.125,.121,.186,.367,.486,.631,.444,.446,.385,.359,.440,.035,130,.170,397,.819,.196,.385,7,0
Denver Nuggets,.461,12.5,.692,.329,.163,.082,.119,.308,.503,.610,.434,.375,.390,.365,.516,.049,192,.286,690,.876,.197,.370,11,0
Detroit Pistons,.455,13.0,.736,.245,.198,.136,.156,.264,.496,.646,.404,.455,.413,.342,.456,.042,170,.208,544,.850,.213,.398,20,1
Golden State Warriors,.499,14.2,.640,.292,.107,.112,.129,.360,.563,.696,.438,.453,.459,.387,.663,.071,302,.231,630,.828,.204,.387,21,1
Houston Rockets,.465,14.5,.540,.308,.134,.041,.056,.460,.553,.679,.385,.368,.409,.362,.548,.074,311,.260,741,.779,.203,.397,11,0
Indiana Pacers,.465,13.4,.733,.236,.192,.110,.195,.267,.500,.621,.480,.417,.423,.368,.498,.035,132,.232,573,.839,.245,.401,12,1
Los Angeles Clippers,.469,14.2,.676,.275,.119,.083,.199,.324,.511,.648,.385,.419,.436,.379,.497,.065,246,.226,548,.783,.205,.412,10,0
Los Angeles Lakers,.445,13.0,.697,.279,.184,.109,.125,.303,.485,.632,.381,.382,.396,.353,.454,.052,214,.232,603,.787,.216,.385,9,1
Memphis Grizzlies,.432,13.4,.690,.286,.161,.095,.148,.310,.468,.569,.425,.391,.364,.354,.481,.028,111,.268,636,.826,.191,.436,19,0
Miami Heat,.449,13.0,.699,.292,.166,.094,.148,.301,.489,.613,.407,.385,.403,.356,.447,.051,204,.242,570,.895,.320,.398,10,0
Milwaukee Bucks,.475,11.5,.723,.370,.172,.073,.108,.277,.516,.640,.397,.362,.386,.368,.541,.079,301,.291,683,.918,.278,.386,8,0
Minnesota Timberwolves,.461,12.7,.734,.296,.163,.094,.181,.266,.499,.631,.429,.390,.404,.353,.534,.056,226,.244,586,.859,.254,.407,5,0
New Orleans Pelicans,.442,13.3,.696,.280,.168,.099,.148,.304,.480,.607,.402,.396,.384,.356,.511,.044,181,.247,607,.822,.206,.391,5,0
New York Knicks,.444,13.3,.714,.292,.121,.130,.171,.286,.478,.593,.357,.430,.404,.356,.459,.041,176,.256,640,.828,.223,.452,19,0
Oklahoma City Thunder,.451,12.1,.700,.347,.142,.105,.106,.300,.506,.622,.403,.397,.370,.324,.470,.063,252,.286,722,.794,.267,.353,13,1
Orlando Magic,.440,13.6,.696,.257,.166,.114,.159,.304,.487,.621,.417,.440,.374,.333,.497,.038,160,.225,579,.877,.177,.293,16,0
Philadelphia 76ers,.438,13.6,.652,.288,.148,.102,.115,.348,.484,.638,.356,.364,.369,.353,.544,.040,153,.257,632,.870,.158,.411,6,0
Phoenix Suns,.447,12.6,.733,.313,.147,.113,.161,.267,.483,.615,.397,.380,.378,.347,.381,.053,209,.266,664,.796,.301,.333,14,0
Portland Trail Blazers,.455,13.7,.673,.284,.142,.096,.151,.327,.501,.601,.419,.432,.435,.358,.469,.048,195,.238,581,.811,.205,.364,12,0
Sacramento Kings,.455,13.1,.694,.281,.184,.077,.151,.306,.496,.640,.419,.384,.383,.360,.506,.046,169,.275,670,.892,.249,.401,14,0
San Antonio Spurs,.479,13.3,.729,.257,.163,.110,.199,.271,.505,.643,.420,.405,.449,.408,.527,.049,180,.218,525,.880,.275,.435,9,0
Toronto Raptors,.463,13.2,.708,.259,.183,.117,.149,.292,.502,.624,.450,.427,.412,.369,.377,.046,187,.230,567,.779,.247,.377,10,1
Utah Jazz,.462,13.4,.666,.285,.150,.101,.130,.334,.512,.655,.424,.444,.355,.363,.441,.063,230,.226,524,.791,.262,.362,9,1
Washington Wizards,.476,13.1,.726,.292,.141,.112,.181,.274,.517,.639,.435,.437,.434,.368,.495,.043,167,.257,659,.846,.265,.322,7,0
