team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,36.2,81.9,8.2,22.8,28.1,59.1,15.9,20.9,.763,9.0,31.3,40.3,17.9,7.2,3.8,12.2,20.3,96.6
San Antonio Spurs,36.8,83.2,8.1,23.7,28.7,59.5,16.5,21.3,.776,9.8,31.4,41.3,21.3,7.5,4.0,14.6,20.1,98.3
Dallas Mavericks,36.9,78.6,9.5,25.1,27.4,53.5,17.2,22.2,.772,8.7,35.5,44.2,21.1,6.4,3.5,15.0,19.7,100.4
Memphis Grizzlies,34.8,78.6,9.9,28.0,25.0,50.6,20.6,27.3,.756,9.1,33.0,42.1,20.0,6.9,5.1,14.4,21.1,100.1
Miami Heat,37.8,84.2,7.7,22.5,30.1,61.7,18.6,23.8,.781,10.3,33.4,43.7,19.7,6.8,4.9,13.5,18.6,102.0
Detroit Pistons,38.3,83.3,9.2,25.4,29.0,57.9,16.5,21.3,.778,8.0,34.8,42.9,23.4,6.7,4.1,12.7,17.6,102.3
Toronto Raptors,37.3,83.0,9.7,27.4,27.6,55.6,18.7,23.9,.780,10.1,31.9,42.1,21.9,6.7,4.8,14.7,20.5,103.0
Chicago Bulls,39.8,86.5,9.1,25.6,30.7,60.8,14.6,18.9,.771,10.3,32.8,43.0,23.8,7.2,4.6,13.3,18.9,103.3
Minnesota Timberwolves,39.5,83.1,9.6,26.5,29.8,56.6,17.6,22.9,.768,9.7,30.6,40.3,22.7,7.6,4.9,14.4,20.6,106.1
Atlanta Hawks,38.8,87.2,10.9,30.3,27.9,57.0,15.5,20.1,.770,10.8,33.2,44.0,23.4,9.1,5.3,15.5,21.7,104.0
Milwaukee Bucks,38.1,83.0,10.1,28.2,28.1,54.8,17.9,23.2,.771,10.3,31.9,42.2,24.0,7.2,4.6,14.8,19.5,104.2
Golden State Warriors,38.6,88.9,9.1,28.0,29.5,60.8,17.9,23.4,.765,11.6,31.9,43.5,22.6,8.6,3.9,15.6,19.4,104.3
Charlotte Hornets,39.4,86.7,11.3,31.3,28.1,55.5,14.3,18.5,.774,9.0,35.5,44.5,24.2,6.6,5.6,13.1,20.1,104.4
Oklahoma City Thunder,39.3,85.5,9.0,24.9,30.4,60.6,18.5,24.3,.762,9.2,31.4,40.7,21.5,8.6,5.5,13.9,20.8,106.1
Boston Celtics,38.6,85.7,9.0,26.9,29.7,58.8,18.8,24.7,.763,10.8,33.5,44.3,22.6,7.7,5.1,14.0,20.2,105.1
Cleveland Cavaliers,40.7,88.8,10.4,28.4,30.4,60.4,15.2,19.7,.774,11.1,33.1,44.3,24.5,7.3,4.3,12.7,20.6,107.0
New Orleans Pelicans,39.7,89.0,10.5,29.8,29.2,59.1,15.8,20.7,.766,10.5,37.6,48.2,23.1,7.4,4.3,13.9,19.4,105.7
Indiana Pacers,38.2,84.9,10.3,29.2,27.9,55.6,19.1,24.3,.786,11.0,33.9,44.9,22.5,8.1,5.1,14.8,19.6,105.8
Los Angeles Clippers,38.7,85.5,9.2,26.3,29.5,59.2,18.3,23.6,.772,10.3,33.0,43.3,23.0,7.2,3.2,13.2,22.4,104.9
Sacramento Kings,38.4,82.9,11.0,29.8,27.4,53.2,18.9,24.3,.780,10.0,32.9,42.9,23.7,8.6,5.2,14.0,20.2,106.6
Orlando Magic,40.0,86.1,9.5,26.1,30.5,60.0,17.5,22.8,.769,9.8,35.7,45.5,23.3,7.6,5.2,13.1,18.8,107.0
Washington Wizards,39.6,85.0,9.9,27.3,29.6,57.7,18.4,24.5,.750,10.5,32.6,43.1,22.9,7.4,4.7,15.4,19.9,107.5
Portland Trail Blazers,39.3,86.5,9.5,25.6,29.8,60.9,21.1,26.9,.785,10.1,33.8,43.9,20.6,7.9,5.2,12.8,20.0,109.1
Philadelphia 76ers,39.4,86.1,8.9,25.0,30.5,61.1,20.1,26.1,.771,10.9,34.1,45.0,22.5,8.6,5.4,15.0,19.6,107.8
New York Knicks,39.8,87.8,9.8,28.2,30.0,59.6,18.8,24.4,.769,11.7,33.4,45.1,21.9,7.6,4.6,12.9,18.5,108.3
Houston Rockets,40.9,88.3,10.1,29.2,30.8,59.1,17.2,22.2,.776,10.6,33.1,43.8,23.8,8.6,5.2,15.4,20.6,109.0
Denver Nuggets,42.1,87.8,9.9,25.9,32.2,61.9,17.3,22.1,.783,9.2,31.3,40.5,24.2,8.3,4.9,12.0,20.3,111.4
Los Angeles Lakers,41.7,86.2,10.2,27.5,31.5,58.7,18.6,24.3,.763,10.4,34.2,44.6,25.6,8.5,5.3,14.2,18.7,112.2
Brooklyn Nets,41.6,90.7,9.8,26.9,31.8,63.8,19.4,25.2,.769,11.0,36.0,47.0,22.8,9.5,5.6,13.3,20.4,112.5
Phoenix Suns,40.2,86.0,10.0,26.1,30.2,59.9,22.8,29.1,.785,10.1,33.8,43.9,22.2,8.2,5.4,15.1,22.2,113.3
