Visitor,Home,Prediction,Result,Prediction_Outcome
Phoenix Suns,Cleveland Cavaliers,,,
Minnesota Timberwolves,Los Angeles Clippers,,,
Dallas Mavericks,Miami Heat,,,
Washington Wizards,New York Knicks,,,
Denver Nuggets,San Antonio Spurs,,,
