Visitor,Home,Prediction,Result,Prediction_Outcome
Dallas Mavericks,Atlanta Hawks,,,
Detroit Pistons,Brooklyn Nets,,,
Toronto Raptors,Denver Nuggets,,,
Cleveland Cavaliers,Indiana Pacers,,,
Memphis Grizzlies,New Orleans Pelicans,,,
Washington Wizards,Oklahoma City Thunder,,,
Milwaukee Bucks,Sacramento Kings,,,
Orlando Magic,San Antonio Spurs,,,
Chicago Bulls,Utah Jazz,,,
