Visitor,Home,Prediction,Result,Prediction_Outcome
Atlanta Hawks,Boston Celtics,,,
Detroit Pistons,Chicago Bulls,,,
Memphis Grizzlies,Dallas Mavericks,,,
Milwaukee Bucks,Golden State Warriors,,,
Brooklyn Nets,Indiana Pacers,,,
Toronto Raptors,Miami Heat,,,
Sacramento Kings,Minnesota Timberwolves,,,
Portland Trail Blazers,Orlando Magic,,,
New York Knicks,Philadelphia 76ers,,,
New Orleans Pelicans,Phoenix Suns,,,
Los Angeles Clippers,San Antonio Spurs,,,
Denver Nuggets,Utah Jazz,,,
