Visitor,Home,Prediction,Result,Prediction_Outcome
Utah Jazz,Dallas Mavericks,,,
Houston Rockets,Golden State Warriors,,,
San Antonio Spurs,Miami Heat,,,
Boston Celtics,Milwaukee Bucks,,,
Washington Wizards,New York Knicks,,,
