Visitor,Home,Prediction,Result,Prediction_Outcome
Sacramento Kings,Boston Celtics,,,
Los Angeles Clippers,Miami Heat,,,
Denver Nuggets,New York Knicks,,,
Atlanta Hawks,Orlando Magic,,,
