Visitor,Home,Prediction,Result,Prediction_Outcome
San Antonio Spurs,Cleveland Cavaliers,,,
Washington Wizards,Houston Rockets,,,
Denver Nuggets,Indiana Pacers,,,
Sacramento Kings,Memphis Grizzlies,,,
Brooklyn Nets,New Orleans Pelicans,,,
Golden State Warriors,Philadelphia 76ers,,,
Detroit Pistons,Toronto Raptors,,,
