Visitor,Home,Prediction,Result,Prediction_Outcome
New York Knicks,Atlanta Hawks,,,
Milwaukee Bucks,Chicago Bulls,,,
Sacramento Kings,Dallas Mavericks,,,
Golden State Warriors,Los Angeles Lakers,,,
