"Visitor","Home","visitor_age","visitor_wins_pyth","visitor_losses_pyth","visitor_mov","visitor_sos","visitor_srs","visitor_off_rtg","visitor_def_rtg","visitor_pace","visitor_fta_per_fga_pct","visitor_fg3a_per_fga_pct","visitor_ts_pct","visitor_efg_pct","visitor_tov_pct","visitor_orb_pct","visitor_ft_rate","visitor_opp_efg_pct","visitor_opp_tov_pct","visitor_drb_pct","visitor_opp_ft_rate","visitor_opp_mp","visitor_opp_fg_pct","visitor_opp_avg_dist","visitor_opp_fg2a_pct_fga","visitor_opp_pct_fga_00_03","visitor_opp_pct_fga_03_10","visitor_opp_pct_fga_10_16","visitor_opp_pct_fga_16_xx","visitor_opp_fg3a_pct_fga","visitor_opp_fg2_pct","visitor_opp_fg_pct_00_03","visitor_opp_fg_pct_03_10","visitor_opp_fg_pct_10_16","visitor_opp_fg_pct_16_xx","visitor_opp_fg3_pct","visitor_opp_fg2_pct_ast","visitor_opp_pct_fg2_dunk","visitor_opp_fg2_dunk","visitor_opp_pct_fg2_layup","visitor_opp_fg2_layup","visitor_opp_fg3_pct_ast","visitor_opp_pct_fg3a_corner","visitor_opp_fg3_pct_corner","visitor_opp_fg","visitor_opp_fga","visitor_opp_fg3","visitor_opp_fg3a","visitor_opp_fg2","visitor_opp_fg2a","visitor_opp_ft","visitor_opp_fta","visitor_opp_ft_pct","visitor_opp_orb","visitor_opp_drb","visitor_opp_trb","visitor_opp_ast","visitor_opp_stl","visitor_opp_blk","visitor_opp_tov","visitor_opp_pf","visitor_opp_pts","visitor_fg_pct","visitor_avg_dist","visitor_fg2a_pct_fga","visitor_pct_fga_00_03","visitor_pct_fga_03_10","visitor_pct_fga_10_16","visitor_pct_fga_16_xx","visitor_fg3a_pct_fga","visitor_fg2_pct","visitor_fg_pct_00_03","visitor_fg_pct_03_10","visitor_fg_pct_10_16","visitor_fg_pct_16_xx","visitor_fg3_pct","visitor_fg2_pct_ast","visitor_pct_fg2_dunk","visitor_fg2_dunk","visitor_pct_fg2_layup","visitor_fg2_layup","visitor_fg3_pct_ast","visitor_pct_fg3a_corner","visitor_fg3_pct_corner","visitor_fg3a_heave","visitor_fg3_heave","visitor_fg","visitor_fga","visitor_fg3","visitor_fg3a","visitor_fg2","visitor_fg2a","visitor_ft","visitor_fta","visitor_ft_pct","visitor_orb","visitor_drb","visitor_trb","visitor_ast","visitor_stl","visitor_blk","visitor_tov","visitor_pf","visitor_pts","visitor_W_PCT","visitor_HOME_RECORD","visitor_ROAD_RECORD","visitor_L10","visitor_CurrentStreak","home_age","home_wins_pyth","home_losses_pyth","home_mov","home_sos","home_srs","home_off_rtg","home_def_rtg","home_pace","home_fta_per_fga_pct","home_fg3a_per_fga_pct","home_ts_pct","home_efg_pct","home_tov_pct","home_orb_pct","home_ft_rate","home_opp_efg_pct","home_opp_tov_pct","home_drb_pct","home_opp_ft_rate","home_opp_mp","home_opp_fg_pct","home_opp_avg_dist","home_opp_fg2a_pct_fga","home_opp_pct_fga_00_03","home_opp_pct_fga_03_10","home_opp_pct_fga_10_16","home_opp_pct_fga_16_xx","home_opp_fg3a_pct_fga","home_opp_fg2_pct","home_opp_fg_pct_00_03","home_opp_fg_pct_03_10","home_opp_fg_pct_10_16","home_opp_fg_pct_16_xx","home_opp_fg3_pct","home_opp_fg2_pct_ast","home_opp_pct_fg2_dunk","home_opp_fg2_dunk","home_opp_pct_fg2_layup","home_opp_fg2_layup","home_opp_fg3_pct_ast","home_opp_pct_fg3a_corner","home_opp_fg3_pct_corner","home_opp_fg","home_opp_fga","home_opp_fg3","home_opp_fg3a","home_opp_fg2","home_opp_fg2a","home_opp_ft","home_opp_fta","home_opp_ft_pct","home_opp_orb","home_opp_drb","home_opp_trb","home_opp_ast","home_opp_stl","home_opp_blk","home_opp_tov","home_opp_pf","home_opp_pts","home_fg_pct","home_avg_dist","home_fg2a_pct_fga","home_pct_fga_00_03","home_pct_fga_03_10","home_pct_fga_10_16","home_pct_fga_16_xx","home_fg3a_pct_fga","home_fg2_pct","home_fg_pct_00_03","home_fg_pct_03_10","home_fg_pct_10_16","home_fg_pct_16_xx","home_fg3_pct","home_fg2_pct_ast","home_pct_fg2_dunk","home_fg2_dunk","home_pct_fg2_layup","home_fg2_layup","home_fg3_pct_ast","home_pct_fg3a_corner","home_fg3_pct_corner","home_fg3a_heave","home_fg3_heave","home_fg","home_fga","home_fg3","home_fg3a","home_fg2","home_fg2a","home_ft","home_fta","home_ft_pct","home_orb","home_drb","home_trb","home_ast","home_stl","home_blk","home_tov","home_pf","home_pts","home_W_PCT","home_HOME_RECORD","home_ROAD_RECORD","home_L10","home_CurrentStreak"
"Brooklyn Nets","Charlotte Hornets",26.3,12,39,-9.02,0.6,-8.42,103.1,111.9,101.6,0.274,0.378,0.548,0.505,15,19.3,0.218,0.52,11.5,75.6,0.204,12290,0.464,13.3,0.694,0.286,0.154,0.103,0.152,0.306,0.506,0.618,0.426,0.398,0.451,0.367,0.471,0.051,224,0.254,645,0.789,0.229,0.386,42.5,91.8,10.3,28.1,32.2,63.7,18.7,24.4,0.767,11.3,36.4,47.7,23.3,9.9,6,13.3,20,114.2,0.441,13.2,0.622,0.308,0.178,0.07,0.067,0.378,0.502,0.599,0.439,0.382,0.352,0.34,0.437,0.033,130,0.302,731,0.848,0.227,0.344,10,0,37.7,85.6,11,32.4,26.7,53.2,18.7,23.5,0.797,8.7,35,43.7,21,7.1,4.6,17,20.8,105.1,0.176,0.259259259259259,0.0833333333333333,0.1,-9,26.7,27,24,0.75,0.09,0.84,108.2,107.4,96.5,0.289,0.322,0.544,0.497,11,20.4,0.233,0.511,11.5,79.6,0.165,12315,0.448,14.1,0.648,0.289,0.113,0.094,0.151,0.352,0.497,0.576,0.429,0.448,0.425,0.358,0.503,0.034,134,0.258,628,0.862,0.221,0.381,39.4,87.9,11.1,31,28.3,56.9,14.5,18.6,0.778,9.2,35.4,44.6,23.8,6.9,6,12.5,20.2,104.3,0.44,13.6,0.678,0.29,0.141,0.098,0.149,0.322,0.481,0.606,0.388,0.399,0.381,0.354,0.563,0.035,141,0.26,636,0.791,0.143,0.388,12,0,37.7,85.6,9.8,27.5,27.9,58.1,19.9,24.8,0.804,9.1,36,45,23.5,6.5,5.1,12,17,105.1,0.451,0.6,0.307692307692308,0.3,-7
"Portland Trail Blazers","Dallas Mavericks",25.1,22,30,-2.33,0.75,-1.58,109.2,111.5,97.3,0.269,0.327,0.554,0.513,12.3,22,0.212,0.511,11.9,76.1,0.25,12630,0.453,13.4,0.695,0.273,0.162,0.107,0.153,0.305,0.484,0.572,0.433,0.443,0.409,0.381,0.449,0.04,156,0.236,545,0.807,0.193,0.348,39.1,86.3,10,26.3,29.1,60,21.6,27.2,0.795,10.3,34.7,45,21.2,7.9,5.3,13.3,19.5,109.8,0.455,13.7,0.673,0.284,0.142,0.096,0.151,0.327,0.501,0.601,0.419,0.432,0.435,0.358,0.469,0.048,195,0.238,581,0.811,0.205,0.364,12,0,39.5,86.8,10.2,28.4,29.3,58.4,18.4,23.3,0.788,9.8,33,42.7,22,7,5,13.6,21.6,107.5,0.423,0.56,0.296296296296296,0.4,-2,27.8,20,31,-2.86,0.72,-2.14,105.7,108.8,91.6,0.219,0.366,0.54,0.505,11.6,18.7,0.176,0.531,14.7,77.7,0.227,12315,0.47,13.6,0.685,0.264,0.146,0.107,0.168,0.315,0.506,0.665,0.424,0.406,0.388,0.39,0.481,0.044,159,0.222,546,0.789,0.252,0.429,36.5,77.8,9.6,24.5,27,53.3,17.6,22.9,0.771,8.6,35.5,44.1,20.5,6.2,3.5,15.2,19.3,100.3,0.439,15.2,0.634,0.205,0.124,0.119,0.186,0.366,0.486,0.631,0.44,0.447,0.385,0.358,0.444,0.035,133,0.173,411,0.821,0.197,0.389,7,0,36.1,82.2,10.8,30.1,25.3,52.1,14.4,18,0.802,8.2,30.1,38.3,20.1,7.7,3.8,11.8,19.3,97.4,0.392,0.5,0.296296296296296,0.6,-1
"Orlando Magic","Houston Rockets",25.7,17,36,-5.77,0.08,-5.69,103.4,109.3,95.8,0.241,0.304,0.522,0.491,12.1,21.5,0.174,0.518,12.2,77.1,0.199,12795,0.463,13,0.699,0.312,0.147,0.102,0.138,0.301,0.506,0.624,0.45,0.379,0.392,0.363,0.494,0.061,234,0.257,665,0.834,0.218,0.414,39.5,85.4,9.3,25.7,30.2,59.7,17,22.1,0.768,9.8,35.4,45.2,22.7,7.3,5.1,13.2,18.8,105.4,0.44,13.6,0.696,0.257,0.166,0.114,0.159,0.304,0.487,0.621,0.417,0.44,0.374,0.333,0.497,0.038,160,0.225,579,0.877,0.177,0.293,16,0,38,86.3,8.7,26.2,29.2,60.1,15,20.8,0.723,9.7,32.9,42.6,22.2,6.8,5.1,13.2,18.8,99.6,0.377,0.36,0.392857142857143,0.3,-1,27.4,36,18,5.83,-0.07,5.76,114.2,108.3,99.2,0.286,0.46,0.584,0.548,13.7,24.3,0.218,0.518,13.4,76.5,0.2,13060,0.462,13.4,0.679,0.285,0.17,0.082,0.141,0.321,0.513,0.694,0.41,0.356,0.363,0.354,0.491,0.048,218,0.254,764,0.816,0.24,0.389,40.4,87.5,9.9,28.1,30.4,59.4,17.5,22.6,0.775,10.2,32.7,43,23.1,8.8,5,15.1,20.1,108.3,0.465,14.5,0.54,0.308,0.134,0.041,0.056,0.46,0.553,0.679,0.385,0.368,0.409,0.362,0.548,0.074,311,0.26,741,0.779,0.203,0.397,11,0,40.4,86.8,14.4,39.9,25.9,46.9,18.9,24.8,0.763,10.5,33.4,43.9,25.4,8.2,4.6,15.5,20.1,114.1,0.685,0.76,0.620689655172414,0.5,1
