Visitor,Home,Prediction,Result,Prediction_Outcome
Oklahoma City Thunder,Brooklyn Nets,,,
Detroit Pistons,Cleveland Cavaliers,,,
Philadelphia 76ers,Golden State Warriors,,,
Portland Trail Blazers,New Orleans Pelicans,,,
Indiana Pacers,New York Knicks,,,
