team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.2,15,4,11.79,-0.95,10.85,116.3,104.7,100.5,.278,.369,.602,.566,13.2,22.2,.220,.483,13.0,74.3,.202
Los Angeles Clippers,29.9,16,4,10.10,-0.46,9.64,111.6,101.3,96.5,.348,.319,.566,.522,11.7,21.1,.262,.482,14.3,78.2,.216
Toronto Raptors,26.2,12,6,5.39,1.06,6.45,114.8,109.2,95.0,.315,.280,.572,.523,11.3,25.1,.256,.518,14.4,75.7,.234
San Antonio Spurs,29.7,13,6,4.89,0.50,5.39,110.5,105.3,92.9,.298,.273,.565,.515,12.2,22.0,.248,.503,13.0,78.5,.183
Cleveland Cavaliers,29.2,12,5,6.00,-0.69,5.31,113.3,107.2,97.3,.297,.405,.568,.528,12.1,23.7,.230,.506,11.8,76.0,.155
Utah Jazz,26.3,13,7,4.60,-0.08,4.52,108.9,103.9,91.1,.286,.331,.564,.524,12.4,20.0,.221,.476,11.0,78.2,.193
Chicago Bulls,27.8,12,5,5.59,-1.67,3.91,109.3,103.5,95.5,.278,.239,.525,.477,11.7,29.7,.225,.488,12.7,75.6,.165
Houston Rockets,27.2,11,8,3.11,0.59,3.69,112.9,109.8,96.8,.256,.429,.575,.544,14.5,27.1,.191,.521,12.8,77.8,.221
Detroit Pistons,25.9,11,9,1.90,0.95,2.85,105.7,103.7,94.1,.215,.228,.522,.489,10.8,22.0,.166,.485,12.1,77.7,.196
Oklahoma City Thunder,24.6,11,9,2.25,-0.11,2.15,107.1,104.9,98.7,.269,.289,.544,.510,13.6,25.0,.197,.499,12.5,77.9,.198
Charlotte Hornets,26.7,11,8,2.37,-0.78,1.59,106.4,104.0,97.0,.313,.333,.540,.498,10.8,18.8,.232,.496,12.0,79.7,.154
Atlanta Hawks,28.2,11,8,1.89,-0.81,1.08,102.6,100.7,99.3,.270,.309,.540,.510,15.6,24.1,.189,.486,14.5,77.4,.172
Boston Celtics,25.7,9,9,0.61,-0.13,0.48,109.3,108.6,96.1,.240,.362,.550,.515,11.4,21.6,.187,.497,12.6,73.4,.220
Milwaukee Bucks,25.5,9,8,1.47,-1.20,0.27,106.5,104.9,96.3,.249,.291,.544,.507,13.7,24.0,.195,.486,13.3,76.4,.228
Miami Heat,26.0,9,10,-1.47,0.74,-0.74,103.2,104.8,93.8,.258,.293,.508,.480,11.7,25.1,.173,.484,12.8,76.2,.216
Denver Nuggets,25.0,8,10,-2.22,1.22,-1.00,105.3,107.5,99.4,.318,.283,.528,.483,13.8,27.2,.237,.503,10.5,80.4,.211
Memphis Grizzlies,28.4,9,11,-1.05,-0.37,-1.42,102.7,103.8,92.7,.292,.303,.522,.474,13.1,22.5,.230,.501,14.6,80.0,.266
Los Angeles Lakers,26.1,8,12,-2.95,1.36,-1.59,106.9,109.8,99.7,.268,.293,.547,.507,14.0,24.9,.209,.528,13.0,77.3,.207
Sacramento Kings,29.0,8,10,-2.06,0.43,-1.62,107.1,109.2,94.7,.303,.280,.547,.503,13.4,22.4,.235,.521,13.4,77.0,.249
Minnesota Timberwolves,23.6,8,10,-1.00,-0.79,-1.79,108.0,109.0,95.5,.318,.281,.544,.497,13.6,26.9,.247,.523,14.5,76.4,.245
New Orleans Pelicans,25.7,8,11,-2.11,-0.13,-2.24,102.9,105.0,98.3,.274,.285,.535,.493,12.1,17.0,.213,.494,12.5,78.3,.190
Portland Trail Blazers,25.1,8,12,-2.75,0.40,-2.36,110.6,113.4,98.6,.265,.345,.563,.523,12.1,21.0,.212,.516,11.3,75.5,.254
New York Knicks,27.5,7,11,-3.06,0.67,-2.38,107.0,110.2,96.1,.214,.281,.529,.496,12.3,26.3,.167,.505,12.5,73.7,.241
Washington Wizards,26.2,7,10,-2.94,-0.29,-3.23,104.8,107.8,96.2,.249,.252,.528,.491,13.2,25.5,.190,.522,14.1,75.4,.205
Indiana Pacers,27.3,8,11,-2.68,-1.06,-3.75,103.8,106.4,97.9,.229,.256,.536,.501,13.6,20.9,.180,.505,14.4,74.0,.210
Phoenix Suns,25.7,6,13,-5.68,-0.41,-6.10,102.6,108.1,101.8,.303,.255,.527,.483,13.8,24.2,.229,.510,13.6,78.6,.251
Orlando Magic,25.4,6,13,-5.47,-0.85,-6.32,98.1,103.9,94.2,.242,.290,.493,.459,12.8,23.4,.175,.486,11.9,77.5,.181
Dallas Mavericks,27.6,4,14,-8.83,1.71,-7.12,97.7,107.2,92.0,.214,.355,.503,.465,12.7,20.0,.171,.526,14.9,79.5,.222
Brooklyn Nets,26.7,4,14,-8.83,0.44,-8.39,102.7,111.3,101.5,.271,.402,.542,.501,14.8,19.9,.212,.531,13.0,75.4,.188
Philadelphia 76ers,25.2,4,14,-10.00,0.44,-9.56,98.4,108.5,97.3,.224,.345,.527,.497,16.0,19.5,.164,.509,11.9,75.4,.192
