team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Chicago Bulls,37.9,86.5,8.8,24.2,29.1,62.3,14.3,19.2,.745,11.3,32.7,44.0,22.6,7.6,5.1,13.8,19.8,98.8
Milwaukee Bucks,36.5,84.7,9.5,30.0,27.0,54.7,19.3,24.1,.800,10.6,33.1,43.7,22.7,8.3,5.6,14.6,19.7,101.7
Cleveland Cavaliers,40.1,89.4,10.2,28.4,29.9,61.1,13.9,18.5,.749,10.9,32.6,43.6,23.6,6.8,5.2,13.0,22.4,104.3
Dallas Mavericks,35.9,78.3,10.6,26.1,25.4,52.2,17.4,23.0,.756,8.1,36.5,44.6,21.1,7.3,3.7,15.5,19.6,99.8
Washington Wizards,39.1,84.6,10.2,27.1,28.8,57.6,17.4,24.2,.716,10.5,33.2,43.6,22.7,8.3,4.6,15.7,21.0,105.7
Orlando Magic,37.4,84.9,7.6,23.1,29.8,61.8,15.4,20.2,.760,9.9,35.2,45.1,21.2,7.6,6.1,12.6,18.9,97.8
San Antonio Spurs,37.0,82.3,8.8,25.6,28.2,56.7,15.1,19.8,.759,9.1,32.0,41.1,21.5,7.4,4.1,13.6,20.2,97.8
Minnesota Timberwolves,37.9,80.6,8.5,25.1,29.4,55.6,19.7,25.3,.779,9.3,31.7,41.0,20.5,8.2,5.3,15.6,21.4,104.1
Toronto Raptors,37.6,82.1,10.0,28.1,27.6,54.0,19.2,24.7,.778,10.2,32.1,42.2,22.6,6.4,4.5,15.6,21.1,104.3
Miami Heat,36.4,83.5,8.0,22.1,28.4,61.4,18.0,22.5,.799,10.4,34.6,45.0,20.1,6.2,5.8,13.7,18.9,98.8
Boston Celtics,38.3,85.9,8.8,26.1,29.5,59.8,18.9,24.8,.762,11.8,34.8,46.6,22.4,7.0,5.7,14.0,19.3,104.4
Utah Jazz,35.4,82.7,8.0,22.6,27.4,60.2,16.0,21.3,.753,9.7,31.8,41.5,18.1,6.6,4.2,11.4,19.7,94.7
Sacramento Kings,37.3,81.5,10.3,28.4,26.9,53.1,20.3,26.7,.763,9.6,32.4,42.0,22.9,8.1,5.7,14.4,22.2,105.2
Atlanta Hawks,37.9,87.4,9.0,26.8,28.9,60.6,15.1,19.4,.775,10.2,32.6,42.7,20.9,10.5,5.1,16.3,21.1,99.9
New York Knicks,38.6,85.1,8.8,25.2,29.8,59.9,20.5,26.9,.761,11.8,33.2,44.9,20.4,7.4,4.8,13.8,18.2,106.5
Charlotte Hornets,38.8,89.1,10.6,30.8,28.2,58.2,13.7,17.8,.769,9.3,36.3,45.5,23.2,7.0,5.4,13.2,21.9,102.0
Philadelphia 76ers,40.8,89.2,9.3,26.6,31.5,62.7,17.1,23.3,.733,11.4,35.1,46.4,22.6,9.1,5.9,13.4,19.1,107.9
Detroit Pistons,36.2,83.7,8.7,25.3,27.5,58.4,16.4,21.0,.783,9.9,34.4,44.3,21.6,6.4,4.8,12.8,17.1,97.5
Denver Nuggets,40.9,89.3,8.0,23.5,32.9,65.8,18.8,24.9,.757,9.2,33.6,42.8,22.7,8.9,5.8,11.8,23.6,108.7
Memphis Grizzlies,34.3,77.5,9.2,26.6,25.1,50.9,20.6,27.8,.742,8.0,33.5,41.5,19.5,7.3,5.9,15.3,22.0,98.3
Los Angeles Clippers,36.0,83.6,8.7,23.7,27.4,60.0,18.1,23.1,.781,9.7,33.4,43.1,20.0,6.9,3.1,15.7,24.6,98.7
New Orleans Pelicans,39.1,89.2,9.9,28.8,29.2,60.4,16.9,21.5,.789,9.9,37.9,47.8,24.3,7.7,4.2,14.1,20.1,104.9
Golden State Warriors,39.4,91.0,9.1,27.6,30.4,63.4,18.4,24.0,.768,12.2,32.3,44.5,22.4,8.8,3.3,15.2,20.7,106.3
Indiana Pacers,39.2,87.3,9.8,29.6,29.4,57.6,18.4,23.2,.793,11.7,35.3,47.0,22.8,8.6,5.6,16.4,19.7,106.5
Houston Rockets,39.3,85.1,10.1,27.0,29.2,58.1,18.8,23.6,.797,9.3,31.1,40.4,22.2,8.9,5.1,14.0,18.9,107.4
Brooklyn Nets,43.1,91.4,11.0,29.3,32.1,62.1,17.2,22.1,.778,11.2,37.3,48.5,24.6,10.2,5.3,15.1,21.0,114.3
Oklahoma City Thunder,39.7,88.5,8.9,25.6,30.9,62.9,17.5,23.5,.746,9.9,32.2,42.1,21.5,8.5,5.6,14.2,19.5,105.8
Phoenix Suns,40.1,87.9,9.7,25.5,30.4,62.5,22.1,28.3,.782,9.5,35.4,44.9,22.6,8.1,6.2,15.8,22.3,111.9
Los Angeles Lakers,41.2,86.7,9.3,27.4,31.9,59.3,18.0,24.0,.748,9.9,33.4,43.2,25.8,9.4,5.0,14.6,19.2,109.6
Portland Trail Blazers,40.7,88.3,9.7,26.2,31.0,62.1,22.4,28.4,.790,10.8,35.0,45.8,21.1,7.6,5.2,12.9,20.0,113.5
