team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.458,13.1,.691,.309,.127,.104,.152,.309,.514,.650,.335,.455,.424,.333,.527,.055,82,.260,238,.879,.244,.413,1,0
Boston Celtics,.449,13.9,.638,.294,.143,.068,.132,.362,.499,.621,.347,.425,.434,.361,.545,.028,42,.279,251,.842,.222,.480,4,0
Brooklyn Nets,.435,13.7,.598,.285,.183,.062,.070,.402,.505,.594,.465,.433,.312,.330,.412,.029,40,.286,249,.855,.213,.313,2,0
Chicago Bulls,.437,12.6,.761,.281,.175,.107,.199,.239,.470,.570,.502,.354,.361,.333,.485,.043,55,.263,210,.850,.233,.393,2,0
Charlotte Hornets,.440,13.6,.667,.290,.137,.090,.149,.333,.484,.610,.419,.372,.365,.351,.582,.028,44,.266,245,.810,.141,.395,3,0
Cleveland Cavaliers,.449,14.8,.595,.267,.117,.095,.117,.405,.490,.626,.322,.449,.376,.389,.433,.056,72,.218,173,.843,.259,.464,2,0
Dallas Mavericks,.409,15.1,.645,.213,.124,.121,.188,.355,.461,.599,.408,.411,.371,.314,.429,.038,47,.183,145,.807,.186,.327,2,0
Denver Nuggets,.433,12.0,.717,.345,.169,.087,.116,.283,.462,.558,.401,.348,.351,.357,.479,.045,62,.306,244,.870,.202,.418,4,0
Detroit Pistons,.451,12.5,.772,.257,.206,.142,.167,.228,.485,.640,.388,.445,.402,.333,.466,.046,76,.213,216,.848,.215,.424,9,0
Golden State Warriors,.496,14.4,.631,.287,.107,.110,.130,.369,.567,.710,.458,.404,.474,.376,.667,.068,106,.228,243,.843,.201,.398,6,0
Houston Rockets,.464,13.8,.571,.324,.143,.046,.059,.429,.531,.663,.350,.387,.375,.374,.526,.067,98,.282,279,.757,.201,.355,3,0
Indiana Pacers,.456,13.1,.744,.256,.180,.102,.206,.256,.492,.600,.492,.376,.413,.351,.501,.028,44,.253,243,.847,.227,.381,4,0
Los Angeles Clippers,.462,14.0,.681,.291,.109,.082,.199,.319,.503,.655,.302,.387,.440,.375,.508,.063,90,.237,232,.774,.220,.393,4,0
Los Angeles Lakers,.456,13.0,.707,.276,.177,.123,.129,.293,.499,.650,.385,.391,.440,.352,.472,.063,100,.215,214,.817,.225,.339,5,0
Memphis Grizzlies,.423,13.2,.697,.293,.158,.098,.148,.303,.460,.540,.448,.398,.355,.338,.478,.032,44,.273,227,.805,.218,.413,5,0
Miami Heat,.431,12.3,.707,.327,.171,.076,.132,.293,.471,.602,.375,.344,.343,.335,.415,.051,76,.282,246,.925,.318,.382,2,0
Milwaukee Bucks,.457,11.7,.709,.364,.163,.080,.103,.291,.503,.642,.322,.328,.436,.344,.531,.076,101,.287,236,.959,.268,.310,3,0
Minnesota Timberwolves,.448,12.6,.719,.310,.162,.090,.158,.281,.486,.612,.432,.328,.380,.350,.503,.055,79,.260,210,.844,.238,.370,1,0
New Orleans Pelicans,.447,13.4,.715,.262,.180,.100,.170,.285,.496,.616,.452,.405,.408,.325,.546,.041,60,.234,218,.841,.219,.343,4,0
New York Knicks,.446,13.2,.719,.299,.121,.133,.167,.281,.481,.597,.374,.418,.396,.356,.470,.035,53,.266,231,.851,.195,.443,8,0
Oklahoma City Thunder,.459,12.0,.711,.336,.150,.125,.100,.289,.505,.633,.391,.419,.354,.348,.471,.063,96,.276,286,.827,.294,.424,4,0
Orlando Magic,.413,13.3,.710,.269,.179,.091,.171,.290,.454,.597,.375,.401,.338,.313,.494,.039,55,.239,204,.890,.185,.291,6,0
Philadelphia 76ers,.434,13.9,.655,.270,.143,.108,.133,.345,.470,.659,.339,.348,.335,.366,.514,.032,44,.246,230,.865,.185,.402,3,0
Phoenix Suns,.441,12.7,.745,.294,.158,.123,.171,.255,.479,.589,.425,.385,.410,.330,.386,.043,61,.257,238,.803,.300,.310,6,0
Portland Trail Blazers,.460,13.8,.655,.282,.141,.095,.136,.345,.511,.620,.419,.429,.438,.363,.463,.035,57,.249,256,.801,.235,.378,5,0
Sacramento Kings,.454,12.9,.720,.265,.201,.094,.160,.280,.494,.662,.399,.400,.388,.351,.504,.054,74,.253,221,.857,.274,.322,4,0
San Antonio Spurs,.460,13.7,.727,.231,.169,.116,.213,.273,.482,.615,.422,.379,.440,.400,.522,.043,51,.205,182,.880,.264,.455,4,0
Toronto Raptors,.470,13.3,.720,.248,.177,.126,.169,.280,.506,.638,.429,.487,.406,.379,.399,.040,56,.229,202,.820,.266,.398,3,1
Utah Jazz,.465,13.4,.669,.285,.143,.112,.129,.331,.518,.655,.455,.457,.342,.357,.417,.061,86,.233,214,.773,.226,.359,3,0
Washington Wizards,.448,12.9,.748,.270,.162,.137,.180,.252,.484,.607,.436,.424,.388,.341,.465,.027,33,.261,227,.828,.243,.297,3,0
