team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.2,28,6,12.71,-0.60,12.11,116.0,103.4,100.3,.268,.356,.601,.565,13.5,22.2,.213,.480,12.9,75.2,.203
Toronto Raptors,26.1,24,9,7.91,0.16,8.07,116.2,107.9,95.4,.303,.289,.576,.529,11.1,25.3,.247,.511,14.4,73.7,.210
Cleveland Cavaliers,29.1,23,9,7.28,0.41,7.69,114.8,107.3,96.3,.295,.391,.576,.539,12.4,24.1,.225,.506,12.3,75.7,.172
Houston Rockets,27.3,25,10,7.80,-0.35,7.45,115.8,108.0,98.4,.276,.457,.590,.557,14.0,26.6,.209,.509,12.9,76.3,.204
San Antonio Spurs,29.8,25,9,7.09,-0.24,6.85,112.0,104.4,93.8,.275,.268,.572,.528,12.8,23.7,.226,.499,13.5,78.3,.193
Los Angeles Clippers,30.1,24,12,4.94,-0.41,4.53,111.5,106.4,96.3,.303,.327,.566,.526,12.1,22.2,.231,.499,12.9,76.9,.224
Utah Jazz,26.4,22,12,4.24,-0.40,3.84,108.7,104.1,91.0,.298,.343,.569,.531,13.7,21.1,.225,.476,11.3,77.1,.184
Milwaukee Bucks,25.5,19,13,2.50,-0.07,2.43,109.4,106.8,95.5,.264,.285,.560,.525,12.8,22.6,.201,.497,12.9,76.2,.216
Boston Celtics,25.9,19,15,1.88,0.07,1.96,110.3,108.3,96.0,.251,.367,.555,.516,11.5,21.4,.201,.502,13.1,73.7,.225
Charlotte Hornets,26.7,20,14,2.32,-0.65,1.67,107.8,105.4,96.4,.293,.315,.540,.497,10.9,21.0,.226,.506,11.7,80.1,.152
Oklahoma City Thunder,24.7,19,15,1.79,-0.49,1.31,107.8,106.0,97.5,.302,.296,.545,.507,13.5,26.4,.220,.505,12.7,77.8,.198
Memphis Grizzlies,28.5,19,17,0.92,0.11,1.03,104.3,103.4,92.6,.281,.303,.521,.476,12.2,24.2,.220,.490,14.4,78.5,.262
Detroit Pistons,25.6,18,18,0.08,0.38,0.46,105.2,105.1,93.9,.221,.260,.524,.494,11.4,22.3,.163,.502,12.1,80.4,.198
Washington Wizards,26.1,16,16,-0.47,-0.41,-0.88,108.3,108.8,96.6,.260,.261,.553,.516,13.3,24.3,.201,.529,14.5,75.7,.213
Chicago Bulls,27.8,17,17,-0.09,-0.89,-0.97,106.6,106.7,94.3,.278,.229,.517,.469,12.2,29.9,.222,.503,12.1,75.8,.161
Minnesota Timberwolves,23.6,15,19,-1.62,0.18,-1.44,109.2,110.9,94.4,.287,.279,.546,.503,13.4,28.0,.224,.530,13.5,76.7,.226
Atlanta Hawks,28.3,15,19,-1.65,0.04,-1.60,104.2,105.9,97.6,.268,.307,.537,.505,14.3,24.6,.192,.510,14.0,76.5,.176
Denver Nuggets,25.2,15,18,-1.82,-0.30,-2.12,109.2,111.0,97.8,.306,.306,.546,.505,13.8,28.3,.229,.518,10.9,79.2,.222
Indiana Pacers,27.1,16,19,-1.31,-1.02,-2.33,105.7,107.1,97.6,.267,.266,.546,.501,12.9,19.7,.217,.501,13.7,74.4,.217
New York Knicks,27.5,13,20,-2.82,0.31,-2.51,107.4,110.3,97.3,.240,.281,.531,.492,12.3,26.4,.190,.503,11.8,74.5,.230
Sacramento Kings,28.8,14,19,-2.52,-0.16,-2.67,106.9,109.5,94.3,.296,.297,.542,.499,12.9,22.3,.229,.523,13.9,75.8,.235
Portland Trail Blazers,25.1,14,22,-3.58,0.84,-2.74,109.3,112.9,97.3,.281,.335,.558,.518,12.5,21.4,.220,.515,11.8,75.3,.258
New Orleans Pelicans,25.6,14,21,-3.09,0.33,-2.76,103.4,106.5,97.8,.267,.293,.530,.491,11.6,18.0,.202,.503,12.0,77.7,.176
Miami Heat,26.1,13,22,-3.46,0.39,-3.07,103.2,106.8,94.5,.245,.291,.516,.491,12.2,24.1,.162,.493,11.9,76.4,.204
Dallas Mavericks,27.6,11,23,-5.50,1.67,-3.83,103.6,109.6,91.2,.217,.365,.528,.492,12.0,19.7,.172,.541,15.1,78.4,.229
Orlando Magic,25.6,12,23,-4.49,-0.60,-5.09,103.3,108.0,95.2,.237,.305,.520,.489,11.7,21.3,.169,.505,11.6,76.7,.193
Los Angeles Lakers,26.0,11,26,-6.19,0.79,-5.40,106.3,112.6,98.0,.271,.297,.539,.497,14.0,26.1,.210,.540,13.0,75.1,.204
Phoenix Suns,25.9,10,24,-6.76,0.55,-6.22,104.0,110.6,100.6,.289,.272,.533,.491,14.0,25.2,.220,.525,14.1,77.6,.266
Philadelphia 76ers,25.1,8,24,-7.50,-0.26,-7.76,101.1,108.7,96.7,.236,.353,.532,.499,15.4,21.7,.176,.509,12.5,75.4,.222
Brooklyn Nets,26.5,8,24,-8.44,0.56,-7.88,103.5,111.7,101.8,.296,.386,.549,.505,15.2,20.3,.232,.520,12.2,74.7,.202
