team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,8210,.453,13.8,.683,.257,.144,.117,.165,.317,.496,.587,.427,.421,.467,.361,.483,.042,112,.218,336,.828,.225,.412
Boston Celtics,8185,.448,13.6,.685,.274,.166,.098,.147,.315,.496,.613,.427,.394,.418,.344,.501,.038,103,.244,394,.856,.220,.370
Brooklyn Nets,7730,.464,13.4,.686,.287,.149,.102,.149,.314,.510,.621,.427,.411,.443,.362,.492,.054,145,.251,407,.803,.239,.380
Chicago Bulls,8160,.454,12.5,.728,.310,.164,.099,.155,.272,.489,.606,.412,.383,.404,.361,.547,.053,142,.279,439,.868,.246,.367
Charlotte Hornets,8235,.446,14.0,.656,.287,.115,.096,.158,.344,.494,.576,.439,.464,.405,.353,.508,.032,87,.260,422,.871,.225,.366
Cleveland Cavaliers,7705,.449,13.4,.680,.294,.148,.103,.136,.320,.494,.635,.346,.408,.416,.355,.520,.040,95,.252,419,.843,.225,.371
Dallas Mavericks,8210,.474,13.7,.667,.274,.144,.097,.152,.333,.510,.663,.419,.399,.389,.403,.493,.045,108,.230,371,.800,.246,.425
Denver Nuggets,7995,.465,13.2,.712,.282,.151,.112,.168,.288,.505,.632,.443,.439,.389,.368,.483,.049,135,.239,393,.839,.209,.416
Detroit Pistons,8640,.450,13.4,.707,.264,.164,.116,.163,.293,.490,.633,.396,.424,.402,.354,.542,.033,86,.234,415,.859,.235,.369
Golden State Warriors,8210,.428,13.6,.684,.274,.155,.103,.152,.316,.476,.618,.362,.401,.389,.324,.475,.043,119,.242,418,.821,.201,.345
Houston Rockets,8475,.452,13.4,.686,.278,.171,.091,.144,.314,.495,.680,.381,.357,.360,.360,.455,.043,125,.250,485,.824,.239,.396
Indiana Pacers,8500,.444,14.2,.656,.264,.139,.095,.159,.344,.501,.618,.455,.446,.383,.334,.481,.043,121,.249,419,.876,.260,.358
Los Angeles Clippers,8690,.447,13.5,.705,.258,.158,.124,.165,.295,.487,.659,.432,.380,.353,.351,.491,.048,136,.226,406,.835,.230,.340
Los Angeles Lakers,8880,.481,13.3,.678,.303,.142,.091,.142,.322,.534,.690,.427,.397,.394,.367,.536,.064,189,.253,505,.851,.218,.384
Memphis Grizzlies,8815,.429,14.0,.645,.279,.149,.082,.135,.355,.477,.603,.390,.369,.375,.342,.466,.039,101,.254,392,.817,.224,.396
Miami Heat,8475,.446,12.7,.729,.287,.166,.122,.154,.271,.481,.574,.431,.462,.377,.351,.436,.039,106,.252,392,.856,.254,.354
Milwaukee Bucks,7730,.438,13.5,.655,.302,.139,.098,.117,.345,.488,.617,.384,.372,.375,.343,.551,.044,107,.258,395,.900,.279,.398
Minnesota Timberwolves,8210,.472,12.9,.678,.317,.140,.092,.129,.322,.526,.657,.424,.409,.401,.358,.470,.059,156,.268,437,.854,.239,.397
New Orleans Pelicans,8550,.443,13.7,.662,.278,.155,.099,.130,.338,.490,.649,.365,.392,.371,.352,.511,.050,148,.240,441,.874,.221,.397
New York Knicks,7995,.447,12.8,.683,.321,.146,.087,.128,.317,.493,.602,.407,.411,.376,.349,.469,.051,133,.279,434,.834,.222,.404
Oklahoma City Thunder,8260,.454,12.1,.708,.325,.182,.093,.107,.292,.498,.621,.381,.411,.402,.347,.463,.052,133,.279,467,.839,.244,.362
Orlando Magic,8450,.455,12.7,.722,.309,.160,.107,.145,.278,.493,.614,.425,.381,.394,.357,.479,.061,149,.257,435,.839,.203,.400
Philadelphia 76ers,7780,.455,13.1,.698,.291,.159,.108,.141,.302,.496,.639,.374,.422,.394,.359,.482,.047,119,.255,406,.849,.207,.413
Phoenix Suns,8285,.468,13.3,.703,.295,.138,.114,.154,.297,.503,.635,.373,.428,.424,.385,.479,.042,114,.257,436,.826,.200,.466
Portland Trail Blazers,8715,.457,13.3,.699,.275,.168,.102,.156,.301,.491,.580,.446,.416,.428,.380,.441,.045,122,.237,382,.811,.197,.386
Sacramento Kings,7995,.458,14.2,.646,.242,.170,.081,.154,.354,.504,.636,.455,.401,.404,.373,.518,.049,117,.213,331,.828,.244,.427
San Antonio Spurs,8185,.447,13.2,.699,.294,.150,.097,.158,.301,.491,.607,.385,.429,.414,.344,.502,.050,125,.256,395,.835,.251,.349
Toronto Raptors,7945,.452,13.3,.667,.287,.173,.089,.118,.333,.501,.644,.379,.389,.416,.354,.498,.058,148,.258,390,.850,.215,.374
Utah Jazz,8160,.429,12.4,.734,.309,.166,.113,.146,.266,.456,.567,.362,.361,.401,.355,.400,.046,111,.264,384,.787,.192,.372
Washington Wizards,7755,.470,13.6,.685,.279,.150,.105,.152,.315,.514,.648,.405,.450,.420,.373,.511,.049,123,.239,373,.854,.222,.406
