team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,35.7,83.3,7.9,22.2,27.9,61.1,15.4,20.1,.762,10.2,30.8,41.0,17.4,7.1,3.4,11.7,20.2,94.7
Milwaukee Bucks,37.1,84.8,10.0,29.3,27.1,55.6,18.3,23.6,.779,10.6,32.4,43.0,24.0,7.3,4.9,14.1,19.0,102.6
Cleveland Cavaliers,39.3,87.5,9.9,28.0,29.4,59.5,15.1,19.6,.769,10.9,32.2,43.1,23.7,7.3,4.8,13.4,21.8,103.6
San Antonio Spurs,36.9,82.6,8.6,24.9,28.3,57.7,16.0,20.8,.767,9.3,31.2,40.5,21.4,7.8,4.0,14.3,19.9,98.3
Washington Wizards,39.3,83.5,9.8,26.3,29.4,57.3,17.8,24.3,.732,10.2,32.2,42.3,23.4,7.5,4.4,16.0,20.3,106.1
Toronto Raptors,37.9,83.8,9.9,27.9,28.0,55.9,17.6,23.1,.762,11.3,32.1,43.5,22.3,6.4,4.2,15.8,20.8,103.2
Philadelphia 76ers,39.1,85.9,9.3,26.0,29.8,59.9,19.1,25.7,.743,10.9,34.5,45.4,22.3,8.7,5.1,13.9,19.4,106.5
Dallas Mavericks,36.4,76.7,10.3,25.6,26.1,51.1,17.6,22.7,.776,8.2,35.7,43.9,21.1,6.6,3.5,15.4,19.1,100.6
Chicago Bulls,39.1,86.2,8.5,23.4,30.7,62.8,13.9,18.6,.745,10.8,32.3,43.1,24.2,7.5,5.2,13.0,19.1,100.6
Sacramento Kings,37.2,81.3,10.7,28.8,26.5,52.5,19.1,24.7,.775,10.2,33.3,43.4,22.6,7.8,5.7,14.9,21.6,104.3
Charlotte Hornets,39.3,88.1,10.7,30.3,28.6,57.8,13.4,17.6,.760,9.0,35.4,44.4,23.8,6.7,5.7,12.7,20.5,102.6
Memphis Grizzlies,33.7,78.6,9.6,27.9,24.2,50.7,20.6,27.8,.743,9.0,33.7,42.7,19.1,6.7,5.5,15.3,21.1,97.6
Atlanta Hawks,39.4,86.9,9.9,27.5,29.4,59.4,15.3,19.9,.770,10.2,32.7,42.9,22.5,9.3,5.1,15.5,20.8,103.9
Boston Celtics,38.0,84.8,9.2,26.7,28.8,58.1,19.1,25.1,.760,11.4,34.4,45.9,22.3,7.4,5.3,14.5,19.6,104.3
Golden State Warriors,38.4,89.8,9.2,28.4,29.2,61.4,18.2,24.0,.760,12.0,31.9,43.9,21.4,8.9,3.7,14.9,20.0,104.3
Detroit Pistons,37.0,82.1,8.5,24.0,28.5,58.1,16.2,20.9,.778,8.3,34.3,42.7,22.8,7.0,4.3,12.6,17.4,98.7
Oklahoma City Thunder,39.3,86.6,8.8,25.3,30.5,61.3,17.1,22.9,.749,9.8,31.1,40.9,21.6,8.2,5.1,14.1,21.1,104.6
Miami Heat,38.1,85.5,8.1,23.1,30.0,62.4,17.5,22.3,.782,10.4,34.6,45.0,20.0,6.5,5.6,12.9,18.4,101.9
New York Knicks,39.2,87.7,9.7,27.8,29.5,59.9,20.2,26.0,.774,11.7,33.7,45.4,21.9,7.7,4.8,13.2,18.7,108.3
Minnesota Timberwolves,38.7,81.9,9.4,26.4,29.2,55.6,18.5,24.1,.770,9.4,31.1,40.4,21.8,8.1,5.1,14.4,20.7,105.3
Denver Nuggets,40.5,87.1,9.2,25.1,31.3,62.0,19.3,24.7,.783,9.2,31.5,40.8,22.9,8.5,5.3,12.0,21.9,109.7
Orlando Magic,39.1,86.0,8.5,23.9,30.6,62.0,16.6,21.5,.774,10.1,35.4,45.5,21.8,6.9,5.5,12.6,18.9,103.4
Brooklyn Nets,42.7,92.1,10.5,28.9,32.2,63.2,18.6,23.8,.781,11.8,36.3,48.1,24.3,10.4,5.8,14.2,21.1,114.4
Indiana Pacers,38.5,86.7,9.9,29.8,28.5,56.9,18.9,24.0,.786,11.6,35.3,46.9,22.5,8.2,5.3,15.4,20.3,105.8
New Orleans Pelicans,39.8,89.7,10.7,30.3,29.1,59.4,15.7,20.5,.768,10.3,38.5,48.8,24.2,7.2,4.4,13.5,19.7,105.9
Los Angeles Clippers,37.7,84.4,8.8,24.9,29.0,59.5,18.9,24.7,.763,10.2,32.9,43.1,21.5,7.4,3.4,14.1,22.6,103.1
Houston Rockets,39.7,87.7,9.9,27.5,29.7,60.1,17.9,23.0,.779,10.5,31.4,41.9,21.7,8.7,4.9,14.5,19.5,107.1
Phoenix Suns,40.1,85.8,9.8,25.5,30.3,60.3,22.8,29.1,.785,9.6,34.4,44.0,22.7,8.2,5.6,16.1,22.3,112.9
Portland Trail Blazers,39.4,86.1,9.8,25.9,29.6,60.2,22.3,28.0,.794,10.6,34.5,45.1,21.0,8.0,5.2,13.2,19.7,110.9
Los Angeles Lakers,41.4,86.1,10.2,27.7,31.2,58.3,17.5,23.4,.750,10.6,33.5,44.1,25.4,9.2,5.3,14.4,19.0,110.4
