"Visitor","Home","visitor_age","visitor_wins_pyth","visitor_losses_pyth","visitor_mov","visitor_sos","visitor_srs","visitor_off_rtg","visitor_def_rtg","visitor_pace","visitor_fta_per_fga_pct","visitor_fg3a_per_fga_pct","visitor_ts_pct","visitor_efg_pct","visitor_tov_pct","visitor_orb_pct","visitor_ft_rate","visitor_opp_efg_pct","visitor_opp_tov_pct","visitor_drb_pct","visitor_opp_ft_rate","visitor_opp_mp","visitor_opp_fg_pct","visitor_opp_avg_dist","visitor_opp_fg2a_pct_fga","visitor_opp_pct_fga_00_03","visitor_opp_pct_fga_03_10","visitor_opp_pct_fga_10_16","visitor_opp_pct_fga_16_xx","visitor_opp_fg3a_pct_fga","visitor_opp_fg2_pct","visitor_opp_fg_pct_00_03","visitor_opp_fg_pct_03_10","visitor_opp_fg_pct_10_16","visitor_opp_fg_pct_16_xx","visitor_opp_fg3_pct","visitor_opp_fg2_pct_ast","visitor_opp_pct_fg2_dunk","visitor_opp_fg2_dunk","visitor_opp_pct_fg2_layup","visitor_opp_fg2_layup","visitor_opp_fg3_pct_ast","visitor_opp_pct_fg3a_corner","visitor_opp_fg3_pct_corner","visitor_opp_fg","visitor_opp_fga","visitor_opp_fg3","visitor_opp_fg3a","visitor_opp_fg2","visitor_opp_fg2a","visitor_opp_ft","visitor_opp_fta","visitor_opp_ft_pct","visitor_opp_orb","visitor_opp_drb","visitor_opp_trb","visitor_opp_ast","visitor_opp_stl","visitor_opp_blk","visitor_opp_tov","visitor_opp_pf","visitor_opp_pts","visitor_fg_pct","visitor_avg_dist","visitor_fg2a_pct_fga","visitor_pct_fga_00_03","visitor_pct_fga_03_10","visitor_pct_fga_10_16","visitor_pct_fga_16_xx","visitor_fg3a_pct_fga","visitor_fg2_pct","visitor_fg_pct_00_03","visitor_fg_pct_03_10","visitor_fg_pct_10_16","visitor_fg_pct_16_xx","visitor_fg3_pct","visitor_fg2_pct_ast","visitor_pct_fg2_dunk","visitor_fg2_dunk","visitor_pct_fg2_layup","visitor_fg2_layup","visitor_fg3_pct_ast","visitor_pct_fg3a_corner","visitor_fg3_pct_corner","visitor_fg3a_heave","visitor_fg3_heave","visitor_fg","visitor_fga","visitor_fg3","visitor_fg3a","visitor_fg2","visitor_fg2a","visitor_ft","visitor_fta","visitor_ft_pct","visitor_orb","visitor_drb","visitor_trb","visitor_ast","visitor_stl","visitor_blk","visitor_tov","visitor_pf","visitor_pts","visitor_W_PCT","visitor_HOME_RECORD","visitor_ROAD_RECORD","visitor_L10","visitor_CurrentStreak","home_age","home_wins_pyth","home_losses_pyth","home_mov","home_sos","home_srs","home_off_rtg","home_def_rtg","home_pace","home_fta_per_fga_pct","home_fg3a_per_fga_pct","home_ts_pct","home_efg_pct","home_tov_pct","home_orb_pct","home_ft_rate","home_opp_efg_pct","home_opp_tov_pct","home_drb_pct","home_opp_ft_rate","home_opp_mp","home_opp_fg_pct","home_opp_avg_dist","home_opp_fg2a_pct_fga","home_opp_pct_fga_00_03","home_opp_pct_fga_03_10","home_opp_pct_fga_10_16","home_opp_pct_fga_16_xx","home_opp_fg3a_pct_fga","home_opp_fg2_pct","home_opp_fg_pct_00_03","home_opp_fg_pct_03_10","home_opp_fg_pct_10_16","home_opp_fg_pct_16_xx","home_opp_fg3_pct","home_opp_fg2_pct_ast","home_opp_pct_fg2_dunk","home_opp_fg2_dunk","home_opp_pct_fg2_layup","home_opp_fg2_layup","home_opp_fg3_pct_ast","home_opp_pct_fg3a_corner","home_opp_fg3_pct_corner","home_opp_fg","home_opp_fga","home_opp_fg3","home_opp_fg3a","home_opp_fg2","home_opp_fg2a","home_opp_ft","home_opp_fta","home_opp_ft_pct","home_opp_orb","home_opp_drb","home_opp_trb","home_opp_ast","home_opp_stl","home_opp_blk","home_opp_tov","home_opp_pf","home_opp_pts","home_fg_pct","home_avg_dist","home_fg2a_pct_fga","home_pct_fga_00_03","home_pct_fga_03_10","home_pct_fga_10_16","home_pct_fga_16_xx","home_fg3a_pct_fga","home_fg2_pct","home_fg_pct_00_03","home_fg_pct_03_10","home_fg_pct_10_16","home_fg_pct_16_xx","home_fg3_pct","home_fg2_pct_ast","home_pct_fg2_dunk","home_fg2_dunk","home_pct_fg2_layup","home_fg2_layup","home_fg3_pct_ast","home_pct_fg3a_corner","home_fg3_pct_corner","home_fg3a_heave","home_fg3_heave","home_fg","home_fga","home_fg3","home_fg3a","home_fg2","home_fg2a","home_ft","home_fta","home_ft_pct","home_orb","home_drb","home_trb","home_ast","home_stl","home_blk","home_tov","home_pf","home_pts","home_W_PCT","home_HOME_RECORD","home_ROAD_RECORD","home_L10","home_CurrentStreak"
"Boston Celtics","Chicago Bulls",25.9,33,23,2.82,-0.13,2.7,112,109.1,96.3,0.261,0.386,0.569,0.528,11.9,21.3,0.213,0.507,12.8,74.9,0.223,13515,0.453,13.6,0.684,0.275,0.164,0.095,0.15,0.316,0.504,0.622,0.421,0.417,0.432,0.343,0.504,0.044,195,0.24,647,0.851,0.215,0.37,38.7,85.3,9.2,26.9,29.4,58.4,19.1,24.8,0.768,10.8,33.9,44.6,22.7,7.4,5,14.2,19.7,105.7,0.456,14.2,0.614,0.292,0.135,0.074,0.112,0.386,0.511,0.637,0.386,0.408,0.403,0.369,0.554,0.031,136,0.273,772,0.837,0.218,0.436,14,0,39,85.5,12.2,33,26.8,52.5,18.2,22.4,0.815,9.1,32.2,41.3,25.1,7.6,4.3,12.9,20.4,108.5,0.661,0.714285714285714,0.607142857142857,0.9,4,27.4,27,29,-0.7,-0.37,-1.06,107.2,107.9,94.9,0.284,0.235,0.525,0.478,12.2,28.3,0.226,0.513,12.3,76.7,0.165,13490,0.461,12.7,0.716,0.305,0.159,0.099,0.152,0.284,0.5,0.617,0.409,0.41,0.419,0.363,0.531,0.051,232,0.277,733,0.852,0.244,0.406,39.8,86.3,8.9,24.6,30.9,61.8,14.3,18.6,0.768,10.2,32.4,42.6,24,7.4,4.9,13.3,19.5,102.8,0.441,12.5,0.765,0.279,0.176,0.126,0.184,0.235,0.478,0.591,0.459,0.396,0.382,0.318,0.494,0.04,176,0.257,676,0.861,0.268,0.405,7,0,38.1,86.4,6.4,20.3,31.6,66.1,19.6,24.6,0.796,12.8,33.6,46.4,21.2,7.8,5,13.5,17.7,102.1,0.482,0.592592592592593,0.379310344827586,0.4,1
"Washington Wizards","Indiana Pacers",25.9,32,22,2.61,-0.83,1.78,110.4,107.8,96.9,0.245,0.276,0.563,0.528,13,24.2,0.192,0.514,14,75.3,0.212,13085,0.457,13.6,0.676,0.287,0.145,0.099,0.144,0.324,0.506,0.629,0.396,0.456,0.407,0.355,0.504,0.048,203,0.247,640,0.831,0.218,0.385,38.8,85,9.8,27.6,29,57.4,18,24.1,0.747,10.8,32,42.8,22.8,7.5,4.3,15.6,19.6,105.4,0.477,13.1,0.724,0.294,0.139,0.112,0.179,0.276,0.516,0.632,0.43,0.44,0.441,0.373,0.495,0.043,181,0.259,712,0.854,0.265,0.337,7,0,41.3,86.5,8.9,23.9,32.4,62.7,16.6,21.2,0.784,10.2,32.9,43.2,23.6,8.5,4.2,14.4,21.3,108,0.611,0.774193548387097,0.391304347826087,0.9,3,27,27,29,-0.7,-0.78,-1.48,108,108.8,96.9,0.271,0.267,0.558,0.515,12.8,19.8,0.22,0.51,13.6,74.9,0.225,13565,0.45,14.2,0.657,0.259,0.147,0.097,0.154,0.343,0.499,0.628,0.428,0.437,0.389,0.355,0.491,0.049,210,0.244,648,0.88,0.257,0.386,38.4,85.3,10.4,29.2,28,56.1,19.2,24.3,0.793,11.1,34.1,45.2,22.9,8.1,5.2,15.2,20,106.3,0.465,13.5,0.733,0.23,0.194,0.111,0.196,0.267,0.499,0.617,0.477,0.427,0.425,0.371,0.499,0.035,150,0.229,623,0.849,0.246,0.41,14,1,39.3,84.5,8.4,22.6,30.9,61.9,18.6,22.9,0.811,8.4,32.9,41.4,22.6,8.4,5.2,13.9,19.6,105.6,0.518,0.689655172413793,0.333333333333333,0.5,-5
