Visitor,Home,Prediction,Result,Prediction_Outcome
Atlanta Hawks,Boston Celtics,,,
Milwaukee Bucks,Cleveland Cavaliers,,,
Miami Heat,Dallas Mavericks,,,
Indiana Pacers,Houston Rockets,,,
Toronto Raptors,New York Knicks,,,
Golden State Warriors,Philadelphia 76ers,,,
Minnesota Timberwolves,Sacramento Kings,,,
