team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,5040,.446,13.6,.695,.268,.143,.115,.168,.305,.485,.578,.417,.408,.452,.358,.467,.042,70,.224,206,.811,.217,.426
Boston Celtics,4800,.443,13.4,.691,.282,.163,.102,.144,.309,.489,.604,.406,.402,.417,.340,.509,.040,64,.247,233,.844,.202,.364
Brooklyn Nets,4610,.471,13.3,.682,.292,.148,.095,.147,.318,.518,.611,.457,.418,.457,.370,.493,.053,80,.261,253,.819,.256,.397
Chicago Bulls,4560,.444,12.7,.714,.291,.177,.101,.146,.286,.475,.627,.395,.345,.360,.367,.528,.043,65,.273,254,.878,.262,.341
Charlotte Hornets,4875,.437,13.9,.659,.298,.106,.091,.164,.341,.484,.566,.437,.445,.386,.346,.503,.036,57,.263,248,.868,.219,.336
Cleveland Cavaliers,4320,.451,13.3,.691,.293,.144,.110,.143,.309,.496,.643,.328,.441,.411,.352,.512,.037,54,.252,244,.847,.188,.351
Dallas Mavericks,4610,.458,13.9,.674,.256,.147,.098,.174,.326,.487,.644,.373,.386,.405,.400,.496,.045,62,.217,191,.762,.246,.395
Denver Nuggets,4875,.460,12.9,.727,.288,.161,.110,.168,.273,.502,.638,.455,.449,.346,.351,.478,.051,86,.242,251,.841,.231,.393
Detroit Pistons,5280,.434,13.4,.700,.263,.172,.107,.158,.300,.474,.626,.385,.381,.383,.339,.517,.032,51,.237,263,.856,.234,.341
Golden State Warriors,4850,.434,13.5,.695,.272,.165,.100,.157,.305,.480,.628,.342,.423,.407,.329,.483,.042,68,.242,254,.858,.216,.367
Houston Rockets,4850,.461,13.4,.684,.278,.171,.093,.142,.316,.504,.665,.398,.415,.369,.368,.459,.044,71,.247,262,.855,.245,.421
Indiana Pacers,4900,.449,14.0,.659,.277,.133,.089,.159,.341,.510,.595,.500,.442,.408,.331,.483,.045,71,.263,244,.872,.248,.367
Los Angeles Clippers,5330,.435,13.3,.724,.255,.171,.131,.166,.276,.463,.630,.417,.365,.331,.361,.473,.040,68,.235,245,.820,.227,.339
Los Angeles Lakers,5280,.477,13.3,.681,.309,.133,.092,.148,.319,.540,.699,.427,.369,.415,.343,.558,.067,120,.251,305,.870,.216,.420
Memphis Grizzlies,5140,.442,13.7,.661,.284,.151,.083,.144,.339,.492,.631,.390,.385,.385,.344,.468,.040,59,.257,242,.821,.252,.374
Miami Heat,4825,.434,12.6,.735,.282,.175,.119,.159,.265,.460,.542,.433,.415,.378,.363,.451,.033,48,.252,211,.901,.273,.372
Milwaukee Bucks,4345,.427,13.7,.640,.295,.135,.091,.120,.360,.492,.625,.362,.403,.380,.312,.531,.044,57,.253,224,.872,.272,.360
Minnesota Timberwolves,4825,.469,12.9,.684,.321,.142,.085,.136,.316,.526,.655,.435,.396,.401,.346,.474,.059,90,.274,264,.816,.214,.405
New Orleans Pelicans,5115,.443,13.3,.680,.281,.172,.100,.127,.320,.491,.667,.355,.380,.370,.341,.532,.054,92,.243,278,.882,.225,.363
New York Knicks,4825,.447,12.4,.703,.329,.154,.084,.135,.297,.489,.589,.430,.400,.371,.347,.454,.050,76,.286,260,.808,.220,.446
Oklahoma City Thunder,5140,.445,12.1,.711,.312,.192,.104,.102,.289,.487,.640,.355,.379,.382,.340,.448,.052,85,.272,295,.836,.258,.345
Orlando Magic,5040,.438,12.8,.723,.304,.157,.116,.145,.277,.479,.608,.401,.368,.383,.330,.486,.061,85,.251,253,.854,.201,.360
Philadelphia 76ers,4900,.460,13.2,.699,.286,.152,.110,.151,.301,.505,.651,.401,.425,.391,.355,.473,.046,75,.252,262,.840,.192,.412
Phoenix Suns,4875,.463,13.3,.711,.284,.136,.132,.160,.289,.492,.619,.378,.435,.411,.392,.485,.036,60,.248,248,.848,.200,.485
Portland Trail Blazers,5115,.460,13.0,.705,.296,.162,.104,.145,.295,.500,.597,.445,.417,.418,.366,.440,.049,79,.247,243,.785,.190,.375
Sacramento Kings,4875,.454,14.2,.654,.239,.172,.087,.159,.346,.500,.648,.472,.406,.360,.366,.530,.047,68,.215,212,.827,.257,.418
San Antonio Spurs,4800,.453,13.3,.698,.276,.163,.099,.162,.302,.497,.598,.433,.457,.410,.350,.504,.052,74,.242,217,.833,.274,.338
Toronto Raptors,4825,.448,13.3,.662,.290,.172,.086,.115,.338,.500,.640,.389,.350,.426,.345,.511,.057,86,.266,241,.839,.227,.354
Utah Jazz,5040,.428,12.5,.727,.310,.166,.096,.154,.273,.453,.571,.339,.347,.407,.362,.427,.044,67,.267,241,.797,.179,.412
Washington Wizards,4395,.463,13.6,.684,.282,.139,.113,.152,.316,.501,.617,.422,.450,.398,.379,.499,.044,61,.254,217,.841,.188,.433
