team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.47058823529411764,0.375,0.5555555555555556,0.5,-3
Los Angeles Lakers,0.14285714285714285,0.16666666666666666,0.125,0.2,-4
Memphis Grizzlies,0.5294117647058824,0.625,0.4444444444444444,0.6,-1
Philadelphia 76ers,0.0,0.0,0.0,0.0,-17
San Antonio Spurs,0.8125,1.0,0.625,0.9,4
Houston Rockets,0.375,0.36363636363636365,0.4,0.3,1
Detroit Pistons,0.5,0.6666666666666666,0.4,0.3,-1
Boston Celtics,0.5625,0.6,0.5,0.6,2
Miami Heat,0.6666666666666666,0.8,0.4,0.7,1
Orlando Magic,0.5,0.6666666666666666,0.2857142857142857,0.6,2
Portland Trail Blazers,0.375,0.42857142857142855,0.3333333333333333,0.2,-1
Golden State Warriors,1.0,1.0,1.0,1.0,17
Chicago Bulls,0.6428571428571429,0.8333333333333334,0.5,0.6,-1
Washington Wizards,0.46153846153846156,0.5,0.42857142857142855,0.4,-3
Dallas Mavericks,0.5625,0.6666666666666666,0.5,0.6,-3
Minnesota Timberwolves,0.5,0.25,0.75,0.4,3
Oklahoma City Thunder,0.6470588235294118,0.7272727272727273,0.5,0.7,4
Charlotte Hornets,0.5625,0.7777777777777778,0.2857142857142857,0.7,-1
Milwaukee Bucks,0.375,0.5,0.25,0.3,-2
Los Angeles Clippers,0.5,0.6,0.3333333333333333,0.4,1
Toronto Raptors,0.625,0.8,0.5454545454545454,0.5,3
Utah Jazz,0.5,0.5,0.5,0.5,1
Phoenix Suns,0.4375,0.5,0.3333333333333333,0.4,-4
Sacramento Kings,0.35294117647058826,0.4,0.2857142857142857,0.5,-1
New Orleans Pelicans,0.25,0.42857142857142855,0.1111111111111111,0.4,-1
Cleveland Cavaliers,0.75,1.0,0.5,0.7,1
Atlanta Hawks,0.6111111111111112,0.6666666666666666,0.5555555555555556,0.4,1
Brooklyn Nets,0.2,0.4,0.1,0.3,-1
Indiana Pacers,0.6666666666666666,0.75,0.5714285714285714,0.8,4
Denver Nuggets,0.375,0.3333333333333333,0.42857142857142855,0.4,-5
