team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,23,5,12.93,-1.31,11.62,116.9,104.1,100.1,.276,.360,.601,.566,13.2,22.9,.216,.480,12.8,74.8,.209
Toronto Raptors,26.1,21,6,9.19,0.44,9.63,117.8,108.2,94.8,.306,.288,.583,.537,11.0,25.9,.248,.511,14.3,73.6,.209
Cleveland Cavaliers,29.1,18,7,7.72,0.22,7.94,114.7,106.7,96.2,.295,.395,.580,.543,12.6,23.7,.223,.499,12.0,74.5,.159
Los Angeles Clippers,29.9,21,7,8.04,-0.60,7.44,112.9,104.7,96.3,.329,.316,.570,.527,11.7,23.1,.250,.495,13.4,77.9,.217
Houston Rockets,27.2,20,8,7.29,-0.23,7.06,114.3,106.9,97.9,.263,.449,.584,.554,14.2,26.6,.195,.507,13.3,77.0,.207
San Antonio Spurs,29.8,19,8,6.30,-0.18,6.12,110.8,104.1,94.0,.275,.273,.568,.524,12.6,21.9,.226,.498,13.4,78.5,.192
Utah Jazz,26.4,19,9,5.61,-0.51,5.10,110.1,104.0,91.0,.297,.342,.573,.534,13.1,20.8,.230,.472,11.2,77.0,.193
Detroit Pistons,25.7,17,12,2.03,-0.05,1.99,105.8,103.6,93.5,.212,.249,.525,.494,11.0,22.1,.159,.489,11.7,79.9,.199
Boston Celtics,25.8,15,12,1.74,0.07,1.81,108.5,106.7,95.9,.238,.359,.547,.511,11.5,21.2,.186,.495,13.1,74.5,.221
Charlotte Hornets,26.7,16,12,1.75,-0.35,1.40,106.1,104.3,96.8,.300,.324,.536,.493,11.0,19.8,.226,.500,11.7,80.2,.152
Milwaukee Bucks,25.5,14,11,1.88,-0.55,1.33,107.2,105.3,96.4,.254,.290,.549,.513,13.1,23.1,.195,.487,13.2,75.8,.223
Oklahoma City Thunder,24.7,15,12,1.15,-0.32,0.83,106.1,104.9,98.3,.287,.290,.538,.503,13.7,25.5,.206,.500,12.8,77.5,.194
Chicago Bulls,27.8,14,12,1.15,-0.99,0.16,106.6,105.4,94.9,.288,.227,.519,.470,12.3,29.2,.230,.498,12.1,75.4,.148
Memphis Grizzlies,28.2,14,15,-0.34,0.11,-0.24,101.4,101.8,93.0,.285,.295,.509,.461,12.8,24.1,.223,.488,14.5,79.8,.258
Washington Wizards,26.1,12,14,-1.15,-0.08,-1.23,107.8,109.0,96.5,.254,.252,.546,.509,12.9,24.5,.197,.533,14.7,74.9,.208
Atlanta Hawks,28.3,12,15,-1.85,0.10,-1.75,103.7,105.6,98.7,.267,.307,.541,.510,14.9,24.5,.189,.515,14.0,77.6,.164
Denver Nuggets,25.2,12,15,-2.07,0.00,-2.08,107.9,110.0,98.4,.304,.296,.538,.497,14.0,29.0,.226,.513,11.0,79.2,.227
Miami Heat,26.2,11,17,-3.07,0.91,-2.16,103.0,106.3,94.1,.257,.292,.510,.483,12.1,25.6,.170,.488,12.1,75.7,.208
Minnesota Timberwolves,23.6,10,16,-2.96,0.70,-2.26,108.4,111.4,95.1,.301,.275,.543,.499,13.4,27.6,.232,.527,13.3,76.3,.240
Sacramento Kings,28.8,11,16,-2.52,0.09,-2.43,105.5,108.2,95.1,.289,.290,.534,.491,13.1,22.8,.222,.518,14.2,75.9,.237
Indiana Pacers,27.3,12,16,-1.64,-0.81,-2.46,105.2,106.9,97.6,.258,.264,.543,.501,13.0,19.9,.208,.504,14.1,74.5,.213
New York Knicks,27.4,11,16,-3.07,0.54,-2.54,107.5,110.7,96.7,.242,.285,.532,.494,12.4,26.2,.189,.505,12.0,73.7,.235
Portland Trail Blazers,25.1,11,18,-3.52,0.75,-2.77,110.1,113.7,98.3,.273,.338,.559,.518,12.1,21.8,.218,.518,11.7,75.1,.259
Dallas Mavericks,27.5,8,19,-5.93,1.71,-4.22,101.9,108.4,91.2,.219,.363,.521,.484,12.1,19.3,.175,.531,15.1,78.0,.229
New Orleans Pelicans,25.5,10,19,-4.79,0.57,-4.22,102.3,107.1,98.1,.266,.294,.526,.487,12.0,18.1,.202,.506,12.0,77.6,.177
Orlando Magic,25.5,9,20,-5.14,-0.29,-5.42,102.1,107.5,94.8,.251,.302,.513,.480,11.9,21.7,.179,.503,11.7,76.7,.189
Los Angeles Lakers,26.1,9,21,-6.13,0.63,-5.51,105.6,111.8,98.8,.272,.293,.537,.496,14.3,26.0,.210,.535,12.8,75.3,.204
Phoenix Suns,26.0,8,19,-6.74,-0.29,-7.04,103.4,110.0,100.8,.288,.275,.529,.486,13.8,25.0,.220,.517,13.7,78.0,.273
Philadelphia 76ers,25.2,7,20,-7.44,0.05,-7.40,100.1,107.7,96.6,.231,.353,.527,.496,15.4,21.5,.170,.504,12.3,76.2,.215
Brooklyn Nets,26.6,7,19,-7.65,-0.35,-8.00,104.1,111.6,101.7,.302,.387,.547,.502,14.8,20.9,.235,.523,12.1,74.8,.199
